report_id,numero,titolo,slug,pagina,n_righe,n_colonne,note,pdf_path
INAPP_Focus-GOL_7-2025,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",programma_gol_individui_occupati_alla_data_di_riferimento_pe,23,31,8,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_7-2025.pdf
INAPP_Focus-GOL_7-2025,2.3,Programma GOL: individui occupati alla data di riferimento per tipo di contratto e,programma_gol_individui_occupati_alla_data_di_riferimento_pe,24,8,6,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_7-2025.pdf
INAPP_Focus-GOL_8-2025,1.1,"Programma GOL: prese in carico (totale e per anno) e individui raggiunti, ultima",programma_gol_prese_in_carico_totale_e_per_anno_e_individui,6,21,11,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_8-2025.pdf
INAPP_Focus-GOL_8-2025,1.2,"Programma GOL: prese in carico per regione e percorso, v.a. e val.%",programma_gol_prese_in_carico_per_regione_e_percorso_v_a_e_v,8,24,12,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_8-2025.pdf
INAPP_Focus-GOL_8-2025,1.3,"Programma GOL: individui per Regione e caratteristiche socio-anagrafiche, val.%",programma_gol_individui_per_regione_e_caratteristiche_socio-,10,24,12,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_8-2025.pdf
INAPP_Focus-GOL_8-2025,1.4,"Programma GOL: individui per caratteristiche socio-anagrafiche e percorso, v.a. e val.%",programma_gol_individui_per_caratteristiche_socio-anagrafich,12,27,12,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_8-2025.pdf
INAPP_Focus-GOL_8-2025,1.5,Programma GOL: individui con caratteristiche di vulnerabilità e percorso,programma_gol_individui_con_caratteristiche_di_vulnerabilita,13,24,5,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_8-2025.pdf
INAPP_Focus-GOL_8-2025,1.6,"Programma GOL: individui con patto di servizio attivo, per target e regione (v.a)",programma_gol_individui_con_patto_di_servizio_attivo_per_tar,15,20,6,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_8-2025.pdf
INAPP_Focus-GOL_8-2025,1.7,Programma GOL: composizione (%) dei presi in carico con patto di servizio attivo per,programma_gol_composizione_dei_presi_in_carico_con_patto_di,17,38,14,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_8-2025.pdf
INAPP_Focus-GOL_8-2025,2.1,Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,programma_gol_individui_per_regione_di_ultima_presa_in_caric,19,101,20,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_8-2025.pdf
INAPP_Focus-GOL_8-2025,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",programma_gol_individui_occupati_alla_data_di_riferimento_pe,23,28,9,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_8-2025.pdf
INAPP_Focus-GOL_8-2025,2.3,Programma GOL: individui occupati alla data di riferimento per tipo di contratto e,programma_gol_individui_occupati_alla_data_di_riferimento_pe,24,8,6,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_8-2025.pdf
INAPP_Focus-GOL_9-2025,1.1,"Programma GOL: prese in carico (totale e per anno) e individui raggiunti, ultima",programma_gol_prese_in_carico_totale_e_per_anno_e_individui,6,21,11,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_9-2025.pdf
INAPP_Focus-GOL_9-2025,1.2,"Programma GOL: prese in carico per regione e percorso, v.a. e val.%",programma_gol_prese_in_carico_per_regione_e_percorso_v_a_e_v,8,24,12,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_9-2025.pdf
INAPP_Focus-GOL_9-2025,1.3,"Programma GOL: individui per Regione e caratteristiche socio-anagrafiche, val.%",programma_gol_individui_per_regione_e_caratteristiche_socio-,10,24,12,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_9-2025.pdf
INAPP_Focus-GOL_9-2025,1.4,"Programma GOL: individui per caratteristiche socio-anagrafiche e percorso, v.a. e val.%",programma_gol_individui_per_caratteristiche_socio-anagrafich,12,27,13,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_9-2025.pdf
INAPP_Focus-GOL_9-2025,1.5,Programma GOL: individui con caratteristiche di vulnerabilità e percorso,programma_gol_individui_con_caratteristiche_di_vulnerabilita,13,13,9,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_9-2025.pdf
INAPP_Focus-GOL_9-2025,1.6,"Programma GOL: individui con patto di servizio attivo, per target e regione (v.a)",programma_gol_individui_con_patto_di_servizio_attivo_per_tar,16,27,6,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_9-2025.pdf
INAPP_Focus-GOL_9-2025,1.7,Programma GOL: composizione (%) dei presi in carico con patto di servizio attivo per,programma_gol_composizione_dei_presi_in_carico_con_patto_di,18,39,14,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_9-2025.pdf
INAPP_Focus-GOL_9-2025,2.1,Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,programma_gol_individui_per_regione_di_ultima_presa_in_caric,20,39,14,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_9-2025.pdf
INAPP_Focus-GOL_9-2025,2.2,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",programma_gol_individui_occupati_alla_data_di_riferimento_pe,24,32,8,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_9-2025.pdf
INAPP_Focus-GOL_9-2025,2.3,Programma GOL: individui occupati alla data di riferimento per tipo di contratto e,programma_gol_individui_occupati_alla_data_di_riferimento_pe,25,8,6,backend=tabula,../rapporti/timeline_gol/2025/INAPP_Focus-GOL_9-2025.pdf
