Genere,c3,c4,Età,c6,c7,c8,Cittadinanza,c10,c11,Anzianità disoccupazione,c13
Maschi,Femmine,Totale,15-29,30-54,55+,Totale,Italiana,Straniera,Totale,>=6mesi,>=12mesi
