report_id,data_riferimento,titolo_tabella,regione,raggiunti,con_politica,con_politica_pc,lep_e,lep_f1,lep_f2,c07_form_incl_dig,c11_form_no_dig,c12_form_spec_dig,lep_h,lep_j,lep_o,tirocinio_co,con_pol_o_tiroc,con_pol_o_tiroc_pc
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",P.A. Bolzano,14769.0,14590.0,98.8,1588.0,14574.0,21.0,15.0,756.0,336.0,945.0,0.0,24.0,304.0,14599.0,98.8
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Calabria,155877.0,101101.0,64.9,99340.0,53130.0,2750.0,5347.0,4834.0,4308.0,14313.0,0.0,3246.0,5984.0,104878.0,67.3
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Campania,485198.0,334006.0,68.8,319110.0,102715.0,7798.0,123770.0,229.0,14209.0,137730.0,778.0,2084.0,24925.0,342680.0,70.6
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Emilia-Romagna,247688.0,209965.0,84.8,199838.0,162217.0,8166.0,29559.0,6995.0,52956.0,86182.0,1.0,1818.0,15016.0,212331.0,85.7
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Friuli-Venezia Giulia,99291.0,94008.0,94.7,72719.0,85072.0,2607.0,6918.0,12052.0,10486.0,26467.0,78.0,55.0,5184.0,94332.0,95.0
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Lazio,239750.0,124297.0,51.8,123594.0,28666.0,22.0,7172.0,12922.0,6244.0,25732.0,0.0,522.0,15271.0,135113.0,56.4
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Liguria,61469.0,47045.0,76.5,39906.0,25666.0,1778.0,7.0,9353.0,8199.0,15734.0,0.0,41.0,3724.0,47593.0,77.4
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Lombardia,429881.0,253428.0,59.0,226948.0,184408.0,11549.0,6916.0,52382.0,29123.0,76011.0,6.0,2033.0,29957.0,268578.0,62.5
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Marche,97945.0,83312.0,85.1,45928.0,74657.0,2425.0,3553.0,2748.0,3252.0,9120.0,0.0,1142.0,9673.0,84808.0,86.6
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Molise,11707.0,2249.0,19.2,836.0,18.0,3.0,1087.0,167.0,373.0,1590.0,1.0,0.0,835.0,3040.0,26.0
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Piemonte,231093.0,158810.0,68.7,150628.0,81698.0,19111.0,40372.0,5001.0,9362.0,50987.0,1.0,47.0,22618.0,161459.0,69.9
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Puglia,332662.0,145652.0,43.8,75144.0,97180.0,461.0,18924.0,13278.0,4536.0,36282.0,4.0,6549.0,19330.0,160026.0,48.1
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Sardegna,153894.0,121241.0,78.8,120015.0,50260.0,4049.0,19.0,5744.0,4873.0,10434.0,1.0,48.0,9515.0,123232.0,80.1
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Sicilia,467620.0,133294.0,28.5,125517.0,18072.0,109.0,13379.0,4097.0,6614.0,23248.0,2.0,204.0,22299.0,154496.0,33.0
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Toscana,244876.0,222187.0,90.7,203571.0,164131.0,8964.0,25484.0,31594.0,15268.0,63433.0,4358.0,3093.0,13968.0,223109.0,91.1
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",P.A. Trento,24369.0,23293.0,95.6,9697.0,20968.0,199.0,1033.0,2622.0,1903.0,5439.0,308.0,63.0,627.0,23318.0,95.7
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Umbria,56053.0,40416.0,72.1,39327.0,21734.0,1548.0,325.0,5107.0,3690.0,7929.0,0.0,8.0,4730.0,41830.0,74.6
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Valle d'Aosta,5970.0,4977.0,83.4,3719.0,3328.0,220.0,176.0,352.0,238.0,925.0,22.0,18.0,513.0,5059.0,84.7
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Veneto,280561.0,280247.0,99.9,280119.0,270907.0,13521.0,8409.0,40716.0,18150.0,59606.0,1962.0,284.0,29666.0,280319.0,99.9
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Totale,3745845.0,2462178.0,65.7,2188907.0,1492655.0,85315.0,297154.0,213259.0,198524.0,663422.0,7522.0,21394.0,239861.0,2551414.0,68.1
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Abruzzo,60700.0,50487.0,83.2,39294.0,27687.0,9.0,1431.0,466.0,532.0,2397.0,0.0,1.0,3460.0,51196.0,84.3
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Basilicata,38106.0,10813.0,28.4,6924.0,2189.0,0.0,2181.0,1154.0,1956.0,5274.0,0.0,63.0,1499.0,12413.0,32.6
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),P.A. Bolzano,13855.0,13669.0,98.7,1309.0,13649.0,13.0,14.0,654.0,276.0,807.0,0.0,20.0,259.0,13677.0,98.7
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Calabria,144448.0,89966.0,62.3,88598.0,41737.0,2598.0,4506.0,3834.0,2019.0,10094.0,0.0,3150.0,5350.0,93578.0,64.8
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Campania,457972.0,297742.0,65.0,284506.0,84135.0,7503.0,107187.0,194.0,11341.0,118571.0,505.0,1687.0,22633.0,306442.0,66.9
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Emilia-Romagna,229902.0,194772.0,84.7,183257.0,147676.0,7280.0,32180.0,6116.0,44244.0,79799.0,1.0,1654.0,13226.0,196915.0,85.7
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Friuli-Venezia Giulia,94093.0,88659.0,94.2,67698.0,79719.0,2003.0,5828.0,10114.0,8401.0,22172.0,64.0,46.0,4703.0,89038.0,94.6
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Lazio,225516.0,110363.0,48.9,110284.0,23364.0,19.0,6016.0,10704.0,3801.0,20160.0,0.0,449.0,13762.0,120503.0,53.4
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Liguria,56990.0,42707.0,74.9,36518.0,21990.0,1359.0,9.0,8320.0,7489.0,14162.0,0.0,37.0,3070.0,43232.0,75.9
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Lombardia,392313.0,220477.0,56.2,198486.0,167039.0,8777.0,6077.0,44852.0,20878.0,62756.0,6.0,1865.0,25022.0,233589.0,59.5
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Marche,92793.0,76356.0,82.3,39140.0,68793.0,1455.0,1324.0,2606.0,2643.0,6322.0,0.0,849.0,8532.0,78038.0,84.1
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Molise,10255.0,1871.0,18.2,768.0,17.0,3.0,927.0,130.0,194.0,1242.0,1.0,0.0,682.0,2520.0,24.6
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Piemonte,210599.0,141733.0,67.3,134375.0,70822.0,16603.0,34332.0,4086.0,7366.0,42919.0,0.0,38.0,20040.0,144432.0,68.6
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Puglia,307146.0,124634.0,40.6,62035.0,83931.0,410.0,14102.0,9360.0,2822.0,25943.0,4.0,2835.0,16669.0,137569.0,44.8
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Sardegna,146388.0,112551.0,76.9,111800.0,44947.0,1236.0,14.0,5753.0,3137.0,8756.0,1.0,8.0,8390.0,114971.0,78.5
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Sicilia,437231.0,109515.0,25.0,104819.0,8905.0,56.0,12030.0,3111.0,2134.0,16942.0,1.0,169.0,18816.0,127907.0,29.3
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Toscana,228505.0,205672.0,90.0,187493.0,150157.0,7782.0,20602.0,23648.0,8807.0,47197.0,3369.0,2828.0,11960.0,206471.0,90.4
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),P.A. Trento,22709.0,21579.0,95.0,8955.0,19171.0,170.0,596.0,1980.0,1526.0,4078.0,287.0,7.0,447.0,21599.0,95.1
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Umbria,52509.0,36307.0,69.1,35941.0,18384.0,338.0,290.0,4214.0,2907.0,6473.0,0.0,4.0,4128.0,38236.0,72.8
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Valle d'Aosta,5422.0,4497.0,82.9,3201.0,3049.0,186.0,144.0,316.0,206.0,821.0,18.0,3.0,390.0,4565.0,84.2
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Veneto,261195.0,260772.0,99.8,260595.0,251252.0,11139.0,7076.0,36980.0,16345.0,52974.0,1621.0,199.0,26821.0,260855.0,99.9
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,Tabella 2.1 Programma GOL: individui* per Regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),Totale,3488647.0,2215142.0,63.5,1965996.0,1328613.0,68939.0,256866.0,178592.0,149024.0,549859.0,5878.0,15912.0,209859.0,2297746.0,65.9
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Abruzzo,67825.0,57715.0,85.1,45948.0,32235.0,14.0,1500.0,892.0,2921.0,5231.0,0.0,77.0,4313.0,58528.0,86.3
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Basilicata,44985.0,16851.0,37.5,8913.0,4124.0,0.0,3367.0,1640.0,5663.0,10492.0,0.0,131.0,1923.0,18696.0,41.6
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",P.A. Bolzano,15637.0,15454.0,98.8,1821.0,15435.0,29.0,15.0,869.0,396.0,1101.0,0.0,30.0,351.0,15463.0,98.9
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Calabria,166364.0,112147.0,67.4,108918.0,65312.0,2931.0,6853.0,6280.0,13744.0,26166.0,0.0,3444.0,6330.0,115967.0,69.7
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Campania,514158.0,369401.0,71.8,352646.0,136773.0,8005.0,135974.0,254.0,23408.0,157961.0,978.0,2663.0,26469.0,378021.0,73.5
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Emilia-Romagna,262693.0,222175.0,84.6,212271.0,174071.0,8914.0,29788.0,7485.0,55712.0,89225.0,71.0,1956.0,16600.0,224757.0,85.6
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Friuli-Venezia Giulia,106216.0,99534.0,93.7,77527.0,90503.0,3100.0,7112.0,12961.0,13111.0,29676.0,91.0,68.0,5674.0,99816.0,94.0
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Lazio,260015.0,141400.0,54.4,139389.0,34068.0,27.0,9032.0,14610.0,11234.0,34167.0,0.0,575.0,16325.0,152559.0,58.7
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Liguria,65533.0,51228.0,78.2,42443.0,29231.0,2063.0,25.0,10137.0,9149.0,17316.0,0.0,46.0,4176.0,51791.0,79.0
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Lombardia,501281.0,294782.0,58.8,253299.0,202804.0,14660.0,11151.0,54079.0,39519.0,91686.0,35.0,2142.0,33707.0,311296.0,62.1
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Marche,103865.0,88460.0,85.2,50789.0,78246.0,3922.0,5415.0,2947.0,4445.0,12021.0,1.0,1176.0,10474.0,89888.0,86.5
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Molise,13411.0,2867.0,21.4,941.0,29.0,3.0,1159.0,196.0,942.0,2180.0,1.0,1.0,964.0,3757.0,28.0
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Piemonte,250576.0,175796.0,70.2,166055.0,93343.0,21587.0,44255.0,5634.0,14541.0,59569.0,1.0,51.0,25127.0,178415.0,71.2
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Puglia,367197.0,170775.0,46.5,88692.0,107571.0,493.0,22457.0,15985.0,19222.0,56574.0,5.0,13142.0,21243.0,186180.0,50.7
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Sardegna,164869.0,133048.0,80.7,131712.0,55183.0,5370.0,23.0,7767.0,8530.0,15643.0,1.0,216.0,10892.0,135001.0,81.9
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Sicilia,516390.0,164818.0,31.9,148400.0,24862.0,172.0,13575.0,4902.0,23236.0,40379.0,2.0,225.0,24971.0,187911.0,36.4
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Toscana,268650.0,242964.0,90.4,220106.0,177789.0,10608.0,36957.0,36367.0,20837.0,81901.0,5441.0,3322.0,15496.0,243868.0,90.8
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",P.A. Trento,26080.0,25090.0,96.2,10802.0,22812.0,265.0,1238.0,2997.0,2517.0,6535.0,352.0,117.0,752.0,25109.0,96.3
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Umbria,60323.0,44603.0,73.9,43018.0,24584.0,2188.0,355.0,6013.0,4957.0,9966.0,0.0,9.0,5203.0,45809.0,75.9
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Valle d'Aosta,6621.0,5735.0,86.6,4496.0,3690.0,315.0,332.0,377.0,415.0,1262.0,26.0,31.0,590.0,5799.0,87.6
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Veneto,305355.0,305085.0,99.9,304964.0,285422.0,14114.0,9403.0,44998.0,22841.0,68260.0,2392.0,351.0,32200.0,305143.0,99.9
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Totale,4088044.0,2739928.0,67.0,2413150.0,1658087.0,98780.0,339986.0,237390.0,297340.0,817311.0,9397.0,29773.0,263780.0,2833774.0,69.3
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Abruzzo,63468.0,53245.0,83.9,41936.0,29349.0,13.0,1463.0,705.0,839.0,2968.0,0.0,2.0,3768.0,53995.0,85.1
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Basilicata,40028.0,12934.0,32.3,8285.0,2756.0,0.0,2674.0,1280.0,2390.0,6324.0,0.0,88.0,1647.0,14632.0,36.6
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",P.A. Bolzano,14518.0,14333.0,98.7,1515.0,14316.0,18.0,16.0,715.0,322.0,900.0,0.0,20.0,283.0,14341.0,98.8
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Calabria,152803.0,96745.0,63.3,95231.0,46604.0,2688.0,5311.0,4597.0,2984.0,12571.0,0.0,3181.0,5710.0,100456.0,65.7
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Campania,476857.0,321368.0,67.4,307100.0,96764.0,7705.0,117396.0,216.0,12156.0,129530.0,707.0,1988.0,24068.0,330072.0,69.2
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Emilia-Romagna,241735.0,205691.0,85.1,193820.0,156641.0,7815.0,32278.0,6613.0,51889.0,87638.0,1.0,1753.0,14392.0,207981.0,86.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Friuli-Venezia Giulia,97619.0,92273.0,94.5,71102.0,83388.0,2418.0,6698.0,11638.0,9834.0,25370.0,77.0,54.0,4978.0,92616.0,94.9
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Lazio,235125.0,118939.0,50.6,118739.0,26950.0,21.0,6728.0,12150.0,4527.0,22916.0,0.0,498.0,14663.0,129483.0,55.1
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Liguria,60048.0,45612.0,76.0,38772.0,24477.0,1646.0,9.0,9039.0,7860.0,15175.0,0.0,37.0,3487.0,46155.0,76.9
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Lombardia,417446.0,242564.0,58.1,217336.0,177706.0,10089.0,6762.0,49892.0,28751.0,72745.0,6.0,1963.0,28131.0,256952.0,61.6
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.1 Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico), v.a. e val.%",Marche,96408.0,81778.0,84.8,44372.0,73520.0,2166.0,1620.0,4008.0,2995.0,8263.0,0.0,1123.0,9331.0,83259.0,86.4
