report_id,data_riferimento,tavola,titolo_tabella,dimensione,etichetta,variabile,percorso,unita_misura,valore
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,P.A. Trento,incidenza_pc,,percentuale,24.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,P.A. Trento,individui,,valore_assoluto,16973.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,P.A. Trento,totale,,valore_assoluto,17121.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Piemonte,2022,,valore_assoluto,46423.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Piemonte,2023,,valore_assoluto,73637.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Piemonte,2024,,valore_assoluto,41890.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Piemonte,incidenza_pc,,percentuale,25.9
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Piemonte,individui,,valore_assoluto,155285.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Piemonte,totale,,valore_assoluto,161950.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Puglia,2022,,valore_assoluto,70129.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Puglia,2023,,valore_assoluto,102336.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Puglia,2024,,valore_assoluto,55363.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Puglia,incidenza_pc,,percentuale,24.3
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Puglia,individui,,valore_assoluto,222358.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Puglia,totale,,valore_assoluto,227828.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Sardegna,2022,,valore_assoluto,37199.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Sardegna,2023,,valore_assoluto,59875.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Sardegna,2024,,valore_assoluto,28168.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Sardegna,incidenza_pc,,percentuale,22.5
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Sardegna,individui,,valore_assoluto,118941.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Sardegna,totale,,valore_assoluto,125242.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Sicilia,2022,,valore_assoluto,66236.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Sicilia,2023,,valore_assoluto,169668.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Sicilia,2024,,valore_assoluto,95593.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Sicilia,incidenza_pc,,percentuale,28.8
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Sicilia,individui,,valore_assoluto,319580.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,1.1,"Tabella 1.1 Programma GOL: prese in carico (totale e per anno*) e individui raggiunti per Regione, v.a. e v. %",regione,Sicilia,totale,,valore_assoluto,331497.0
