report_id,data_riferimento,titolo_tabella,dimensione,etichetta,percorso,presi_in_carico,occupati_totale,occupati_pc,nuovi_occupati,nuovi_occupati_pc,gia_occupati,gia_occupati_pc,quota_nuovi_su_occ
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Totale,,3738725.0,1624013.0,43.4,1487226.0,39.8,136787.0,3.7,91.6
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,1_reinserimento_lavorativo,1_reinserimento_lavorativo,1877618.0,1010665.0,53.8,934086.0,49.7,76579.0,4.1,92.4
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,2_aggiornamento_upskilling,2_aggiornamento_upskilling,920894.0,405390.0,44.0,368805.0,40.0,36585.0,4.0,91.0
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,3_riqualificazione_reskilling,3_riqualificazione_reskilling,798891.0,175435.0,22.0,157891.0,19.8,17544.0,2.2,90.0
5d6da0bd-80a0-4975-9889-804aa1247361,2025-06-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,4_lavoro_inclusione,4_lavoro_inclusione,141322.0,32523.0,23.0,26444.0,18.7,6079.0,4.3,81.3
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Abruzzo,,60700.0,25924.0,42.7,23324.0,38.4,2600.0,4.3,90.0
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Basilicata,,38104.0,11665.0,30.6,10389.0,27.3,1276.0,3.3,89.1
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,P.A. Bolzano,,13855.0,6931.0,50.0,6494.0,46.9,437.0,3.2,93.7
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Calabria,,143394.0,42210.0,29.4,38021.0,26.5,4189.0,2.9,90.1
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Campania,,457117.0,134604.0,29.4,120222.0,26.3,14382.0,3.1,89.3
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Emilia-Romagna,,229872.0,97458.0,42.4,86477.0,37.6,10981.0,4.8,88.7
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Friuli-Venezia Giulia,,93714.0,43649.0,46.6,41032.0,43.8,2617.0,2.8,94.0
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Lazio,,225506.0,94211.0,41.8,82038.0,36.4,12173.0,5.4,87.1
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Liguria,,56990.0,23585.0,41.4,20662.0,36.3,2923.0,5.1,87.6
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Lombardia,,392234.0,167360.0,42.7,146360.0,37.3,21000.0,5.4,87.5
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Marche,,92793.0,38443.0,41.4,34259.0,36.9,4184.0,4.5,89.1
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Molise,,9947.0,3474.0,34.9,3104.0,31.2,370.0,3.7,89.3
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Piemonte,,210546.0,84900.0,40.3,75456.0,35.8,9444.0,4.5,88.9
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Puglia,,307146.0,105862.0,34.5,95995.0,31.3,9867.0,3.2,90.7
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Sardegna,,145661.0,53557.0,36.8,48390.0,33.2,5167.0,3.5,90.4
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Sicilia,,436484.0,135084.0,30.9,123085.0,28.2,11999.0,2.7,91.1
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Toscana,,228505.0,102026.0,44.6,90493.0,39.6,11533.0,5.0,88.7
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,P.A. Trento,,22709.0,9945.0,43.8,9249.0,40.7,696.0,3.1,93.0
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Umbria,,52304.0,25071.0,47.9,22680.0,43.4,2391.0,4.6,90.5
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Valle d'Aosta,,5419.0,2616.0,48.3,2391.0,44.1,225.0,4.2,91.4
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Veneto,,260500.0,114988.0,44.1,106392.0,40.8,8596.0,3.3,92.5
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Totale,,3483500.0,1323563.0,38.0,1186513.0,34.1,137050.0,3.9,89.6
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,1_reinserimento_lavorativo,1_reinserimento_lavorativo,1749419.0,824956.0,47.2,747566.0,42.7,77390.0,4.4,90.6
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,2_aggiornamento_upskilling,2_aggiornamento_upskilling,861518.0,330870.0,38.4,293801.0,34.1,37069.0,4.3,88.8
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,3_riqualificazione_reskilling,3_riqualificazione_reskilling,740210.0,141121.0,19.1,124419.0,16.8,16702.0,2.3,88.2
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,4_lavoro_inclusione,4_lavoro_inclusione,132353.0,26616.0,20.1,20727.0,15.7,5889.0,4.4,77.9
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Abruzzo,,67825.0,30844.0,45.5,28123.0,41.5,2721.0,4.0,91.2
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Basilicata,,44981.0,17454.0,38.8,15981.0,35.5,1473.0,3.3,91.6
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,P.A. Bolzano,,15637.0,8763.0,56.0,8369.0,53.5,394.0,2.5,95.5
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Calabria,,165220.0,54669.0,33.1,50149.0,30.4,4520.0,2.7,91.7
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Campania,,512867.0,168306.0,32.8,153606.0,30.0,14700.0,2.9,91.3
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Emilia-Romagna,,262655.0,119955.0,45.7,108084.0,41.2,11871.0,4.5,90.1
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Friuli-Venezia Giulia,,105675.0,51800.0,49.0,49063.0,46.4,2737.0,2.6,94.7
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Lazio,,258826.0,111793.0,43.2,98128.0,37.9,13665.0,5.3,87.8
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Liguria,,65514.0,31551.0,48.2,28492.0,43.5,3059.0,4.7,90.3
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Lombardia,,501175.0,214586.0,42.8,190151.0,37.9,24435.0,4.9,88.6
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Marche,,103862.0,46289.0,44.6,42009.0,40.4,4280.0,4.1,90.8
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Molise,,13149.0,5050.0,38.4,4589.0,34.9,461.0,3.5,90.9
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Piemonte,,249572.0,107659.0,43.1,96960.0,38.9,10699.0,4.3,90.1
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Puglia,,367197.0,146234.0,39.8,135413.0,36.9,10821.0,2.9,92.6
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Sardegna,,164010.0,78977.0,48.2,73966.0,45.1,5011.0,3.1,93.7
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Sicilia,,515232.0,185192.0,35.9,172461.0,33.5,12731.0,2.5,93.1
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Toscana,,268388.0,136704.0,50.9,125068.0,46.6,11636.0,4.3,91.5
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,P.A. Trento,,26080.0,13031.0,50.0,12347.0,47.3,684.0,2.6,94.8
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Umbria,,59956.0,29322.0,48.9,26751.0,44.6,2571.0,4.3,91.2
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Valle d'Aosta,,6618.0,3114.0,47.1,2842.0,42.9,272.0,4.1,91.3
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Veneto,,304397.0,143105.0,47.0,134004.0,44.0,9101.0,3.0,93.6
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Totale,,4078836.0,1704398.0,41.8,1556556.0,38.2,147842.0,3.6,91.3
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,1_reinserimento_lavorativo,1_reinserimento_lavorativo,2061749.0,1070145.0,51.9,986180.0,47.8,83965.0,4.1,92.2
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,2_aggiornamento_upskilling,2_aggiornamento_upskilling,975937.0,414570.0,42.5,376206.0,38.5,38364.0,3.9,90.7
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,3_riqualificazione_reskilling,3_riqualificazione_reskilling,891731.0,184460.0,20.7,165332.0,18.5,19128.0,2.1,89.6
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,4_lavoro_inclusione,4_lavoro_inclusione,149419.0,35223.0,23.6,28838.0,19.3,6385.0,4.3,81.9
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Abruzzo,,63468.0,29145.0,45.9,26565.0,41.9,2580.0,4.1,91.1
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Basilicata,,40024.0,14177.0,35.4,12888.0,32.2,1289.0,3.2,90.9
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,P.A. Bolzano,,14518.0,7741.0,53.3,7333.0,50.5,408.0,2.8,94.7
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Calabria,,151729.0,48858.0,32.2,44589.0,29.4,4269.0,2.8,91.3
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Campania,,475972.0,157268.0,33.0,143086.0,30.1,14182.0,3.0,91.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Emilia-Romagna,,241703.0,110759.0,45.8,99738.0,41.3,11021.0,4.6,90.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Friuli-Venezia Giulia,,97222.0,50313.0,51.8,47772.0,49.1,2541.0,2.6,94.9
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Lazio,,234294.0,103251.0,44.1,90890.0,38.8,12361.0,5.3,88.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Liguria,,60035.0,28920.0,48.2,26111.0,43.5,2809.0,4.7,90.3
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Lombardia,,417356.0,183596.0,44.0,161635.0,38.7,21961.0,5.3,88.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Marche,,96408.0,43738.0,45.4,39681.0,41.2,4057.0,4.2,90.7
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Molise,,10943.0,4059.0,37.1,3659.0,33.4,400.0,3.7,90.1
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Piemonte,,224070.0,92814.0,41.4,82927.0,37.0,9887.0,4.4,89.3
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Puglia,,324006.0,127715.0,39.4,117959.0,36.4,9756.0,3.0,92.4
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Sardegna,,150781.0,70726.0,46.9,65922.0,43.7,4804.0,3.2,93.2
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Sicilia,,455939.0,160309.0,35.2,148586.0,32.6,11723.0,2.6,92.7
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Toscana,,239906.0,123175.0,51.3,112273.0,46.8,10902.0,4.5,91.1
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,P.A. Trento,,23944.0,11326.0,47.3,10648.0,44.5,678.0,2.8,94.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Umbria,,54612.0,27654.0,50.6,25271.0,46.3,2383.0,4.4,91.4
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Valle d'Aosta,,5782.0,2664.0,46.1,2423.0,41.9,241.0,4.2,91.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Veneto,,273020.0,131160.0,48.0,122626.0,44.9,8534.0,3.1,93.5
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Totale,,3655732.0,1529368.0,41.8,1392582.0,38.1,136786.0,3.7,91.1
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,1_reinserimento_lavorativo,1_reinserimento_lavorativo,1836021.0,958738.0,52.2,882279.0,48.1,76459.0,4.2,92.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,2_aggiornamento_upskilling,2_aggiornamento_upskilling,902317.0,379106.0,42.0,342124.0,37.9,36982.0,4.1,90.2
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,3_riqualificazione_reskilling,3_riqualificazione_reskilling,778987.0,161307.0,20.7,143990.0,18.5,17317.0,2.2,89.3
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,4_lavoro_inclusione,4_lavoro_inclusione,138407.0,30217.0,21.8,24189.0,17.5,6028.0,4.4,80.1
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Abruzzo,,43684.0,20010.0,45.8,18260.0,41.8,1750.0,4.0,91.3
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Basilicata,,24552.0,8445.0,34.4,7669.0,31.2,776.0,3.2,90.8
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,P.A. Bolzano,,10623.0,5650.0,53.2,5315.0,50.0,335.0,3.2,94.1
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Calabria,,100930.0,34095.0,33.8,31145.0,30.9,2950.0,2.9,91.3
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Campania,,338453.0,110792.0,32.7,99473.0,29.4,11319.0,3.3,89.8
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Emilia-Romagna,,171689.0,78016.0,45.4,69827.0,40.7,8189.0,4.8,89.5
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Friuli-Venezia Giulia,,68595.0,33096.0,48.2,31114.0,45.4,1982.0,2.9,94.0
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Lazio,,176528.0,73650.0,41.7,63679.0,36.1,9971.0,5.6,86.5
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Liguria,,41848.0,19699.0,47.1,17554.0,41.9,2145.0,5.1,89.1
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Lombardia,,284534.0,123725.0,43.5,108361.0,38.1,15364.0,5.4,87.6
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Marche,,71712.0,32388.0,45.2,29099.0,40.6,3289.0,4.6,89.8
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Molise,,6536.0,2481.0,38.0,2228.0,34.1,253.0,3.9,89.8
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Piemonte,,155262.0,64632.0,41.6,57594.0,37.1,7038.0,4.5,89.1
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Puglia,,222330.0,93179.0,41.9,86047.0,38.7,7132.0,3.2,92.3
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Sardegna,,118880.0,58684.0,49.4,54882.0,46.2,3802.0,3.2,93.5
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Sicilia,,318791.0,101189.0,31.7,92024.0,28.9,9165.0,2.9,90.9
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,Toscana,,162797.0,82778.0,50.8,75008.0,46.1,7770.0,4.8,90.6
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 2.2 Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",regione,P.A. Trento,,16987.0,8463.0,49.8,7996.0,47.1,467.0,2.7,94.5
