report_id,data_riferimento,tavola,titolo_tabella,dimensione,etichetta,variabile,percorso,unita_misura,valore
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.2,"Tabella 2.2 - Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,1_reinserimento_lavorativo,gia_occupati,1_reinserimento_lavorativo,valore_assoluto,56280.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.2,"Tabella 2.2 - Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,1_reinserimento_lavorativo,gia_occupati_pc,1_reinserimento_lavorativo,percentuale,4.4
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.2,"Tabella 2.2 - Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,1_reinserimento_lavorativo,nuovi_occupati,1_reinserimento_lavorativo,valore_assoluto,609317.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.2,"Tabella 2.2 - Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,1_reinserimento_lavorativo,nuovi_occupati_pc,1_reinserimento_lavorativo,percentuale,47.2
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.2,"Tabella 2.2 - Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,1_reinserimento_lavorativo,occupati_pc,1_reinserimento_lavorativo,percentuale,51.5
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.2,"Tabella 2.2 - Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,1_reinserimento_lavorativo,occupati_totale,1_reinserimento_lavorativo,valore_assoluto,665597.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.2,"Tabella 2.2 - Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,1_reinserimento_lavorativo,presi_in_carico,1_reinserimento_lavorativo,valore_assoluto,1292239.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.2,"Tabella 2.2 - Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,1_reinserimento_lavorativo,quota_nuovi_su_occ,1_reinserimento_lavorativo,percentuale,91.5
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.2,"Tabella 2.2 - Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,2_aggiornamento_upskilling,gia_occupati,2_aggiornamento_upskilling,valore_assoluto,29400.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.2,"Tabella 2.2 - Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,2_aggiornamento_upskilling,gia_occupati_pc,2_aggiornamento_upskilling,percentuale,4.5
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.2,"Tabella 2.2 - Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,2_aggiornamento_upskilling,nuovi_occupati,2_aggiornamento_upskilling,valore_assoluto,241639.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.2,"Tabella 2.2 - Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,2_aggiornamento_upskilling,nuovi_occupati_pc,2_aggiornamento_upskilling,percentuale,36.6
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.2,"Tabella 2.2 - Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,2_aggiornamento_upskilling,occupati_pc,2_aggiornamento_upskilling,percentuale,41.1
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.2,"Tabella 2.2 - Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,2_aggiornamento_upskilling,occupati_totale,2_aggiornamento_upskilling,valore_assoluto,271039.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.2,"Tabella 2.2 - Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,2_aggiornamento_upskilling,presi_in_carico,2_aggiornamento_upskilling,valore_assoluto,659750.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.2,"Tabella 2.2 - Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",percorso,2_aggiornamento_upskilling,quota_nuovi_su_occ,2_aggiornamento_upskilling,percentuale,89.2
