report_id,data_riferimento,titolo_tabella,regione,perc1_ass,perc2_ass,perc3_ass,perc4_ass,perc5_ass,perc1_pc,perc2_pc,perc3_pc,perc4_pc,perc5_pc
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",P.A. Trento,14050.0,6163.0,1351.0,1813.0,0.0,60.1,26.4,5.8,7.8,0.0
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Umbria,41410.0,8570.0,7546.0,1245.0,235.0,70.2,14.5,12.8,2.1,0.4
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Valle d'Aosta,3122.0,1420.0,211.0,1261.0,3.0,51.9,23.6,3.5,21.0,0.0
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Veneto,143283.0,123760.0,19320.0,8913.0,725.0,48.4,41.8,6.5,3.0,0.2
63efe9d3-83f6-4d59-b38e-2338f16680b4,2025-03-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Totale,1939150.0,947277.0,790147.0,144886.0,5325.0,50.7,24.8,20.6,3.8,0.1
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Abruzzo,47743.0,12497.0,13311.0,973.0,0.0,64.1,16.8,17.9,1.3,0.0
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Basilicata,26518.0,8494.0,16772.0,608.0,4.0,50.6,16.2,32.0,1.2,0.0
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",P.A. Bolzano,12405.0,3774.0,564.0,810.0,0.0,70.7,21.5,3.2,4.6,0.0
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Calabria,80472.0,45142.0,53166.0,4496.0,1175.0,43.6,24.5,28.8,2.4,0.6
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Campania,183903.0,124779.0,239889.0,30816.0,1418.0,31.7,21.5,41.3,5.3,0.2
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Emilia-Romagna,179983.0,63386.0,24246.0,19783.0,38.0,62.6,22.1,8.4,6.9,0.0
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Friuli-Venezia Giulia,82551.0,27234.0,10887.0,3000.0,589.0,66.4,21.9,8.8,2.4,0.5
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Lazio,163734.0,51068.0,56758.0,2216.0,1195.0,59.5,18.6,20.6,0.8,0.4
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Liguria,47679.0,8907.0,10852.0,3653.0,19.0,67.0,12.5,15.3,5.1,0.0
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Lombardia,308414.0,143591.0,87179.0,19537.0,137.0,55.2,25.7,15.6,3.5,0.0
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Marche,87383.0,19751.0,9617.0,2251.0,3.0,73.4,16.6,8.1,1.9,0.0
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Molise,5173.0,3989.0,5193.0,122.0,311.0,35.0,27.0,35.1,0.8,2.1
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Piemonte,143897.0,60919.0,43983.0,28759.0,1035.0,51.7,21.9,15.8,10.3,0.4
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Puglia,155878.0,116943.0,112266.0,7475.0,0.0,39.7,29.8,28.6,1.9,0.0
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Sardegna,105226.0,44090.0,33638.0,3339.0,876.0,56.2,23.6,18.0,1.8,0.5
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Sicilia,255529.0,128474.0,180991.0,14171.0,1342.0,44.0,22.1,31.2,2.4,0.2
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Toscana,214089.0,64845.0,27818.0,11573.0,262.0,67.2,20.4,8.7,3.6,0.1
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",P.A. Trento,16722.0,7024.0,1557.0,2246.0,0.0,60.7,25.5,5.7,8.2,0.0
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Umbria,47948.0,9752.0,9249.0,1586.0,451.0,69.5,14.1,13.4,2.3,0.7
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Valle d'Aosta,4130.0,1643.0,340.0,1437.0,3.0,54.7,21.8,4.5,19.0,0.0
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Veneto,163337.0,150758.0,28229.0,9471.0,1060.0,46.3,42.7,8.0,2.7,0.3
67df9fe1-5aad-4110-90ac-40a350e0d700,2025-09-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Totale,2332714.0,1097060.0,966505.0,168322.0,9918.0,51.0,24.0,21.1,3.7,0.2
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Abruzzo,44287.0,11426.0,12467.0,910.0,0.0,64.1,16.5,18.0,1.3,0.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Basilicata,21249.0,8094.0,16257.0,387.0,4.0,46.2,17.6,35.3,0.8,0.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",P.A. Bolzano,11275.0,3576.0,553.0,744.0,0.0,69.8,22.1,3.4,4.6,0.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Calabria,70779.0,41904.0,49308.0,4262.0,1077.0,42.3,25.0,29.5,2.5,0.6
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Campania,167328.0,119089.0,215844.0,28993.0,992.0,31.4,22.4,40.6,5.4,0.2
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Emilia-Romagna,163665.0,58148.0,21433.0,17371.0,32.0,62.8,22.3,8.2,6.7,0.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Friuli-Venezia Giulia,74763.0,25660.0,8762.0,2760.0,433.0,66.5,22.8,7.8,2.5,0.4
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Lazio,144711.0,47490.0,50492.0,2113.0,831.0,58.9,19.3,20.6,0.9,0.3
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Liguria,42794.0,8593.0,9900.0,3283.0,13.0,66.3,13.3,15.3,5.1,0.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Lombardia,254250.0,129056.0,58947.0,18073.0,105.0,55.2,28.0,12.8,3.9,0.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Marche,79189.0,18330.0,9095.0,1828.0,0.0,73.0,16.9,8.4,1.7,0.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Molise,3993.0,3295.0,4473.0,116.0,311.0,32.8,27.0,36.7,1.0,2.6
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Piemonte,128077.0,55319.0,38379.0,24463.0,589.0,51.9,22.4,15.5,9.9,0.2
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Puglia,133511.0,105485.0,96303.0,7146.0,0.0,39.0,30.8,28.1,2.1,0.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Sardegna,96842.0,41675.0,28310.0,3226.0,730.0,56.7,24.4,16.6,1.9,0.4
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Sicilia,208658.0,113344.0,159549.0,13671.0,799.0,42.1,22.9,32.2,2.8,0.2
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Toscana,186918.0,58080.0,25409.0,9584.0,17.0,66.8,20.7,9.1,3.4,0.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",P.A. Trento,15064.0,6414.0,1396.0,1947.0,0.0,60.7,25.8,5.6,7.8,0.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Umbria,43394.0,8844.0,8044.0,1323.0,281.0,70.1,14.3,13.0,2.1,0.5
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Valle d'Aosta,3455.0,1512.0,217.0,1317.0,3.0,53.1,23.2,3.3,20.2,0.0
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Veneto,150031.0,132440.0,19978.0,9139.0,789.0,48.0,42.4,6.4,2.9,0.3
75478f11-a78b-492b-9559-48016690a0d4,2025-05-31,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Totale,2044233.0,997774.0,835116.0,152656.0,7006.0,50.6,24.7,20.7,3.8,0.2
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Abruzzo,39964.0,9688.0,11233.0,799.0,0.0,64.8,15.7,18.2,1.3,0.0
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Basilicata,18702.0,7771.0,14111.0,366.0,2.0,45.7,19.0,34.5,0.9,0.0
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",P.A. Bolzano,9918.0,3261.0,540.0,687.0,0.0,68.8,22.6,3.7,4.8,0.0
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Calabria,63878.0,33721.0,43844.0,3816.0,1023.0,43.7,23.1,30.0,2.6,0.7
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Campania,151599.0,112511.0,192704.0,27177.0,759.0,31.3,23.2,39.8,5.6,0.2
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Emilia-Romagna,144326.0,49616.0,18590.0,14390.0,27.0,63.6,21.9,8.2,6.3,0.0
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Friuli-Venezia Giulia,67754.0,23848.0,7969.0,2475.0,116.0,66.3,23.3,7.8,2.4,0.1
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Lazio,131589.0,44109.0,44307.0,2048.0,10.0,59.3,19.9,20.0,0.9,0.0
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Liguria,36675.0,8153.0,8661.0,2859.0,0.0,65.1,14.5,15.4,5.1,0.0
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Lombardia,215834.0,114929.0,51989.0,16419.0,74.0,54.1,28.8,13.0,4.1,0.0
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Marche,70869.0,16974.0,8405.0,1643.0,0.0,72.4,17.3,8.6,1.7,0.0
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Molise,3113.0,2510.0,3633.0,107.0,176.0,32.6,26.3,38.1,1.1,1.8
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Piemonte,109261.0,49473.0,32449.0,19355.0,0.0,51.9,23.5,15.4,9.2,0.0
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Puglia,121524.0,93353.0,83051.0,6764.0,0.0,39.9,30.6,27.3,2.2,0.0
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Sardegna,89483.0,38658.0,26019.0,3114.0,285.0,56.8,24.5,16.5,2.0,0.2
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Sicilia,185517.0,102064.0,145918.0,13383.0,805.0,41.4,22.8,32.6,3.0,0.2
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Toscana,161588.0,50379.0,22817.0,8735.0,0.0,66.4,20.7,9.4,3.6,0.0
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",P.A. Trento,12957.0,5826.0,1267.0,1664.0,0.0,59.7,26.8,5.8,7.7,0.0
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Umbria,38794.0,8298.0,6999.0,1142.0,153.0,70.0,15.0,12.6,2.1,0.3
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Valle d'Aosta,2859.0,1304.0,201.0,1139.0,3.0,51.9,23.7,3.7,20.7,0.1
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Veneto,132480.0,113502.0,18380.0,8422.0,652.0,48.5,41.5,6.7,3.1,0.2
7ee0bbb9-00a0-46ea-81bd-7b17a179590d,2025-01-31,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Totale,1808684.0,889948.0,743087.0,136504.0,4085.0,50.5,24.8,20.7,3.8,0.1
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Abruzzo,41284.0,10176.0,11602.0,825.0,0.0,64.6,15.9,18.2,1.3,0.0
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Basilicata,19482.0,7880.0,14758.0,368.0,3.0,45.8,18.5,34.7,0.9,0.0
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",P.A. Bolzano,10290.0,3358.0,544.0,693.0,0.0,69.1,22.6,3.7,4.7,0.0
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Calabria,65682.0,34756.0,45144.0,3952.0,1039.0,43.6,23.1,30.0,2.6,0.7
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Campania,156526.0,114370.0,197768.0,27588.0,874.0,31.5,23.0,39.8,5.5,0.2
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Emilia-Romagna,149751.0,51995.0,19372.0,15147.0,30.0,63.4,22.0,8.2,6.4,0.0
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Friuli-Venezia Giulia,69839.0,24302.0,8177.0,2553.0,293.0,66.4,23.1,7.8,2.4,0.3
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Lazio,135355.0,45056.0,45887.0,2061.0,10.0,59.3,19.7,20.1,0.9,0.0
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Liguria,38631.0,8311.0,9060.0,2997.0,0.0,65.5,14.1,15.4,5.1,0.0
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Lombardia,225363.0,118284.0,53661.0,16787.0,82.0,54.4,28.6,13.0,4.1,0.0
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Marche,73251.0,17367.0,8659.0,1686.0,0.0,72.6,17.2,8.6,1.7,0.0
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Molise,3329.0,2741.0,3853.0,112.0,186.0,32.6,26.8,37.7,1.1,1.8
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Piemonte,114356.0,51104.0,33999.0,20610.0,4.0,52.0,23.2,15.4,9.4,0.0
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Puglia,125412.0,96827.0,86136.0,6866.0,0.0,39.8,30.7,27.3,2.2,0.0
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Sardegna,91705.0,39435.0,26487.0,3149.0,391.0,56.9,24.5,16.4,2.0,0.2
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Sicilia,193042.0,105385.0,149661.0,13479.0,806.0,41.8,22.8,32.4,2.9,0.2
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Toscana,171309.0,52550.0,23736.0,8966.0,0.0,66.8,20.5,9.3,3.5,0.0
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",P.A. Trento,13483.0,6002.0,1307.0,1737.0,0.0,59.8,26.6,5.8,7.7,0.0
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Umbria,40340.0,8444.0,7261.0,1182.0,153.0,70.3,14.7,12.7,2.1,0.3
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Valle d'Aosta,2996.0,1355.0,207.0,1190.0,3.0,52.1,23.6,3.6,20.7,0.1
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Veneto,139140.0,119518.0,18942.0,8730.0,698.0,48.5,41.6,6.6,3.0,0.2
a6f6264e-d6c1-4936-b974-c4060b337047,2025-02-28,"Tabella 1.2 Programma GOL: prese in carico per Regione e percorso, v.a. e val.%",Totale,1880566.0,919216.0,766221.0,140678.0,4572.0,50.7,24.8,20.6,3.8,0.1
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Abruzzo,27641.0,7201.0,9633.0,494.0,0.0,61.5,16.0,21.4,1.1,0.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Basilicata,10355.0,5756.0,9807.0,271.0,4.0,39.5,22.0,37.4,1.0,0.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",P.A. Bolzano,7733.0,2588.0,480.0,621.0,0.0,67.7,22.7,4.2,5.4,0.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Calabria,44368.0,26402.0,32738.0,2731.0,0.0,41.8,24.9,30.8,2.6,0.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Campania,119229.0,88545.0,130911.0,12528.0,465.0,33.9,25.2,37.2,3.6,0.1
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Emilia-Romagna,112151.0,36912.0,14260.0,10626.0,7.0,64.5,21.2,8.2,6.1,0.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Friuli-Venezia Giulia,44039.0,18657.0,6396.0,1895.0,113.0,61.9,26.2,9.0,2.7,0.2
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Lazio,108870.0,37257.0,31448.0,1765.0,4.0,60.7,20.8,17.5,1.0,0.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Liguria,26807.0,7138.0,6598.0,2106.0,0.0,62.9,16.7,15.5,4.9,0.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Lombardia,153649.0,90287.0,40130.0,13300.0,14.0,51.7,30.4,13.5,4.5,0.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Marche,53199.0,14126.0,6812.0,1252.0,0.0,70.6,18.7,9.0,1.7,0.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Molise,2532.0,1810.0,2364.0,65.0,115.0,36.8,26.3,34.3,0.9,1.7
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Piemonte,85184.0,40358.0,25095.0,11313.0,0.0,52.6,24.9,15.5,7.0,0.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Puglia,95623.0,69932.0,57203.0,5070.0,0.0,42.0,30.7,25.1,2.2,0.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Sardegna,70421.0,31660.0,20618.0,2449.0,94.0,56.2,25.3,16.5,2.0,0.1
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Sicilia,129510.0,78414.0,111462.0,11389.0,722.0,39.1,23.7,33.6,3.4,0.2
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Toscana,114197.0,37306.0,16887.0,7193.0,0.0,65.0,21.2,9.6,4.1,0.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",P.A. Trento,10452.0,4486.0,956.0,1227.0,0.0,61.0,26.2,5.6,7.2,0.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Umbria,26013.0,7174.0,5292.0,833.0,135.0,65.9,18.2,13.4,2.1,0.3
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,"Tabella 1.2 Programma GOL: prese in carico per regione e percorso, v.a. e val.%",Valle d'Aosta,1994.0,1037.0,155.0,925.0,1.0,48.5,25.2,3.8,22.5,0.0
