report_id,data_riferimento,tavola,titolo_tabella,dimensione,etichetta,variabile,percorso,unita_misura,valore
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.1,Tabella 2.1 Programma GOL: individui* per regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),regione,Abruzzo,c07_form_incl_dig,,valore_assoluto,1018.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.1,Tabella 2.1 Programma GOL: individui* per regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),regione,Abruzzo,c11_form_no_dig,,valore_assoluto,242.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.1,Tabella 2.1 Programma GOL: individui* per regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),regione,Abruzzo,c12_form_spec_dig,,valore_assoluto,387.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.1,Tabella 2.1 Programma GOL: individui* per regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),regione,Abruzzo,con_pol_o_tiroc,,valore_assoluto,35480.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.1,Tabella 2.1 Programma GOL: individui* per regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),regione,Abruzzo,con_pol_o_tiroc_pc,,percentuale,81.2
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.1,Tabella 2.1 Programma GOL: individui* per regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),regione,Abruzzo,con_politica,,valore_assoluto,35035.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.1,Tabella 2.1 Programma GOL: individui* per regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),regione,Abruzzo,con_politica_pc,,percentuale,80.2
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.1,Tabella 2.1 Programma GOL: individui* per regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),regione,Abruzzo,lep_e,,valore_assoluto,29622.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.1,Tabella 2.1 Programma GOL: individui* per regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),regione,Abruzzo,lep_f1,,valore_assoluto,15007.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.1,Tabella 2.1 Programma GOL: individui* per regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),regione,Abruzzo,lep_f2,,valore_assoluto,3.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.1,Tabella 2.1 Programma GOL: individui* per regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),regione,Abruzzo,lep_h,,valore_assoluto,1626.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.1,Tabella 2.1 Programma GOL: individui* per regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),regione,Abruzzo,lep_j,,valore_assoluto,0.0
cc0c4fd8-2feb-4f90-8c6d-339383a25091,2024-06-30,2.1,Tabella 2.1 Programma GOL: individui* per regione con almeno una politica dopo la presa in carico (LEP avviati dopo la presa in carico),regione,Abruzzo,lep_o,,valore_assoluto,0.0
