c1,c2,c3,"Individui
raggiunti",c5,c6,Occupati alla data di riferimento,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27
,,,,,,Totale,,,,,,"di cui:
con nuovo rapporto di lavoro avviato
dopo la presa in carico",,,,,,"di cui:
con rapporto di lavoro avviato prima
della presa in carico",,,,,,"Quota (%) nuovi
rapporti di lavoro sul
totale occupati",,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,( A ),,,(B ),,,(B/A) %,,,(C),,,(C/A) %,,,(D),,,(D/A) %,,,(C/B )%,
