file,ente,data_riferimento,tema,caption_num,caption_title,page,anchor,col_index,header_above,valore_raw,valore_num,unit_guess,quality_flag
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Lombardia,4,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"51,8",51.8,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Lombardia,5,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"27,8",27.8,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Lombardia,6,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"14,2",14.2,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Lombardia,7,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"6,2",6.2,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Marche,0,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,10.316,10316,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Marche,1,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,3.709,3709,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Marche,2,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,1.811,1811,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Marche,3,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,274,274,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Marche,4,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"64,0",64.0,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Marche,5,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"23,0",23.0,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Marche,6,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"11,2",11.2,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Marche,7,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"1,8",1.8,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Molise,0,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,804,804,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Molise,1,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,334,334,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Molise,2,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,318,318,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Molise,3,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,34,34,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Molise,4,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"54,0",54.0,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Molise,5,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"22,4",22.4,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Molise,6,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"21,3",21.3,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Molise,7,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"2,3",2.3,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Piemonte,0,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,20.285,20285,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Piemonte,1,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,10.518,10518,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Piemonte,2,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,6.506,6506,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Piemonte,3,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,829,829,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Piemonte,4,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"53,2",53.2,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Piemonte,5,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"27,6",27.6,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Piemonte,6,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"17,1",17.1,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Piemonte,7,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"2,1",2.1,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Puglia,0,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,27.898,27898,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Puglia,1,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,18.336,18336,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Puglia,2,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,12.509,12509,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Puglia,3,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,1.916,1916,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Puglia,4,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"46,0",46.0,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Puglia,5,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"30,2",30.2,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Puglia,6,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"20,6",20.6,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Puglia,7,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"3,2",3.2,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Sardegna,0,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,22.014,22014,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Sardegna,1,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,9.518,9518,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Sardegna,2,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,5.597,5597,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Sardegna,3,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,859,859,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Sardegna,4,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"57,9",57.9,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Sardegna,5,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"25,1",25.1,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Sardegna,6,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"14,7",14.7,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Sardegna,7,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"2,3",2.3,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Sicilia,0,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,20.411,20411,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Sicilia,1,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,14.742,14742,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Sicilia,2,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,20.092,20092,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Sicilia,3,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,3.420,3420,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Sicilia,4,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"34,8",34.8,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Sicilia,5,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"25,1",25.1,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Sicilia,6,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"34,2",34.2,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Sicilia,7,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"5,9",5.9,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Toscana,0,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,24.559,24559,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Toscana,1,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,8.254,8254,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Toscana,2,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,4.310,4310,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Toscana,3,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,1.206,1206,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Toscana,4,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"64,1",64.1,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Toscana,5,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"21,5",21.5,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Toscana,6,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"11,2",11.2,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,Toscana,7,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,"3,2",3.2,percent,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,P.A. Trento,0,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,2.662,2662,count,ok
2022/Nota monitoraggio GOL 4-2022 Focus n. 1432250.pdf,ANPAL,2022-11-30,A1,2,Numero di presi in carico in GOL per Regione e tipo di percorso GOL (v.a. e v.% riga),7,P.A. Trento,1,1 2 3 4 | Reinseriment Aggiornamento Riqualificazione Lavoro e Valori % (di riga) | o lavorativo (upskilling) (reskilling) inclusione | Reinserimento Upskilling Reskilling Lavoro e | Valori assoluti | lavorativo inclusione,1.059,1059,count,ok
