file,ente,data_riferimento,tema,caption_num,caption_title,page,anchor,col_index,header_above,valore_raw,valore_num,unit_guess,quality_flag
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Toscana,4,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"42,9",42.9,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Toscana,5,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,7.873,7873,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Toscana,6,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"5,0",5.0,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Toscana,7,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"89,6",89.6,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,P.A. Trento,0,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,16.481,16481,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,P.A. Trento,1,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,7220,7220,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,P.A. Trento,2,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"43,8",43.8,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,P.A. Trento,3,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,6726,6726,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,P.A. Trento,4,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"40,8",40.8,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,P.A. Trento,5,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,494,494,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,P.A. Trento,6,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"3,0",3.0,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,P.A. Trento,7,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"93,2",93.2,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Umbria,0,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,36.951,36951,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Umbria,1,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,16.904,16904,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Umbria,2,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"45,7",45.7,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Umbria,3,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,15.023,15023,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Umbria,4,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"40,7",40.7,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Umbria,5,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,1.881,1881,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Umbria,6,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"5,1",5.1,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Umbria,7,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"88,9",88.9,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Valle d'Aosta,0,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,3877,3877,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Valle d'Aosta,1,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,1718,1718,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Valle d'Aosta,2,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"44,3",44.3,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Valle d'Aosta,3,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,1541,1541,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Valle d'Aosta,4,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"39,7",39.7,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Valle d'Aosta,5,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,177,177,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Valle d'Aosta,6,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"4,6",4.6,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Valle d'Aosta,7,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"89,7",89.7,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Veneto,0,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,187.061,187061,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Veneto,1,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,82.669,82669,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Veneto,2,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"44,2",44.2,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Veneto,3,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,76.394,76394,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Veneto,4,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"40,8",40.8,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Veneto,5,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,6.275,6275,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Veneto,6,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"3,4",3.4,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Veneto,7,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"92,4",92.4,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Totale,0,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,2.481.681,2481681,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Totale,1,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,974.052,974052,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Totale,2,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"39,2",39.2,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Totale,3,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,872.019,872019,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Totale,4,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"35,1",35.1,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Totale,5,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,102.033,102033,count,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Totale,6,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"4,1",4.1,percent,ok
2024/MLPS_Nota_GOL_dati_30-06-2024.pdf,MLPS,2024-06-30,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",20,Totale,7,Occupati alla data di riferimento | Individui di cui: di cui: Quota (%) nuovi,"89,5",89.5,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Abruzzo,0,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,55.169,55169,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Abruzzo,1,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,23.015,23015,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Abruzzo,2,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"41,7",41.7,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Abruzzo,3,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,20.573,20573,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Abruzzo,4,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"37,3",37.3,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Abruzzo,5,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,2.442,2442,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Abruzzo,6,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"4,4",4.4,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Abruzzo,7,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"89,4",89.4,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Basilicata,0,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,34.076,34076,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Basilicata,1,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,9658,9658,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Basilicata,2,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"28,3",28.3,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Basilicata,3,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,8470,8470,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Basilicata,4,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"24,9",24.9,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Basilicata,5,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,1188,1188,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Basilicata,6,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"3,5",3.5,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Basilicata,7,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"87,7",87.7,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,P.A. Bolzano,0,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,12.675,12675,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,P.A. Bolzano,1,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,6306,6306,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,P.A. Bolzano,2,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"49,8",49.8,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,P.A. Bolzano,3,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,5904,5904,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,P.A. Bolzano,4,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"46,6",46.6,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,P.A. Bolzano,5,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,402,402,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,P.A. Bolzano,6,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"3,2",3.2,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,P.A. Bolzano,7,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"93,6",93.6,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Calabria,0,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,129.461,129461,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Calabria,1,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,38.795,38795,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Calabria,2,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"30,0",30.0,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Calabria,3,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,34.808,34808,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Calabria,4,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"26,9",26.9,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Calabria,5,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,3.987,3987,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Calabria,6,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"3,1",3.1,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Calabria,7,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"89,7",89.7,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Campania,0,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,426.483,426483,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Campania,1,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,117.229,117229,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Campania,2,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"27,5",27.5,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Campania,3,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,102.946,102946,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Campania,4,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"24,1",24.1,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Campania,5,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,14.283,14283,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Campania,6,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"3,3",3.3,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Campania,7,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"87,8",87.8,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Emilia-Romagna,0,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,208.039,208039,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Emilia-Romagna,1,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,84.211,84211,count,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Emilia-Romagna,2,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"40,5",40.5,percent,ok
2024/MLPS_Nota_GOL_dati_31-12-2024.pdf,MLPS,2024-12-31,H,2.2,"Programma GOL: individui* occupati alla data di riferimento per Regione di ultima presa in carico e percorso, v.a. e v.%",20,Emilia-Romagna,3,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,73.784,73784,count,ok
