tema,caption_num,col_index,era,variabile,caratteristica,modalita,percorso,unita,confidenza,header_modal,caption_title_modal,n_rows,n_header_variants,col_token
F,2.1,12,pre_2025,raw_col_12,,,,unknown,low,"Individui con LEP dopo la presa in carico | % | Individui con % individui | individui Individui con | almeno una Dettaglio formazione con almeno | Regione ra I g n g d i i u v n id ti u ( i A ) (LEP p E o , J ( l F , B i t 1 O ) i , c a F2 , H, a p (B l o m u c / l o n i A e t n a i % n c o a ) spe O L c r E i i a e P l n i E s t t . i co A L l c a E c v P o o m F r 1 o p . At t t L ir i E v o P a c z i F n i 2 o io n e C07 in F c d o l i . r g c m it o a a m l z i i p o . n e C n 1 o 1 n F d i o n i r g c m i l t . a a c l z o i i m on p e . F s o p r e m c C i 1 f a i 2 z c i a o n su e A fo v r v L m ia E m a P z e H i n o t n o e a C a l v a L o z i E v i t n o P o a c n r J i e o e l i S im u L a p E p u p P ie t o O o g r t o o In C T O d ir i o v ( c n id i o n u i S i o A c d o P a n ) p o a o u lm l n i C t e i O t c n i a r o ( o C ( c S u ) i A n n P a io ) un t ( i a r C o o p / c A u o i n n % li t i ) o i c a | comp. digitali","Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico),",63,3,
F,2.1,13,pre_2025,raw_col_13,,,,unknown,low,"Individui con LEP dopo la presa in carico | % | Individui con % individui | individui Individui con | almeno una Dettaglio formazione con almeno | Regione ra I g n g d i i u v n id ti u ( i A ) (LEP p E o , J ( l F , B i t 1 O ) i , c a F2 , H, a p (B l o m u c / l o n i A e t n a i % n c o a ) spe O L c r E i i a e P l n i E s t t . i co A L l c a E c v P o o m F r 1 o p . At t t L ir i E v o P a c z i F n i 2 o io n e C07 in F c d o l i . r g c m it o a a m l z i i p o . n e C n 1 o 1 n F d i o n i r g c m i l t . a a c l z o i i m on p e . F s o p r e m c C i 1 f a i 2 z c i a o n su e A fo v r v L m ia E m a P z e H i n o t n o e a C a l v a L o z i E v i t n o P o a c n r J i e o e l i S im u L a p E p u p P ie t o O o g r t o o In C T O d ir i o v ( c n id i o n u i S i o A c d o P a n ) p o a o u lm l n i C t e i O t c n i a r o ( o C ( c S u ) i A n n P a io ) un t ( i a r C o o p / c A u o i n n % li t i ) o i c a | comp. digitali","Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico),",63,3,
F,2.1,14,pre_2025,raw_col_14,,,,unknown,low,"Individui con LEP dopo la presa in carico | % | Individui con % individui | individui Individui con | almeno una Dettaglio formazione con almeno | Regione ra I g n g d i i u v n id ti u ( i A ) (LEP p E o , J ( l F , B i t 1 O ) i , c a F2 , H, a p (B l o m u c / l o n i A e t n a i % n c o a ) spe O L c r E i i a e P l n i E s t t . i co A L l c a E c v P o o m F r 1 o p . At t t L ir i E v o P a c z i F n i 2 o io n e C07 in F c d o l i . r g c m it o a a m l z i i p o . n e C n 1 o 1 n F d i o n i r g c m i l t . a a c l z o i i m on p e . F s o p r e m c C i 1 f a i 2 z c i a o n su e A fo v r v L m ia E m a P z e H i n o t n o e a C a l v a L o z i E v i t n o P o a c n r J i e o e l i S im u L a p E p u p P ie t o O o g r t o o In C T O d ir i o v ( c n id i o n u i S i o A c d o P a n ) p o a o u lm l n i C t e i O t c n i a r o ( o C ( c S u ) i A n n P a io ) un t ( i a r C o o p / c A u o i n n % li t i ) o i c a | comp. digitali","Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico (LEP avviati dopo la presa in carico),",63,3,
F,2.1,0,post_2025,presi_in_carico_totale,,,,count,high,"(LEP avviati dopo la presa in carico), v.a. e val.% | Individui con LEP dopo la presa in carico % | Dettaglio formazione individui | % | Individui individui C07 - C11 - C12 - LEP H - Individui con | con almeno con Formazione Formazione Formazione Avviamento a con almeno almeno | Individui una politica almeno LEP F1 LEP F2 non non specifica su formazione LEP J - LEP O - Individui con una politica una | Regione raggiunti (LEP E, F1, una LEP E Orient. Accomp. al Attivazione generalista generalista competenze Conciliazione Supporto Tirocinio da (SAP) o un politica o | (A) F2, H, J, O) politica sui specialistico lavoro tirocinio incl. non incl. digitali vita e lavoro autoimpiego CO tirocino CO un | (B) raggiunti competenze competenze (C) tirocinio | (B/A%) digitali digitali sui | raggiunti | (C/A%)",Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,262,12,(C/A%)
F,2.1,1,post_2025,in_formazione,,,,percentage,medium,"(LEP avviati dopo la presa in carico), v.a. e val.% | Individui con LEP dopo la presa in carico % | Dettaglio formazione individui | % | Individui individui C07 - C11 - C12 - LEP H - Individui con | con almeno con Formazione Formazione Formazione Avviamento a con almeno almeno | Individui una politica almeno LEP F1 LEP F2 non non specifica su formazione LEP J - LEP O - Individui con una politica una | Regione raggiunti (LEP E, F1, una LEP E Orient. Accomp. al Attivazione generalista generalista competenze Conciliazione Supporto Tirocinio da (SAP) o un politica o | (A) F2, H, J, O) politica sui specialistico lavoro tirocinio incl. non incl. digitali vita e lavoro autoimpiego CO tirocino CO un | (B) raggiunti competenze competenze (C) tirocinio | (B/A%) digitali digitali sui | raggiunti | (C/A%)",Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,262,12,
F,2.1,2,post_2025,in_formazione,,,,percentage,medium,"(LEP avviati dopo la presa in carico), v.a. e val.% | Individui con LEP dopo la presa in carico % | Dettaglio formazione individui | % | Individui individui C07 - C11 - C12 - LEP H - Individui con | con almeno con Formazione Formazione Formazione Avviamento a con almeno almeno | Individui una politica almeno LEP F1 LEP F2 non non specifica su formazione LEP J - LEP O - Individui con una politica una | Regione raggiunti (LEP E, F1, una LEP E Orient. Accomp. al Attivazione generalista generalista competenze Conciliazione Supporto Tirocinio da (SAP) o un politica o | (A) F2, H, J, O) politica sui specialistico lavoro tirocinio incl. non incl. digitali vita e lavoro autoimpiego CO tirocino CO un | (B) raggiunti competenze competenze (C) tirocinio | (B/A%) digitali digitali sui | raggiunti | (C/A%)",Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,262,12,
F,2.1,3,post_2025,in_formazione,,,,percentage,medium,"(LEP avviati dopo la presa in carico), v.a. e val.% | Individui con LEP dopo la presa in carico % | Dettaglio formazione individui | % | Individui individui C07 - C11 - C12 - LEP H - Individui con | con almeno con Formazione Formazione Formazione Avviamento a con almeno almeno | Individui una politica almeno LEP F1 LEP F2 non non specifica su formazione LEP J - LEP O - Individui con una politica una | Regione raggiunti (LEP E, F1, una LEP E Orient. Accomp. al Attivazione generalista generalista competenze Conciliazione Supporto Tirocinio da (SAP) o un politica o | (A) F2, H, J, O) politica sui specialistico lavoro tirocinio incl. non incl. digitali vita e lavoro autoimpiego CO tirocino CO un | (B) raggiunti competenze competenze (C) tirocinio | (B/A%) digitali digitali sui | raggiunti | (C/A%)",Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,262,12,
F,2.1,4,post_2025,raw_col_4,,,,unknown,low,"(LEP avviati dopo la presa in carico), v.a. e val.% | Individui con LEP dopo la presa in carico % | Dettaglio formazione individui | % | Individui individui C07 - C11 - C12 - LEP H - Individui con | con almeno con Formazione Formazione Formazione Avviamento a con almeno almeno | Individui una politica almeno LEP F1 LEP F2 non non specifica su formazione LEP J - LEP O - Individui con una politica una | Regione raggiunti (LEP E, F1, una LEP E Orient. Accomp. al Attivazione generalista generalista competenze Conciliazione Supporto Tirocinio da (SAP) o un politica o | (A) F2, H, J, O) politica sui specialistico lavoro tirocinio incl. non incl. digitali vita e lavoro autoimpiego CO tirocino CO un | (B) raggiunti competenze competenze (C) tirocinio | (B/A%) digitali digitali sui | raggiunti | (C/A%)",Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,262,12,
F,2.1,5,post_2025,raw_col_5,,,,unknown,low,"(LEP avviati dopo la presa in carico), v.a. e val.% | Individui con LEP dopo la presa in carico % | Dettaglio formazione individui | % | Individui individui C07 - C11 - C12 - LEP H - Individui con | con almeno con Formazione Formazione Formazione Avviamento a con almeno almeno | Individui una politica almeno LEP F1 LEP F2 non non specifica su formazione LEP J - LEP O - Individui con una politica una | Regione raggiunti (LEP E, F1, una LEP E Orient. Accomp. al Attivazione generalista generalista competenze Conciliazione Supporto Tirocinio da (SAP) o un politica o | (A) F2, H, J, O) politica sui specialistico lavoro tirocinio incl. non incl. digitali vita e lavoro autoimpiego CO tirocino CO un | (B) raggiunti competenze competenze (C) tirocinio | (B/A%) digitali digitali sui | raggiunti | (C/A%)",Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,262,12,
F,2.1,6,post_2025,raw_col_6,,,,unknown,low,"(LEP avviati dopo la presa in carico), v.a. e val.% | Individui con LEP dopo la presa in carico % | Dettaglio formazione individui | % | Individui individui C07 - C11 - C12 - LEP H - Individui con | con almeno con Formazione Formazione Formazione Avviamento a con almeno almeno | Individui una politica almeno LEP F1 LEP F2 non non specifica su formazione LEP J - LEP O - Individui con una politica una | Regione raggiunti (LEP E, F1, una LEP E Orient. Accomp. al Attivazione generalista generalista competenze Conciliazione Supporto Tirocinio da (SAP) o un politica o | (A) F2, H, J, O) politica sui specialistico lavoro tirocinio incl. non incl. digitali vita e lavoro autoimpiego CO tirocino CO un | (B) raggiunti competenze competenze (C) tirocinio | (B/A%) digitali digitali sui | raggiunti | (C/A%)",Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,262,12,
F,2.1,7,post_2025,raw_col_7,,,,unknown,low,"(LEP avviati dopo la presa in carico), v.a. e val.% | Individui con LEP dopo la presa in carico % | Dettaglio formazione individui | % | Individui individui C07 - C11 - C12 - LEP H - Individui con | con almeno con Formazione Formazione Formazione Avviamento a con almeno almeno | Individui una politica almeno LEP F1 LEP F2 non non specifica su formazione LEP J - LEP O - Individui con una politica una | Regione raggiunti (LEP E, F1, una LEP E Orient. Accomp. al Attivazione generalista generalista competenze Conciliazione Supporto Tirocinio da (SAP) o un politica o | (A) F2, H, J, O) politica sui specialistico lavoro tirocinio incl. non incl. digitali vita e lavoro autoimpiego CO tirocino CO un | (B) raggiunti competenze competenze (C) tirocinio | (B/A%) digitali digitali sui | raggiunti | (C/A%)",Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,262,12,
F,2.1,8,post_2025,raw_col_8,,,,unknown,low,"(LEP avviati dopo la presa in carico), v.a. e val.% | Individui con LEP dopo la presa in carico % | Dettaglio formazione individui | % | Individui individui C07 - C11 - C12 - LEP H - Individui con | con almeno con Formazione Formazione Formazione Avviamento a con almeno almeno | Individui una politica almeno LEP F1 LEP F2 non non specifica su formazione LEP J - LEP O - Individui con una politica una | Regione raggiunti (LEP E, F1, una LEP E Orient. Accomp. al Attivazione generalista generalista competenze Conciliazione Supporto Tirocinio da (SAP) o un politica o | (A) F2, H, J, O) politica sui specialistico lavoro tirocinio incl. non incl. digitali vita e lavoro autoimpiego CO tirocino CO un | (B) raggiunti competenze competenze (C) tirocinio | (B/A%) digitali digitali sui | raggiunti | (C/A%)",Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,262,12,
F,2.1,9,post_2025,raw_col_9,,,,unknown,low,"(LEP avviati dopo la presa in carico), v.a. e val.% | Individui con LEP dopo la presa in carico % | Dettaglio formazione individui | % | Individui individui C07 - C11 - C12 - LEP H - Individui con | con almeno con Formazione Formazione Formazione Avviamento a con almeno almeno | Individui una politica almeno LEP F1 LEP F2 non non specifica su formazione LEP J - LEP O - Individui con una politica una | Regione raggiunti (LEP E, F1, una LEP E Orient. Accomp. al Attivazione generalista generalista competenze Conciliazione Supporto Tirocinio da (SAP) o un politica o | (A) F2, H, J, O) politica sui specialistico lavoro tirocinio incl. non incl. digitali vita e lavoro autoimpiego CO tirocino CO un | (B) raggiunti competenze competenze (C) tirocinio | (B/A%) digitali digitali sui | raggiunti | (C/A%)",Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,262,12,
F,2.1,10,post_2025,raw_col_10,,,,unknown,low,"(LEP avviati dopo la presa in carico), v.a. e val.% | Individui con LEP dopo la presa in carico % | Dettaglio formazione individui | % | Individui individui C07 - C11 - C12 - LEP H - Individui con | con almeno con Formazione Formazione Formazione Avviamento a con almeno almeno | Individui una politica almeno LEP F1 LEP F2 non non specifica su formazione LEP J - LEP O - Individui con una politica una | Regione raggiunti (LEP E, F1, una LEP E Orient. Accomp. al Attivazione generalista generalista competenze Conciliazione Supporto Tirocinio da (SAP) o un politica o | (A) F2, H, J, O) politica sui specialistico lavoro tirocinio incl. non incl. digitali vita e lavoro autoimpiego CO tirocino CO un | (B) raggiunti competenze competenze (C) tirocinio | (B/A%) digitali digitali sui | raggiunti | (C/A%)",Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,262,12,
F,2.1,11,post_2025,raw_col_11,,,,unknown,low,"(LEP avviati dopo la presa in carico), v.a. e val.% | Individui con LEP dopo la presa in carico % | Dettaglio formazione individui | % | Individui individui C07 - C11 - C12 - LEP H - Individui con | con almeno con Formazione Formazione Formazione Avviamento a con almeno almeno | Individui una politica almeno LEP F1 LEP F2 non non specifica su formazione LEP J - LEP O - Individui con una politica una | Regione raggiunti (LEP E, F1, una LEP E Orient. Accomp. al Attivazione generalista generalista competenze Conciliazione Supporto Tirocinio da (SAP) o un politica o | (A) F2, H, J, O) politica sui specialistico lavoro tirocinio incl. non incl. digitali vita e lavoro autoimpiego CO tirocino CO un | (B) raggiunti competenze competenze (C) tirocinio | (B/A%) digitali digitali sui | raggiunti | (C/A%)",Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,262,12,
F,2.1,12,post_2025,raw_col_12,,,,unknown,low,"(LEP avviati dopo la presa in carico), v.a. e val.% | Individui con LEP dopo la presa in carico % | Dettaglio formazione individui | % | Individui individui C07 - C11 - C12 - LEP H - Individui con | con almeno con Formazione Formazione Formazione Avviamento a con almeno almeno | Individui una politica almeno LEP F1 LEP F2 non non specifica su formazione LEP J - LEP O - Individui con una politica una | Regione raggiunti (LEP E, F1, una LEP E Orient. Accomp. al Attivazione generalista generalista competenze Conciliazione Supporto Tirocinio da (SAP) o un politica o | (A) F2, H, J, O) politica sui specialistico lavoro tirocinio incl. non incl. digitali vita e lavoro autoimpiego CO tirocino CO un | (B) raggiunti competenze competenze (C) tirocinio | (B/A%) digitali digitali sui | raggiunti | (C/A%)",Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,262,12,
F,2.1,13,post_2025,raw_col_13,,,,unknown,low,"(LEP avviati dopo la presa in carico), v.a. e val.% | Individui con LEP dopo la presa in carico % | Dettaglio formazione individui | % | Individui individui C07 - C11 - C12 - LEP H - Individui con | con almeno con Formazione Formazione Formazione Avviamento a con almeno almeno | Individui una politica almeno LEP F1 LEP F2 non non specifica su formazione LEP J - LEP O - Individui con una politica una | Regione raggiunti (LEP E, F1, una LEP E Orient. Accomp. al Attivazione generalista generalista competenze Conciliazione Supporto Tirocinio da (SAP) o un politica o | (A) F2, H, J, O) politica sui specialistico lavoro tirocinio incl. non incl. digitali vita e lavoro autoimpiego CO tirocino CO un | (B) raggiunti competenze competenze (C) tirocinio | (B/A%) digitali digitali sui | raggiunti | (C/A%)",Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,262,12,
F,2.1,14,post_2025,raw_col_14,,,,unknown,low,"(LEP avviati dopo la presa in carico), v.a. e val.% | Individui con LEP dopo la presa in carico % | Dettaglio formazione individui | % | Individui individui C07 - C11 - C12 - LEP H - Individui con | con almeno con Formazione Formazione Formazione Avviamento a con almeno almeno | Individui una politica almeno LEP F1 LEP F2 non non specifica su formazione LEP J - LEP O - Individui con una politica una | Regione raggiunti (LEP E, F1, una LEP E Orient. Accomp. al Attivazione generalista generalista competenze Conciliazione Supporto Tirocinio da (SAP) o un politica o | (A) F2, H, J, O) politica sui specialistico lavoro tirocinio incl. non incl. digitali vita e lavoro autoimpiego CO tirocino CO un | (B) raggiunti competenze competenze (C) tirocinio | (B/A%) digitali digitali sui | raggiunti | (C/A%)",Programma GOL: individui per Regione di ultima presa in carico con almeno una politica avviata o conclusa dopo la presa in carico,262,12,
H,6,0,pre_2025,presi_in_carico_totale,,,,count,high,Beneficiari con | Occupati alla data di | almeno un rapporto | riferimento Occupati a 180 giorni dalla presa in carico | di lavoro nei 180 | Presi in (30/04/2023) | giorni | carico | di cui: con | ( A ),Tassi di occupazione dei presi in carico* in GOL per regione (v.a. e %),44,2,(
H,6,1,pre_2025,occupati_180gg,,,,count,medium,Beneficiari con | Occupati alla data di | almeno un rapporto | riferimento Occupati a 180 giorni dalla presa in carico | di lavoro nei 180 | Presi in (30/04/2023) | giorni | carico | di cui: con | ( A ),Tassi di occupazione dei presi in carico* in GOL per regione (v.a. e %),44,2,A
H,6,2,pre_2025,occupati_180gg,,,,count,medium,Beneficiari con | Occupati alla data di | almeno un rapporto | riferimento Occupati a 180 giorni dalla presa in carico | di lavoro nei 180 | Presi in (30/04/2023) | giorni | carico | di cui: con | ( A ),Tassi di occupazione dei presi in carico* in GOL per regione (v.a. e %),44,2,)
H,6,3,pre_2025,occupati_180gg,,,,count,medium,Beneficiari con | Occupati alla data di | almeno un rapporto | riferimento Occupati a 180 giorni dalla presa in carico | di lavoro nei 180 | Presi in (30/04/2023) | giorni | carico | di cui: con | ( A ),Tassi di occupazione dei presi in carico* in GOL per regione (v.a. e %),44,2,
H,6,4,pre_2025,occupati_180gg,,,,count,medium,Beneficiari con | Occupati alla data di | almeno un rapporto | riferimento Occupati a 180 giorni dalla presa in carico | di lavoro nei 180 | Presi in (30/04/2023) | giorni | carico | di cui: con | ( A ),Tassi di occupazione dei presi in carico* in GOL per regione (v.a. e %),44,2,
H,6,5,pre_2025,occupati_180gg,,,,count,medium,Beneficiari con | Occupati alla data di | almeno un rapporto | riferimento Occupati a 180 giorni dalla presa in carico | di lavoro nei 180 | Presi in (30/04/2023) | giorni | carico | di cui: con | ( A ),Tassi di occupazione dei presi in carico* in GOL per regione (v.a. e %),44,2,
H,6,6,pre_2025,occupati_180gg,,,,count,medium,Beneficiari con | Occupati alla data di | almeno un rapporto | riferimento Occupati a 180 giorni dalla presa in carico | di lavoro nei 180 | Presi in (30/04/2023) | giorni | carico | di cui: con | ( A ),Tassi di occupazione dei presi in carico* in GOL per regione (v.a. e %),44,2,
H,8,0,pre_2025,presi_in_carico_totale,,,,count,high,in carico | Nuovi occupati 60 Nuovi occupati 90 Variazioni | giorni giorni 90giorni/60giorni | Presi in | p.p. tasso di | carico Numero di | nuova | ( A ) Numero % Numero % nuovi | occupazione | ( B ) (B/A) ( C ) (C/A) occupati | % (C/A) - | % (C - B)/ B | %(B/A),Tasso di nuova occupazione dei presi in carico* in GOL per Regione. Variazioni tra 60 e 90 giorni dalla presa,44,2,%(B/A)
H,8,1,pre_2025,tasso_occupati_60gg,,,,rate,medium,in carico | Nuovi occupati 60 Nuovi occupati 90 Variazioni | giorni giorni 90giorni/60giorni | Presi in | p.p. tasso di | carico Numero di | nuova | ( A ) Numero % Numero % nuovi | occupazione | ( B ) (B/A) ( C ) (C/A) occupati | % (C/A) - | % (C - B)/ B | %(B/A),Tasso di nuova occupazione dei presi in carico* in GOL per Regione. Variazioni tra 60 e 90 giorni dalla presa,44,2,
H,8,2,pre_2025,tasso_occupati_60gg,,,,rate,medium,in carico | Nuovi occupati 60 Nuovi occupati 90 Variazioni | giorni giorni 90giorni/60giorni | Presi in | p.p. tasso di | carico Numero di | nuova | ( A ) Numero % Numero % nuovi | occupazione | ( B ) (B/A) ( C ) (C/A) occupati | % (C/A) - | % (C - B)/ B | %(B/A),Tasso di nuova occupazione dei presi in carico* in GOL per Regione. Variazioni tra 60 e 90 giorni dalla presa,44,2,
H,8,3,pre_2025,tasso_occupati_60gg,,,,rate,medium,in carico | Nuovi occupati 60 Nuovi occupati 90 Variazioni | giorni giorni 90giorni/60giorni | Presi in | p.p. tasso di | carico Numero di | nuova | ( A ) Numero % Numero % nuovi | occupazione | ( B ) (B/A) ( C ) (C/A) occupati | % (C/A) - | % (C - B)/ B | %(B/A),Tasso di nuova occupazione dei presi in carico* in GOL per Regione. Variazioni tra 60 e 90 giorni dalla presa,44,2,
H,8,4,pre_2025,tasso_occupati_60gg,,,,rate,medium,in carico | Nuovi occupati 60 Nuovi occupati 90 Variazioni | giorni giorni 90giorni/60giorni | Presi in | p.p. tasso di | carico Numero di | nuova | ( A ) Numero % Numero % nuovi | occupazione | ( B ) (B/A) ( C ) (C/A) occupati | % (C/A) - | % (C - B)/ B | %(B/A),Tasso di nuova occupazione dei presi in carico* in GOL per Regione. Variazioni tra 60 e 90 giorni dalla presa,44,2,
H,8,5,pre_2025,tasso_occupati_60gg,,,,rate,medium,in carico | Nuovi occupati 60 Nuovi occupati 90 Variazioni | giorni giorni 90giorni/60giorni | Presi in | p.p. tasso di | carico Numero di | nuova | ( A ) Numero % Numero % nuovi | occupazione | ( B ) (B/A) ( C ) (C/A) occupati | % (C/A) - | % (C - B)/ B | %(B/A),Tasso di nuova occupazione dei presi in carico* in GOL per Regione. Variazioni tra 60 e 90 giorni dalla presa,44,2,
H,8,6,pre_2025,tasso_occupati_60gg,,,,rate,medium,in carico | Nuovi occupati 60 Nuovi occupati 90 Variazioni | giorni giorni 90giorni/60giorni | Presi in | p.p. tasso di | carico Numero di | nuova | ( A ) Numero % Numero % nuovi | occupazione | ( B ) (B/A) ( C ) (C/A) occupati | % (C/A) - | % (C - B)/ B | %(B/A),Tasso di nuova occupazione dei presi in carico* in GOL per Regione. Variazioni tra 60 e 90 giorni dalla presa,44,2,
H,6,7,pre_2025,occupati_180gg,,,,count,medium,Beneficiari con | Occupati alla data di | almeno un rapporto | riferimento Occupati a 180 giorni dalla presa in carico | di lavoro nei 180 | Presi in (30/04/2023) | giorni | carico | di cui: con | ( A ),Tassi di occupazione dei presi in carico* in GOL per regione (v.a. e %),22,1,
H,6,8,pre_2025,occupati_180gg,,,,count,medium,Beneficiari con | Occupati alla data di | almeno un rapporto | riferimento Occupati a 180 giorni dalla presa in carico | di lavoro nei 180 | Presi in (30/04/2023) | giorni | carico | di cui: con | ( A ),Tassi di occupazione dei presi in carico* in GOL per regione (v.a. e %),22,1,
H,2.2,0,pre_2025,presi_in_carico_totale,,,,count,high,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",66,3,raggiunti
H,2.2,1,pre_2025,occupati_totale,,,,count,medium,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",66,3,
H,2.2,2,pre_2025,nuovi_occupati,,,,count,medium,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",66,3,
H,2.2,3,pre_2025,occupati_pc,,,,rate,medium,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",66,3,
H,2.2,4,pre_2025,quota_nuovi_su_occ,,,,rate,medium,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",66,3,
H,2.2,5,pre_2025,gia_occupati,,,,count,medium,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",66,3,
H,2.2,6,pre_2025,raw_col_6,,,,unknown,low,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",66,3,
H,2.2,7,pre_2025,raw_col_7,,,,unknown,low,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per Regione di presa in carico e percorso, v.a. e v.%",66,3,
H,2.2,0,post_2025,presi_in_carico_totale,,,,count,high,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",242,10,raggiunti
H,2.2,1,post_2025,occupati_totale,,,,count,medium,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",242,10,
H,2.2,2,post_2025,nuovi_occupati,,,,count,medium,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",242,10,
H,2.2,3,post_2025,occupati_pc,,,,rate,medium,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",242,10,
H,2.2,4,post_2025,quota_nuovi_su_occ,,,,rate,medium,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",242,10,
H,2.2,5,post_2025,gia_occupati,,,,count,medium,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",242,10,
H,2.2,6,post_2025,raw_col_6,,,,unknown,low,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",242,10,
H,2.2,7,post_2025,raw_col_7,,,,unknown,low,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e val.%",242,10,
H,3.1,0,post_2025,presi_in_carico_totale,,,,count,high,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e v.%",22,1,raggiunti
H,3.1,1,post_2025,raw_col_1,,,,unknown,low,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e v.%",22,1,
H,3.1,2,post_2025,raw_col_2,,,,unknown,low,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e v.%",22,1,
H,3.1,3,post_2025,raw_col_3,,,,unknown,low,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e v.%",22,1,
H,3.1,4,post_2025,raw_col_4,,,,unknown,low,Occupati alla data di riferimento | Individui | di cui: di cui: Quota (%) nuovi | raggiunti,"Programma GOL: individui* occupati alla data di riferimento per regione di presa in carico e percorso, v.a. e v.%",22,1,
