report_id,data_riferimento,tavola,dimensione,etichetta,variabile,percorso,unita_misura,valore
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Calabria,2025,NA,valore_assoluto,44314
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Calabria,totale,NA,valore_assoluto,184451
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Calabria,incidenza_pc,NA,percentuale,24
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Calabria,individui,NA,valore_assoluto,166364
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Campania,2022,NA,valore_assoluto,91888
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Campania,2023,NA,valore_assoluto,166285
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Campania,2024,NA,valore_assoluto,208011
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Campania,2025,NA,valore_assoluto,114621
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Campania,totale,NA,valore_assoluto,580805
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Campania,incidenza_pc,NA,percentuale,19.7
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Campania,individui,NA,valore_assoluto,514158
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Emilia-Romagna,2022,NA,valore_assoluto,44389
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Emilia-Romagna,2023,NA,valore_assoluto,84011
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Emilia-Romagna,2024,NA,valore_assoluto,89367
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Emilia-Romagna,2025,NA,valore_assoluto,69669
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Emilia-Romagna,totale,NA,valore_assoluto,287436
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Emilia-Romagna,incidenza_pc,NA,percentuale,24.2
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Emilia-Romagna,individui,NA,valore_assoluto,262693
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Friuli-Venezia Giulia,2022,NA,valore_assoluto,21681
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Friuli-Venezia Giulia,2023,NA,valore_assoluto,39322
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Friuli-Venezia Giulia,2024,NA,valore_assoluto,37706
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Friuli-Venezia Giulia,2025,NA,valore_assoluto,25552
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Friuli-Venezia Giulia,totale,NA,valore_assoluto,124261
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Friuli-Venezia Giulia,incidenza_pc,NA,percentuale,20.6
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Friuli-Venezia Giulia,individui,NA,valore_assoluto,106216
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Lazio,2022,NA,valore_assoluto,61665
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Lazio,2023,NA,valore_assoluto,78946
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Lazio,2024,NA,valore_assoluto,75306
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Lazio,2025,NA,valore_assoluto,59054
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Lazio,totale,NA,valore_assoluto,274971
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Lazio,incidenza_pc,NA,percentuale,21.5
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Lazio,individui,NA,valore_assoluto,260015
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Liguria,2022,NA,valore_assoluto,11838
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Liguria,2023,NA,valore_assoluto,21182
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Liguria,2024,NA,valore_assoluto,23904
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Liguria,2025,NA,valore_assoluto,14186
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Liguria,totale,NA,valore_assoluto,71110
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Liguria,incidenza_pc,NA,percentuale,19.9
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Liguria,individui,NA,valore_assoluto,65533
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Lombardia,2022,NA,valore_assoluto,77428
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Lombardia,2023,NA,valore_assoluto,137350
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Lombardia,2024,NA,valore_assoluto,164695
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Lombardia,2025,NA,valore_assoluto,179385
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Lombardia,totale,NA,valore_assoluto,558858
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Lombardia,incidenza_pc,NA,percentuale,32.1
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Lombardia,individui,NA,valore_assoluto,501281
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Marche,2022,NA,valore_assoluto,18559
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Marche,2023,NA,valore_assoluto,36225
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Marche,2024,NA,valore_assoluto,39253
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Marche,2025,NA,valore_assoluto,24968
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Marche,totale,NA,valore_assoluto,119005
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Marche,incidenza_pc,NA,percentuale,21
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Marche,individui,NA,valore_assoluto,103865
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Molise,2022,NA,valore_assoluto,1700
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Molise,2023,NA,valore_assoluto,2652
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Molise,2024,NA,valore_assoluto,4570
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Molise,2025,NA,valore_assoluto,5866
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Molise,totale,NA,valore_assoluto,14788
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Molise,incidenza_pc,NA,percentuale,39.7
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Molise,individui,NA,valore_assoluto,13411
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Piemonte,2022,NA,valore_assoluto,46550
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Piemonte,2023,NA,valore_assoluto,73583
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Piemonte,2024,NA,valore_assoluto,80764
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Piemonte,2025,NA,valore_assoluto,77696
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Piemonte,totale,NA,valore_assoluto,278593
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Piemonte,incidenza_pc,NA,percentuale,27.9
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Piemonte,individui,NA,valore_assoluto,250576
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Puglia,2022,NA,valore_assoluto,70963
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Puglia,2023,NA,valore_assoluto,102581
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Puglia,2024,NA,valore_assoluto,118463
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Puglia,2025,NA,valore_assoluto,100555
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Puglia,totale,NA,valore_assoluto,392562
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Puglia,incidenza_pc,NA,percentuale,25.6
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Puglia,individui,NA,valore_assoluto,367197
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Sardegna,2022,NA,valore_assoluto,40027
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Sardegna,2023,NA,valore_assoluto,58349
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Sardegna,2024,NA,valore_assoluto,53004
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Sardegna,2025,NA,valore_assoluto,35789
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Sardegna,totale,NA,valore_assoluto,187169
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Sardegna,incidenza_pc,NA,percentuale,19.1
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Sardegna,individui,NA,valore_assoluto,164869
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Sicilia,2022,NA,valore_assoluto,65508
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Sicilia,2023,NA,valore_assoluto,166012
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Sicilia,2024,NA,valore_assoluto,194154
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Sicilia,2025,NA,valore_assoluto,154833
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Sicilia,totale,NA,valore_assoluto,580507
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Sicilia,incidenza_pc,NA,percentuale,26.7
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Sicilia,individui,NA,valore_assoluto,516390
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Toscana,2022,NA,valore_assoluto,45124
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Toscana,2023,NA,valore_assoluto,84825
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Toscana,2024,NA,valore_assoluto,103549
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Toscana,2025,NA,valore_assoluto,85089
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Toscana,totale,NA,valore_assoluto,318587
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Toscana,incidenza_pc,NA,percentuale,26.7
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Toscana,individui,NA,valore_assoluto,268650
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,P.A. Trento,2022,NA,valore_assoluto,4892
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,P.A. Trento,2023,NA,valore_assoluto,8030
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,P.A. Trento,2024,NA,valore_assoluto,8091
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,P.A. Trento,2025,NA,valore_assoluto,6536
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,P.A. Trento,totale,NA,valore_assoluto,27549
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,P.A. Trento,incidenza_pc,NA,percentuale,23.7
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,P.A. Trento,individui,NA,valore_assoluto,26080
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Umbria,2022,NA,valore_assoluto,11026
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Umbria,2023,NA,valore_assoluto,20278
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Umbria,2024,NA,valore_assoluto,21309
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Umbria,2025,NA,valore_assoluto,16373
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Umbria,totale,NA,valore_assoluto,68986
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Umbria,incidenza_pc,NA,percentuale,23.7
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Umbria,individui,NA,valore_assoluto,60323
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Veneto,2022,NA,valore_assoluto,40691
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Veneto,2023,NA,valore_assoluto,116439
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Veneto,2024,NA,valore_assoluto,111563
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Veneto,2025,NA,valore_assoluto,84162
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Veneto,totale,NA,valore_assoluto,352855
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Veneto,incidenza_pc,NA,percentuale,23.9
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Veneto,individui,NA,valore_assoluto,305355
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Totale,2022,NA,valore_assoluto,701895
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Totale,2023,NA,valore_assoluto,1290696
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Totale,2024,NA,valore_assoluto,1447497
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Totale,2025,NA,valore_assoluto,1134431
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Totale,totale,NA,valore_assoluto,4574519
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Totale,incidenza_pc,NA,percentuale,24.8
INAPP_Focus-GOL_12-2025,2025-09-30,1.1,regione,Totale,individui,NA,valore_assoluto,4088044
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Abruzzo,2022,NA,valore_assoluto,9609
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Abruzzo,2023,NA,valore_assoluto,25223
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Abruzzo,2024,NA,valore_assoluto,24107
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Abruzzo,2025,NA,valore_assoluto,17517
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Abruzzo,totale,NA,valore_assoluto,76456
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Abruzzo,incidenza_pc,NA,percentuale,22.9
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Abruzzo,individui,NA,valore_assoluto,69284
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Basilicata,2022,NA,valore_assoluto,6398
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Basilicata,2023,NA,valore_assoluto,12866
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Basilicata,2024,NA,valore_assoluto,18741
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Basilicata,2025,NA,valore_assoluto,16084
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Basilicata,totale,NA,valore_assoluto,54089
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Basilicata,incidenza_pc,NA,percentuale,29.7
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Basilicata,individui,NA,valore_assoluto,46133
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,P.A. Bolzano,2022,NA,valore_assoluto,2422
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,P.A. Bolzano,2023,NA,valore_assoluto,5871
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,P.A. Bolzano,2024,NA,valore_assoluto,5603
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,P.A. Bolzano,2025,NA,valore_assoluto,4107
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,P.A. Bolzano,totale,NA,valore_assoluto,18003
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,P.A. Bolzano,incidenza_pc,NA,percentuale,22.8
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,P.A. Bolzano,individui,NA,valore_assoluto,15980
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Calabria,2022,NA,valore_assoluto,28565
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Calabria,2023,NA,valore_assoluto,48854
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Calabria,2024,NA,valore_assoluto,63234
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Calabria,2025,NA,valore_assoluto,50840
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Calabria,totale,NA,valore_assoluto,191493
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Calabria,incidenza_pc,NA,percentuale,26.5
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Calabria,individui,NA,valore_assoluto,171130
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Campania,2022,NA,valore_assoluto,91706
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Campania,2023,NA,valore_assoluto,166106
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Campania,2024,NA,valore_assoluto,207936
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Campania,2025,NA,valore_assoluto,134821
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Campania,totale,NA,valore_assoluto,600569
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Campania,incidenza_pc,NA,percentuale,22.4
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Campania,individui,NA,valore_assoluto,529316
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Emilia-Romagna,2022,NA,valore_assoluto,44377
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Emilia-Romagna,2023,NA,valore_assoluto,84012
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Emilia-Romagna,2024,NA,valore_assoluto,89383
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Emilia-Romagna,2025,NA,valore_assoluto,78887
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Emilia-Romagna,totale,NA,valore_assoluto,296659
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Emilia-Romagna,incidenza_pc,NA,percentuale,26.6
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Emilia-Romagna,individui,NA,valore_assoluto,269603
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Friuli-Venezia Giulia,2022,NA,valore_assoluto,21632
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Friuli-Venezia Giulia,2023,NA,valore_assoluto,39287
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Friuli-Venezia Giulia,2024,NA,valore_assoluto,37703
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Friuli-Venezia Giulia,2025,NA,valore_assoluto,28505
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Friuli-Venezia Giulia,totale,NA,valore_assoluto,127127
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Friuli-Venezia Giulia,incidenza_pc,NA,percentuale,22.4
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Friuli-Venezia Giulia,individui,NA,valore_assoluto,108261
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Lazio,2022,NA,valore_assoluto,61636
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Lazio,2023,NA,valore_assoluto,78929
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Lazio,2024,NA,valore_assoluto,75292
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Lazio,2025,NA,valore_assoluto,71088
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Lazio,totale,NA,valore_assoluto,286945
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Lazio,incidenza_pc,NA,percentuale,24.8
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Lazio,individui,NA,valore_assoluto,270347
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Liguria,2022,NA,valore_assoluto,11844
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Liguria,2023,NA,valore_assoluto,21184
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Liguria,2024,NA,valore_assoluto,23944
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Liguria,2025,NA,valore_assoluto,15941
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Liguria,totale,NA,valore_assoluto,72913
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Liguria,incidenza_pc,NA,percentuale,21.9
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Liguria,individui,NA,valore_assoluto,66992
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Lombardia,2022,NA,valore_assoluto,77288
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Lombardia,2023,NA,valore_assoluto,137162
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Lombardia,2024,NA,valore_assoluto,164530
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Lombardia,2025,NA,valore_assoluto,204220
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Lombardia,totale,NA,valore_assoluto,583200
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Lombardia,incidenza_pc,NA,percentuale,35
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Lombardia,individui,NA,valore_assoluto,519890
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Marche,2022,NA,valore_assoluto,18534
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Marche,2023,NA,valore_assoluto,36185
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Marche,2024,NA,valore_assoluto,39198
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Marche,2025,NA,valore_assoluto,29195
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Marche,totale,NA,valore_assoluto,123112
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Marche,incidenza_pc,NA,percentuale,23.7
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Marche,individui,NA,valore_assoluto,106638
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Molise,2022,NA,valore_assoluto,1690
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Molise,2023,NA,valore_assoluto,2647
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Molise,2024,NA,valore_assoluto,4571
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Molise,2025,NA,valore_assoluto,6482
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Molise,totale,NA,valore_assoluto,15390
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Molise,incidenza_pc,NA,percentuale,42.1
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Molise,individui,NA,valore_assoluto,13896
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Piemonte,2022,NA,valore_assoluto,46443
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Piemonte,2023,NA,valore_assoluto,73547
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Piemonte,2024,NA,valore_assoluto,80725
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Piemonte,2025,NA,valore_assoluto,88120
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Piemonte,totale,NA,valore_assoluto,288835
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Piemonte,incidenza_pc,NA,percentuale,30.5
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Piemonte,individui,NA,valore_assoluto,258697
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Puglia,2022,NA,valore_assoluto,70880
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Puglia,2023,NA,valore_assoluto,102505
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Puglia,2024,NA,valore_assoluto,118448
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Puglia,2025,NA,valore_assoluto,114994
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Puglia,totale,NA,valore_assoluto,406827
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Puglia,incidenza_pc,NA,percentuale,28.3
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Puglia,individui,NA,valore_assoluto,379687
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Sardegna,2022,NA,valore_assoluto,41976
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Sardegna,2023,NA,valore_assoluto,58756
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Sardegna,2024,NA,valore_assoluto,52862
INAPP_Focus-GOL_13-2025,2025-10-31,1.1,regione,Sardegna,2025,NA,valore_assoluto,41645
