report_id,data_riferimento,tavola,dimensione,etichetta,variabile,percorso,unita_misura,valore
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Abruzzo,raggiunti,NA,valore_assoluto,43684
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Abruzzo,con_politica,NA,valore_assoluto,35035
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Abruzzo,con_politica_pc,NA,percentuale,80.2
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Abruzzo,lep_e,NA,valore_assoluto,29622
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Abruzzo,lep_f1,NA,valore_assoluto,15007
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Abruzzo,lep_f2,NA,valore_assoluto,3
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Abruzzo,c07_form_incl_dig,NA,valore_assoluto,1018
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Abruzzo,c11_form_no_dig,NA,valore_assoluto,242
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Abruzzo,c12_form_spec_dig,NA,valore_assoluto,387
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Abruzzo,lep_h,NA,valore_assoluto,1626
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Abruzzo,lep_j,NA,valore_assoluto,0
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Abruzzo,lep_o,NA,valore_assoluto,0
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Abruzzo,tirocinio_co,NA,valore_assoluto,2159
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Abruzzo,con_pol_o_tiroc,NA,valore_assoluto,35480
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Abruzzo,con_pol_o_tiroc_pc,NA,percentuale,81.2
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Basilicata,raggiunti,NA,valore_assoluto,24555
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Basilicata,con_politica,NA,valore_assoluto,3096
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Basilicata,con_politica_pc,NA,percentuale,12.6
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Basilicata,lep_e,NA,valore_assoluto,1990
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Basilicata,lep_f1,NA,valore_assoluto,192
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Basilicata,lep_f2,NA,valore_assoluto,0
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Basilicata,c07_form_incl_dig,NA,valore_assoluto,903
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Basilicata,c11_form_no_dig,NA,valore_assoluto,443
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Basilicata,c12_form_spec_dig,NA,valore_assoluto,262
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Basilicata,lep_h,NA,valore_assoluto,1606
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Basilicata,lep_j,NA,valore_assoluto,0
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Basilicata,lep_o,NA,valore_assoluto,1
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Basilicata,tirocinio_co,NA,valore_assoluto,946
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Basilicata,con_pol_o_tiroc,NA,valore_assoluto,4135
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Basilicata,con_pol_o_tiroc_pc,NA,percentuale,16.8
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,P.A. Bolzano,raggiunti,NA,valore_assoluto,10623
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,P.A. Bolzano,con_politica,NA,valore_assoluto,431
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,P.A. Bolzano,con_politica_pc,NA,percentuale,4.1
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,P.A. Bolzano,lep_e,NA,valore_assoluto,295
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,P.A. Bolzano,lep_f1,NA,valore_assoluto,47
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,P.A. Bolzano,lep_f2,NA,valore_assoluto,6
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,P.A. Bolzano,c07_form_incl_dig,NA,valore_assoluto,10
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,P.A. Bolzano,c11_form_no_dig,NA,valore_assoluto,83
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,P.A. Bolzano,c12_form_spec_dig,NA,valore_assoluto,2
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,P.A. Bolzano,lep_h,NA,valore_assoluto,94
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,P.A. Bolzano,lep_j,NA,valore_assoluto,0
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,P.A. Bolzano,lep_o,NA,valore_assoluto,10
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,P.A. Bolzano,tirocinio_co,NA,valore_assoluto,212
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,P.A. Bolzano,con_pol_o_tiroc,NA,valore_assoluto,637
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,P.A. Bolzano,con_pol_o_tiroc_pc,NA,percentuale,6
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Calabria,raggiunti,NA,valore_assoluto,100930
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Calabria,con_politica,NA,valore_assoluto,50754
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Calabria,con_politica_pc,NA,percentuale,50.3
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Calabria,lep_e,NA,valore_assoluto,49776
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Calabria,lep_f1,NA,valore_assoluto,21318
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Calabria,lep_f2,NA,valore_assoluto,1552
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Calabria,c07_form_incl_dig,NA,valore_assoluto,2232
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Calabria,c11_form_no_dig,NA,valore_assoluto,1563
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Calabria,c12_form_spec_dig,NA,valore_assoluto,681
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Calabria,lep_h,NA,valore_assoluto,4363
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Calabria,lep_j,NA,valore_assoluto,0
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Calabria,lep_o,NA,valore_assoluto,2783
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Calabria,tirocinio_co,NA,valore_assoluto,4302
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Calabria,con_pol_o_tiroc,NA,valore_assoluto,54245
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Calabria,con_pol_o_tiroc_pc,NA,percentuale,53.7
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Campania,raggiunti,NA,valore_assoluto,338622
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Campania,con_politica,NA,valore_assoluto,129072
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Campania,con_politica_pc,NA,percentuale,38.1
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Campania,lep_e,NA,valore_assoluto,116187
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Campania,lep_f1,NA,valore_assoluto,6888
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Campania,lep_f2,NA,valore_assoluto,249
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Campania,c07_form_incl_dig,NA,valore_assoluto,52467
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Campania,c11_form_no_dig,NA,valore_assoluto,98
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Campania,c12_form_spec_dig,NA,valore_assoluto,4963
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Campania,lep_h,NA,valore_assoluto,57391
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Campania,lep_j,NA,valore_assoluto,0
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Campania,lep_o,NA,valore_assoluto,1
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Campania,tirocinio_co,NA,valore_assoluto,11292
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Campania,con_pol_o_tiroc,NA,valore_assoluto,138221
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Campania,con_pol_o_tiroc_pc,NA,percentuale,40.8
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Emilia-Romagna,raggiunti,NA,valore_assoluto,171696
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Emilia-Romagna,con_politica,NA,valore_assoluto,137749
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Emilia-Romagna,con_politica_pc,NA,percentuale,80.2
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Emilia-Romagna,lep_e,NA,valore_assoluto,134390
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Emilia-Romagna,lep_f1,NA,valore_assoluto,102111
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Emilia-Romagna,lep_f2,NA,valore_assoluto,4830
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Emilia-Romagna,c07_form_incl_dig,NA,valore_assoluto,20008
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Emilia-Romagna,c11_form_no_dig,NA,valore_assoluto,3966
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Emilia-Romagna,c12_form_spec_dig,NA,valore_assoluto,1806
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Emilia-Romagna,lep_h,NA,valore_assoluto,24493
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Emilia-Romagna,lep_j,NA,valore_assoluto,0
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Emilia-Romagna,lep_o,NA,valore_assoluto,1211
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Emilia-Romagna,tirocinio_co,NA,valore_assoluto,8950
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Emilia-Romagna,con_pol_o_tiroc,NA,valore_assoluto,139531
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Emilia-Romagna,con_pol_o_tiroc_pc,NA,percentuale,81.3
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lazio,raggiunti,NA,valore_assoluto,176532
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lazio,con_politica,NA,valore_assoluto,71639
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lazio,con_politica_pc,NA,percentuale,40.6
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lazio,lep_e,NA,valore_assoluto,71581
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lazio,lep_f1,NA,valore_assoluto,10680
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lazio,lep_f2,NA,valore_assoluto,6
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lazio,c07_form_incl_dig,NA,valore_assoluto,2717
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lazio,c11_form_no_dig,NA,valore_assoluto,4602
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lazio,c12_form_spec_dig,NA,valore_assoluto,1809
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lazio,lep_h,NA,valore_assoluto,9059
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lazio,lep_j,NA,valore_assoluto,0
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lazio,lep_o,NA,valore_assoluto,249
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lazio,tirocinio_co,NA,valore_assoluto,10580
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lazio,con_pol_o_tiroc,NA,valore_assoluto,80085
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lazio,con_pol_o_tiroc_pc,NA,percentuale,45.4
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Liguria,raggiunti,NA,valore_assoluto,41848
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Liguria,con_politica,NA,valore_assoluto,28385
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Liguria,con_politica_pc,NA,percentuale,67.8
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Liguria,lep_e,NA,valore_assoluto,25412
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Liguria,lep_f1,NA,valore_assoluto,11065
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Liguria,lep_f2,NA,valore_assoluto,527
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Liguria,c07_form_incl_dig,NA,valore_assoluto,15
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Liguria,c11_form_no_dig,NA,valore_assoluto,4690
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Liguria,c12_form_spec_dig,NA,valore_assoluto,4804
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Liguria,lep_h,NA,valore_assoluto,8695
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Liguria,lep_j,NA,valore_assoluto,0
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Liguria,lep_o,NA,valore_assoluto,18
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Liguria,tirocinio_co,NA,valore_assoluto,1784
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Liguria,con_pol_o_tiroc,NA,valore_assoluto,28876
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Liguria,con_pol_o_tiroc_pc,NA,percentuale,69
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lombardia,raggiunti,NA,valore_assoluto,284547
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lombardia,con_politica,NA,valore_assoluto,123285
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lombardia,con_politica_pc,NA,percentuale,43.3
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lombardia,lep_e,NA,valore_assoluto,119091
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lombardia,lep_f1,NA,valore_assoluto,84468
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lombardia,lep_f2,NA,valore_assoluto,3109
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lombardia,c07_form_incl_dig,NA,valore_assoluto,4376
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lombardia,c11_form_no_dig,NA,valore_assoluto,19617
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lombardia,c12_form_spec_dig,NA,valore_assoluto,10000
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lombardia,lep_h,NA,valore_assoluto,28305
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lombardia,lep_j,NA,valore_assoluto,1
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lombardia,lep_o,NA,valore_assoluto,1007
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lombardia,tirocinio_co,NA,valore_assoluto,16867
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lombardia,con_pol_o_tiroc,NA,valore_assoluto,134580
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Lombardia,con_pol_o_tiroc_pc,NA,percentuale,47.3
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Marche,raggiunti,NA,valore_assoluto,71712
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Marche,con_politica,NA,valore_assoluto,20066
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Marche,con_politica_pc,NA,percentuale,28
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Marche,lep_e,NA,valore_assoluto,16675
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Marche,lep_f1,NA,valore_assoluto,7475
INAPP_Focus-GOL_1-2025,2024-06-30,2.1,regione,Marche,lep_f2,NA,valore_assoluto,0
