report_id,data_riferimento,regione,raggiunti,con_politica,con_politica_pc,lep_e,lep_f1,lep_f2,c07_form_incl_dig,c11_form_no_dig,c12_form_spec_dig,lep_h,lep_j,lep_o,tirocinio_co,con_pol_o_tiroc,con_pol_o_tiroc_pc
INAPP_Focus-GOL_6-2025,2025-04-30,Molise,10734,1914,17.8,792,17,3,954,131,194,1269,1,0,724,2607,24.3
INAPP_Focus-GOL_6-2025,2025-04-30,Piemonte,217864,147412,67.7,139811,73914,17401,36885,4465,7948,46081,1,45,20844,150097,68.9
INAPP_Focus-GOL_6-2025,2025-04-30,Puglia,315278,131322,41.7,66094,87914,432,16017,10954,3050,29653,4,4050,17444,144647,45.9
INAPP_Focus-GOL_6-2025,2025-04-30,Sardegna,148854,115144,77.4,114411,46629,1538,15,5686,3285,8844,1,13,8658,117544,79
INAPP_Focus-GOL_6-2025,2025-04-30,Sicilia,446451,115427,25.9,110548,11316,58,12250,3142,2202,17227,1,183,19895,134786,30.2
INAPP_Focus-GOL_6-2025,2025-04-30,Toscana,234529,211941,90.4,193687,155415,8220,22189,26629,11371,53285,3712,2919,12625,212781,90.7
INAPP_Focus-GOL_6-2025,2025-04-30,P.A. Trento,23367,22251,95.2,9263,19881,179,805,2347,1603,4699,298,19,488,22272,95.3
INAPP_Focus-GOL_6-2025,2025-04-30,Umbria,53622,37540,70,36971,19467,667,296,4442,3110,6842,0,7,4266,39307,73.3
INAPP_Focus-GOL_6-2025,2025-04-30,Veneto,266958,266562,99.9,266404,258702,13217,7604,38680,16747,55297,1656,234,27688,266641,99.9
INAPP_Focus-GOL_6-2025,2025-04-30,Totale,3574452,2295428,64.2,2038103,1382321,74646,273137,191049,167215,590724,6372,17852,218919,2380173,66.6
INAPP_Focus-GOL_7-2025,2025-05-31,Abruzzo,63468,53245,83.9,41936,29349,13,1463,705,839,2968,0,2,3768,53995,85.1
INAPP_Focus-GOL_7-2025,2025-05-31,Basilicata,40028,12934,32.3,8285,2756,0,2674,1280,2390,6324,0,88,1647,14632,36.6
INAPP_Focus-GOL_7-2025,2025-05-31,P.A. Bolzano,14518,14333,98.7,1515,14316,18,16,715,322,900,0,20,283,14341,98.8
INAPP_Focus-GOL_7-2025,2025-05-31,Calabria,152803,96745,63.3,95231,46604,2688,5311,4597,2984,12571,0,3181,5710,100456,65.7
INAPP_Focus-GOL_7-2025,2025-05-31,Campania,476857,321368,67.4,307100,96764,7705,117396,216,12156,129530,707,1988,24068,330072,69.2
INAPP_Focus-GOL_7-2025,2025-05-31,Emilia-Romagna,241735,205691,85.1,193820,156641,7815,32278,6613,51889,87638,1,1753,14392,207981,86
INAPP_Focus-GOL_7-2025,2025-05-31,Lazio,235125,118939,50.6,118739,26950,21,6728,12150,4527,22916,0,498,14663,129483,55.1
INAPP_Focus-GOL_7-2025,2025-05-31,Liguria,60048,45612,76,38772,24477,1646,9,9039,7860,15175,0,37,3487,46155,76.9
INAPP_Focus-GOL_7-2025,2025-05-31,Lombardia,417446,242564,58.1,217336,177706,10089,6762,49892,28751,72745,6,1963,28131,256952,61.6
INAPP_Focus-GOL_7-2025,2025-05-31,Marche,96408,81778,84.8,44372,73520,2166,1620,4008,2995,8263,0,1123,9331,83259,86.4
INAPP_Focus-GOL_7-2025,2025-05-31,Molise,11244,2101,18.7,827,18,3,1079,152,222,1438,1,0,778,2844,25.3
INAPP_Focus-GOL_7-2025,2025-05-31,Piemonte,224657,152693,68,144841,77577,18249,38297,4610,8188,47709,1,45,21674,155360,69.2
INAPP_Focus-GOL_7-2025,2025-05-31,Puglia,324006,139005,42.9,70658,93095,446,17020,11833,3183,31665,4,5282,18300,152753,47.1
INAPP_Focus-GOL_7-2025,2025-05-31,Sardegna,151503,118252,78.1,117262,48584,2954,17,5653,3687,9209,1,34,8922,120389,79.5
INAPP_Focus-GOL_7-2025,2025-05-31,Sicilia,456682,122473,26.8,117065,14617,97,12416,3198,3003,18209,1,192,20946,142661,31.2
INAPP_Focus-GOL_7-2025,2025-05-31,Toscana,239923,217373,90.6,198989,160091,8579,23491,29409,13681,58656,4058,3017,13246,218253,91
INAPP_Focus-GOL_7-2025,2025-05-31,P.A. Trento,23944,22841,95.4,9482,20492,186,866,2437,1633,4868,305,49,514,22865,95.5
INAPP_Focus-GOL_7-2025,2025-05-31,Umbria,54821,38736,70.7,38023,20446,909,307,4727,3379,7322,0,7,4468,40432,73.8
INAPP_Focus-GOL_7-2025,2025-05-31,Veneto,273765,273392,99.9,273243,264918,13388,8221,40841,17268,58338,1771,262,28543,273468,99.9
INAPP_Focus-GOL_7-2025,2025-05-31,Totale,3662385,2377206,64.9,2112187,1435560,79587,282846,204067,179021,622731,6955,19611,228294,2463899,67.3
INAPP_Focus-GOL_8-2025,2025-06-30,Abruzzo,64468,54313,84.2,42894,30089,14,1478,786,1600,3818,0,2,3974,55095,85.5
INAPP_Focus-GOL_8-2025,2025-06-30,Basilicata,40704,13747,33.8,8469,3165,0,3211,1524,2804,7497,0,113,1748,15519,38.1
INAPP_Focus-GOL_8-2025,2025-06-30,P.A. Bolzano,14769,14590,98.8,1588,14574,21,15,756,336,945,0,24,304,14599,98.8
INAPP_Focus-GOL_8-2025,2025-06-30,Calabria,155877,101101,64.9,99340,53130,2750,5347,4834,4308,14313,0,3246,5984,104878,67.3
INAPP_Focus-GOL_8-2025,2025-06-30,Campania,485198,334006,68.8,319110,102715,7798,123770,229,14209,137730,778,2084,24925,342680,70.6
INAPP_Focus-GOL_8-2025,2025-06-30,Emilia-Romagna,247688,209965,84.8,199838,162217,8166,29559,6995,52956,86182,1,1818,15016,212331,85.7
INAPP_Focus-GOL_8-2025,2025-06-30,Friuli-Venezia Giulia,99291,94008,94.7,72719,85072,2607,6918,12052,10486,26467,78,55,5184,94332,95
INAPP_Focus-GOL_8-2025,2025-06-30,Lazio,239750,124297,51.8,123594,28666,22,7172,12922,6244,25732,0,522,15271,135113,56.4
INAPP_Focus-GOL_8-2025,2025-06-30,Liguria,61469,47045,76.5,39906,25666,1778,7,9353,8199,15734,0,41,3724,47593,77.4
INAPP_Focus-GOL_8-2025,2025-06-30,Lombardia,429881,253428,59,226948,184408,11549,6916,52382,29123,76011,6,2033,29957,268578,62.5
INAPP_Focus-GOL_8-2025,2025-06-30,Marche,97945,83312,85.1,45928,74657,2425,3553,2748,3252,9120,0,1142,9673,84808,86.6
INAPP_Focus-GOL_8-2025,2025-06-30,Molise,11707,2249,19.2,836,18,3,1087,167,373,1590,1,0,835,3040,26
INAPP_Focus-GOL_8-2025,2025-06-30,Piemonte,231093,158810,68.7,150628,81698,19111,40372,5001,9362,50987,1,47,22618,161459,69.9
INAPP_Focus-GOL_8-2025,2025-06-30,Puglia,332662,145652,43.8,75144,97180,461,18924,13278,4536,36282,4,6549,19330,160026,48.1
INAPP_Focus-GOL_8-2025,2025-06-30,Sardegna,153894,121241,78.8,120015,50260,4049,19,5744,4873,10434,1,48,9515,123232,80.1
INAPP_Focus-GOL_8-2025,2025-06-30,Sicilia,467620,133294,28.5,125517,18072,109,13379,4097,6614,23248,2,204,22299,154496,33
INAPP_Focus-GOL_8-2025,2025-06-30,Toscana,244876,222187,90.7,203571,164131,8964,25484,31594,15268,63433,4358,3093,13968,223109,91.1
INAPP_Focus-GOL_8-2025,2025-06-30,P.A. Trento,24369,23293,95.6,9697,20968,199,1033,2622,1903,5439,308,63,627,23318,95.7
INAPP_Focus-GOL_8-2025,2025-06-30,Umbria,56053,40416,72.1,39327,21734,1548,325,5107,3690,7929,0,8,4730,41830,74.6
INAPP_Focus-GOL_8-2025,2025-06-30,Veneto,280561,280247,99.9,280119,270907,13521,8409,40716,18150,59606,1962,284,29666,280319,99.9
INAPP_Focus-GOL_8-2025,2025-06-30,Totale,3745845,2462178,65.7,2188907,1492655,85315,297154,213259,198524,663422,7522,21394,239861,2551414,68.1
INAPP_Focus-GOL_9-2025,2025-08-31,Abruzzo,66528,56452,84.9,44870,31357,14,1489,852,2124,4407,0,2,4189,57250,86.1
INAPP_Focus-GOL_9-2025,2025-08-31,Basilicata,44085,15309,34.7,8707,3805,0,3297,1578,3939,8705,0,126,1866,17135,38.9
INAPP_Focus-GOL_9-2025,2025-08-31,P.A. Bolzano,15301,15117,98.8,1728,15100,27,15,795,351,993,0,28,336,15126,98.9
INAPP_Focus-GOL_9-2025,2025-08-31,Calabria,163148,108211,66.3,105729,61813,2869,5817,5198,7628,18351,0,3407,6245,112038,68.7
INAPP_Focus-GOL_9-2025,2025-08-31,Campania,502543,355973,70.8,340164,123948,7918,131452,251,17587,148313,900,2520,25846,364589,72.5
INAPP_Focus-GOL_9-2025,2025-08-31,Emilia-Romagna,257367,218167,84.8,208366,170277,8663,29667,7199,53737,87091,3,1922,15830,220649,85.7
INAPP_Focus-GOL_9-2025,2025-08-31,Friuli-Venezia Giulia,103314,97688,94.6,75896,88679,2813,7145,12315,11760,28018,84,60,5509,98013,94.9
INAPP_Focus-GOL_9-2025,2025-08-31,Lazio,251843,133971,53.2,132780,31715,24,7723,13504,7954,28569,0,558,15850,144997,57.6
INAPP_Focus-GOL_9-2025,2025-08-31,Liguria,63859,49355,77.3,41542,27684,1969,22,9586,8399,16123,0,43,4025,49918,78.2
INAPP_Focus-GOL_9-2025,2025-08-31,Lombardia,479047,273668,57.1,240926,195006,12951,6984,53018,31572,78988,6,2065,31894,289531,60.4
INAPP_Focus-GOL_9-2025,2025-08-31,Marche,101537,86394,85.1,48939,76933,3799,4114,2877,3470,9971,1,1166,10154,87787,86.5
INAPP_Focus-GOL_9-2025,2025-08-31,Molise,12973,2463,19,904,28,3,1094,166,554,1766,1,0,929,3333,25.7
INAPP_Focus-GOL_9-2025,2025-08-31,Piemonte,243420,167568,68.8,158708,88307,20547,42024,5387,11411,54555,1,49,24068,170195,69.9
INAPP_Focus-GOL_9-2025,2025-08-31,Puglia,355411,160923,45.3,83191,103658,482,20331,14196,11982,45905,5,11643,20538,176003,49.5
INAPP_Focus-GOL_9-2025,2025-08-31,Sardegna,161429,129151,80,127878,53426,4767,23,6485,6703,12805,1,157,10536,131128,81.2
INAPP_Focus-GOL_9-2025,2025-08-31,Sicilia,501010,149903,29.9,139418,22997,135,13483,4194,12275,28893,2,215,24015,172422,34.4
INAPP_Focus-GOL_9-2025,2025-08-31,Toscana,261538,234803,89.8,213636,172328,9494,31687,33657,16773,72076,4928,3232,14777,235770,90.1
INAPP_Focus-GOL_9-2025,2025-08-31,P.A. Trento,25371,24322,95.9,10237,21970,231,1216,2892,2042,5981,338,97,697,24345,96
INAPP_Focus-GOL_9-2025,2025-08-31,Umbria,58465,42778,73.2,41377,23591,2030,347,5751,4298,9081,0,8,5040,44006,75.3
INAPP_Focus-GOL_9-2025,2025-08-31,Veneto,291815,291535,99.9,291411,280339,13739,8869,42208,19851,62902,2328,317,31021,291595,99.9
INAPP_Focus-GOL_9-2025,2025-08-31,Totale,3966331,2619133,66,2320549,1596464,92735,317022,222460,234666,724475,8624,27641,253919,2711290,68.4
