report_id,data_riferimento,tavola,dimensione,etichetta,variabile,percorso,unita_misura,valore
INAPP_Focus-GOL_1-2025,2024-06-30,1.2,regione,Abruzzo,1_reinserimento_lavorativo_ass,1_reinserimento_lavorativo,valore_assoluto,27641
INAPP_Focus-GOL_1-2025,2024-06-30,1.2,regione,Abruzzo,2_aggiornamento_upskilling_ass,2_aggiornamento_upskilling,valore_assoluto,7201
INAPP_Focus-GOL_1-2025,2024-06-30,1.2,regione,Abruzzo,3_riqualificazione_reskilling_ass,3_riqualificazione_reskilling,valore_assoluto,9633
INAPP_Focus-GOL_1-2025,2024-06-30,1.2,regione,Abruzzo,4_lavoro_inclusione_ass,4_lavoro_inclusione,valore_assoluto,494
INAPP_Focus-GOL_1-2025,2024-06-30,1.2,regione,Abruzzo,5_ricollocazione_collettiva_ass,5_ricollocazione_collettiva,valore_assoluto,0
INAPP_Focus-GOL_1-2025,2024-06-30,1.2,regione,Abruzzo,1_reinserimento_lavorativo_pc,1_reinserimento_lavorativo,percentuale_riga,61.5
INAPP_Focus-GOL_1-2025,2024-06-30,1.2,regione,Abruzzo,2_aggiornamento_upskilling_pc,2_aggiornamento_upskilling,percentuale_riga,16
INAPP_Focus-GOL_1-2025,2024-06-30,1.2,regione,Abruzzo,3_riqualificazione_reskilling_pc,3_riqualificazione_reskilling,percentuale_riga,21.4
INAPP_Focus-GOL_1-2025,2024-06-30,1.2,regione,Abruzzo,4_lavoro_inclusione_pc,4_lavoro_inclusione,percentuale_riga,1.1
INAPP_Focus-GOL_1-2025,2024-06-30,1.2,regione,Abruzzo,5_ricollocazione_collettiva_pc,5_ricollocazione_collettiva,percentuale_riga,0
INAPP_Focus-GOL_1-2025,2024-06-30,1.2,regione,Basilicata,1_reinserimento_lavorativo_ass,1_reinserimento_lavorativo,valore_assoluto,10355
INAPP_Focus-GOL_1-2025,2024-06-30,1.2,regione,Basilicata,2_aggiornamento_upskilling_ass,2_aggiornamento_upskilling,valore_assoluto,5756
INAPP_Focus-GOL_1-2025,2024-06-30,1.2,regione,Basilicata,3_riqualificazione_reskilling_ass,3_riqualificazione_reskilling,valore_assoluto,9807
INAPP_Focus-GOL_1-2025,2024-06-30,1.2,regione,Basilicata,4_lavoro_inclusione_ass,4_lavoro_inclusione,valore_assoluto,271
INAPP_Focus-GOL_1-2025,2024-06-30,1.2,regione,Basilicata,5_ricollocazione_collettiva_ass,5_ricollocazione_collettiva,valore_assoluto,4
INAPP_Focus-GOL_1-2025,2024-06-30,1.2,regione,Basilicata,1_reinserimento_lavorativo_pc,1_reinserimento_lavorativo,percentuale_riga,39.5
