0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
,Totale,,,3.286.912,,,2.839.371,,,"86,4",,,1.823.135,,,1.167.667,,,959.693,,,549.214,,,156.043,
