c1,c2,c6,c7,c8,c9,c10,c11,c12,c13,c11
,Totale,,SFL,,,ADI,,,NASpI-DIScoll,
,,,Domanda accolta e,,,Attivabili al,,,domanda,
,,,attiva,,,lavoro,,,presentata,
