Genere,c3,c4,c5,c6,c7,c8,c9,c10,Età,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,Cittadinanza,c24,c25,c26,c27,c28,c29,c30,c31,Anzianità disoccupazione,c33,c34,c35,c36,c37
,Maschi,,,Femmine,,,Totale,,,15-29,,,30-54,,,55+,,,Totale,,,Italiana,,,Straniera,,,Totale,,,>=6mesi,,,>=12mesi,
