regione;anno;trimestre;trimestre_roman;flusso;variabile;valore;file_origine
Trento;2020;4;IV;avviamenti;rapporti;20858.0;allegato-iv-trimestre-2024.xlsx
Trento;2020;4;IV;avviamenti;lavoratori;17416.0;allegato-iv-trimestre-2024.xlsx
Trento;2020;4;IV;avviamenti;media;1.197634359209922;allegato-iv-trimestre-2024.xlsx
Trento;2020;4;IV;cessazioni;rapporti;38949.0;allegato-iv-trimestre-2024.xlsx
Trento;2020;4;IV;cessazioni;lavoratori;34312.0;allegato-iv-trimestre-2024.xlsx
Trento;2020;4;IV;cessazioni;media;1.1351422242947073;allegato-iv-trimestre-2024.xlsx
Umbria;2020;4;IV;avviamenti;rapporti;30211.0;allegato-iv-trimestre-2024.xlsx
Umbria;2020;4;IV;avviamenti;lavoratori;24330.0;allegato-iv-trimestre-2024.xlsx
Umbria;2020;4;IV;avviamenti;media;1.241718043567612;allegato-iv-trimestre-2024.xlsx
Umbria;2020;4;IV;cessazioni;rapporti;39206.0;allegato-iv-trimestre-2024.xlsx
Umbria;2020;4;IV;cessazioni;lavoratori;33084.0;allegato-iv-trimestre-2024.xlsx
Umbria;2020;4;IV;cessazioni;media;1.1850441300930963;allegato-iv-trimestre-2024.xlsx
Valle d’Aosta/Vallée d’Aoste;2020;4;IV;avviamenti;rapporti;4929.0;allegato-iv-trimestre-2024.xlsx
Valle d’Aosta/Vallée d’Aoste;2020;4;IV;avviamenti;lavoratori;3790.0;allegato-iv-trimestre-2024.xlsx
Valle d’Aosta/Vallée d’Aoste;2020;4;IV;avviamenti;media;1.3005277044854882;allegato-iv-trimestre-2024.xlsx
Valle d’Aosta/Vallée d’Aoste;2020;4;IV;cessazioni;rapporti;6589.0;allegato-iv-trimestre-2024.xlsx
Valle d’Aosta/Vallée d’Aoste;2020;4;IV;cessazioni;lavoratori;5343.0;allegato-iv-trimestre-2024.xlsx
Valle d’Aosta/Vallée d’Aoste;2020;4;IV;cessazioni;media;1.2332023207935616;allegato-iv-trimestre-2024.xlsx
Veneto;2020;4;IV;avviamenti;rapporti;164466.0;allegato-iv-trimestre-2024.xlsx
Veneto;2020;4;IV;avviamenti;lavoratori;138636.0;allegato-iv-trimestre-2024.xlsx
Veneto;2020;4;IV;avviamenti;media;1.1863152427940795;allegato-iv-trimestre-2024.xlsx
Veneto;2020;4;IV;cessazioni;rapporti;192140.0;allegato-iv-trimestre-2024.xlsx
Veneto;2020;4;IV;cessazioni;lavoratori;167187.0;allegato-iv-trimestre-2024.xlsx
Veneto;2020;4;IV;cessazioni;media;1.1492520351462734;allegato-iv-trimestre-2024.xlsx
Abruzzo;2021;1;I;avviamenti;rapporti;43475.0;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2021;1;I;avviamenti;lavoratori;37508.0;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2021;1;I;avviamenti;media;1.1590860616401835;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2021;1;I;cessazioni;rapporti;28285.0;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2021;1;I;cessazioni;lavoratori;23663.0;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2021;1;I;cessazioni;media;1.195326036428179;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2021;1;I;avviamenti;rapporti;37207.0;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2021;1;I;avviamenti;lavoratori;29634.0;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2021;1;I;avviamenti;media;1.2555510562192076;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2021;1;I;cessazioni;rapporti;17041.0;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2021;1;I;cessazioni;lavoratori;13389.0;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2021;1;I;cessazioni;media;1.2727612218985735;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2021;1;I;avviamenti;rapporti;19493.0;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2021;1;I;avviamenti;lavoratori;17751.0;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2021;1;I;avviamenti;media;1.0981353163202072;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2021;1;I;cessazioni;rapporti;14380.0;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2021;1;I;cessazioni;lavoratori;13199.0;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2021;1;I;cessazioni;media;1.0894764754905675;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2021;1;I;avviamenti;rapporti;80092.0;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2021;1;I;avviamenti;lavoratori;67021.0;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2021;1;I;avviamenti;media;1.195028423926829;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2021;1;I;cessazioni;rapporti;49149.0;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2021;1;I;cessazioni;lavoratori;39066.0;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2021;1;I;cessazioni;media;1.2581016740900015;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2021;1;I;avviamenti;rapporti;175092.0;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2021;1;I;avviamenti;lavoratori;153037.0;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2021;1;I;avviamenti;media;1.1441154753425642;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2021;1;I;cessazioni;rapporti;108670.0;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2021;1;I;cessazioni;lavoratori;91646.0;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2021;1;I;cessazioni;media;1.1857582436767562;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2021;1;I;avviamenti;rapporti;201055.0;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2021;1;I;avviamenti;lavoratori;168988.0;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2021;1;I;avviamenti;media;1.1897590361445782;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2021;1;I;cessazioni;rapporti;125118.0;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2021;1;I;cessazioni;lavoratori;102263.0;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2021;1;I;cessazioni;media;1.2234923677185296;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2021;1;I;avviamenti;rapporti;40800.0;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2021;1;I;avviamenti;lavoratori;36196.0;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2021;1;I;avviamenti;media;1.1271963752900873;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2021;1;I;cessazioni;rapporti;27260.0;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2021;1;I;cessazioni;lavoratori;23511.0;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2021;1;I;cessazioni;media;1.1594572753179362;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2021;1;I;avviamenti;rapporti;359732.0;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2021;1;I;avviamenti;lavoratori;209854.0;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2021;1;I;avviamenti;media;1.7142013018574818;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2021;1;I;cessazioni;rapporti;291312.0;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2021;1;I;cessazioni;lavoratori;153221.0;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2021;1;I;cessazioni;media;1.9012537445911462;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2021;1;I;avviamenti;rapporti;41062.0;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2021;1;I;avviamenti;lavoratori;35944.0;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2021;1;I;avviamenti;media;1.1423881593590028;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2021;1;I;cessazioni;rapporti;32596.0;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2021;1;I;cessazioni;lavoratori;28328.0;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2021;1;I;cessazioni;media;1.1506636543349336;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2021;1;I;avviamenti;rapporti;325343.0;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2021;1;I;avviamenti;lavoratori;267501.0;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2021;1;I;avviamenti;media;1.2162309673608698;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2021;1;I;cessazioni;rapporti;253595.0;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2021;1;I;cessazioni;lavoratori;205105.0;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2021;1;I;cessazioni;media;1.2364154945028156;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2021;1;I;avviamenti;rapporti;51182.0;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2021;1;I;avviamenti;lavoratori;44793.0;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2021;1;I;avviamenti;media;1.142633893688746;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2021;1;I;cessazioni;rapporti;33910.0;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2021;1;I;cessazioni;lavoratori;29365.0;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2021;1;I;cessazioni;media;1.1547760939894431;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2021;1;I;avviamenti;rapporti;9157.0;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2021;1;I;avviamenti;lavoratori;7978.0;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2021;1;I;avviamenti;media;1.1477813988468288;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2021;1;I;cessazioni;rapporti;5758.0;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2021;1;I;cessazioni;lavoratori;4880.0;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2021;1;I;cessazioni;media;1.1799180327868852;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2021;1;I;avviamenti;rapporti;576.0;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2021;1;I;avviamenti;lavoratori;555.0;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2021;1;I;avviamenti;media;1.037837837837838;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2021;1;I;cessazioni;rapporti;442.0;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2021;1;I;cessazioni;lavoratori;438.0;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2021;1;I;cessazioni;media;1.0091324200913243;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2021;1;I;avviamenti;rapporti;116518.0;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2021;1;I;avviamenti;lavoratori;100211.0;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2021;1;I;avviamenti;media;1.1627266467753041;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2021;1;I;cessazioni;rapporti;91545.0;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2021;1;I;cessazioni;lavoratori;78359.0;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2021;1;I;cessazioni;media;1.1682767773963425;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2021;1;I;avviamenti;rapporti;241127.0;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2021;1;I;avviamenti;lavoratori;181892.0;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2021;1;I;avviamenti;media;1.3256602819255383;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2021;1;I;cessazioni;rapporti;141170.0;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2021;1;I;cessazioni;lavoratori;103084.0;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2021;1;I;cessazioni;media;1.3694656784758061;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2021;1;I;avviamenti;rapporti;54778.0;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2021;1;I;avviamenti;lavoratori;44500.0;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2021;1;I;avviamenti;media;1.2309662921348314;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2021;1;I;cessazioni;rapporti;37837.0;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2021;1;I;cessazioni;lavoratori;29233.0;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2021;1;I;cessazioni;media;1.2943249067834297;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2021;1;I;avviamenti;rapporti;189391.0;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2021;1;I;avviamenti;lavoratori;160012.0;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2021;1;I;avviamenti;media;1.183604979626528;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2021;1;I;cessazioni;rapporti;104538.0;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2021;1;I;cessazioni;lavoratori;81661.0;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2021;1;I;cessazioni;media;1.2801459693121564;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2021;1;I;avviamenti;rapporti;131737.0;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2021;1;I;avviamenti;lavoratori;111950.0;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2021;1;I;avviamenti;media;1.1767485484591336;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2021;1;I;cessazioni;rapporti;88233.0;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2021;1;I;cessazioni;lavoratori;72957.0;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2021;1;I;cessazioni;media;1.2093836095234178;Allegato-III-Trimestre-CO-2025.xlsx
Totale (d);2021;1;I;avviamenti;rapporti;2322862.0;Allegato-III-Trimestre-CO-2025.xlsx
Totale (d);2021;1;I;avviamenti;lavoratori;1828061.0;Allegato-III-Trimestre-CO-2025.xlsx
Totale (d);2021;1;I;avviamenti;media;1.2706698518266075;Allegato-III-Trimestre-CO-2025.xlsx
Totale (d);2021;1;I;cessazioni;rapporti;1599924.0;Allegato-III-Trimestre-CO-2025.xlsx
Totale (d);2021;1;I;cessazioni;lavoratori;1205033.0;Allegato-III-Trimestre-CO-2025.xlsx
Totale (d);2021;1;I;cessazioni;media;1.3277013990488227;Allegato-III-Trimestre-CO-2025.xlsx
Trento;2021;1;I;avviamenti;rapporti;20352.0;Allegato-III-Trimestre-CO-2025.xlsx
Trento;2021;1;I;avviamenti;lavoratori;17389.0;Allegato-III-Trimestre-CO-2025.xlsx
Trento;2021;1;I;avviamenti;media;1.1703950773477485;Allegato-III-Trimestre-CO-2025.xlsx
Trento;2021;1;I;cessazioni;rapporti;15359.0;Allegato-III-Trimestre-CO-2025.xlsx
Trento;2021;1;I;cessazioni;lavoratori;12921.0;Allegato-III-Trimestre-CO-2025.xlsx
Trento;2021;1;I;cessazioni;media;1.1886850862936305;Allegato-III-Trimestre-CO-2025.xlsx
Umbria;2021;1;I;avviamenti;rapporti;28683.0;Allegato-III-Trimestre-CO-2025.xlsx
Umbria;2021;1;I;avviamenti;lavoratori;24986.0;Allegato-III-Trimestre-CO-2025.xlsx
Umbria;2021;1;I;avviamenti;media;1.1479628592011526;Allegato-III-Trimestre-CO-2025.xlsx
Umbria;2021;1;I;cessazioni;rapporti;18400.0;Allegato-III-Trimestre-CO-2025.xlsx
Umbria;2021;1;I;cessazioni;lavoratori;15878.0;Allegato-III-Trimestre-CO-2025.xlsx
Umbria;2021;1;I;cessazioni;media;1.1588361254566066;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2021;1;I;avviamenti;rapporti;4702.0;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2021;1;I;avviamenti;lavoratori;3927.0;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2021;1;I;avviamenti;media;1.1973516679399032;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2021;1;I;cessazioni;rapporti;3658.0;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2021;1;I;cessazioni;lavoratori;2965.0;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2021;1;I;cessazioni;media;1.233726812816189;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2021;1;I;avviamenti;rapporti;151308.0;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2021;1;I;avviamenti;lavoratori;134925.0;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2021;1;I;avviamenti;media;1.1214230127848805;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2021;1;I;cessazioni;rapporti;111668.0;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2021;1;I;cessazioni;lavoratori;98965.0;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2021;1;I;cessazioni;media;1.1283585105845502;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2021;2;II;avviamenti;rapporti;66437.0;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2021;2;II;avviamenti;lavoratori;55893.0;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2021;2;II;avviamenti;media;1.1886461632046947;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2021;2;II;cessazioni;rapporti;50928.0;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2021;2;II;cessazioni;lavoratori;41830.0;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2021;2;II;cessazioni;media;1.217499402342816;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2021;2;II;avviamenti;rapporti;39745.0;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2021;2;II;avviamenti;lavoratori;31230.0;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2021;2;II;avviamenti;media;1.2726544988792827;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2021;2;II;cessazioni;rapporti;37300.0;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2021;2;II;cessazioni;lavoratori;27546.0;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2021;2;II;cessazioni;media;1.3540985987076164;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2021;2;II;avviamenti;rapporti;49744.0;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2021;2;II;avviamenti;lavoratori;44984.0;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2021;2;II;avviamenti;media;1.1058154010314778;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2021;2;II;cessazioni;rapporti;22815.0;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2021;2;II;cessazioni;lavoratori;20718.0;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2021;2;II;cessazioni;media;1.1012163336229366;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2021;2;II;avviamenti;rapporti;83457.0;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2021;2;II;avviamenti;lavoratori;71205.0;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2021;2;II;avviamenti;media;1.1720665683589635;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2021;2;II;cessazioni;rapporti;64349.0;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2021;2;II;cessazioni;lavoratori;49919.0;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2021;2;II;cessazioni;media;1.289068290630822;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2021;2;II;avviamenti;rapporti;206644.0;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2021;2;II;avviamenti;lavoratori;170471.0;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2021;2;II;avviamenti;media;1.2121944494958086;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2021;2;II;cessazioni;rapporti;182532.0;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2021;2;II;cessazioni;lavoratori;144288.0;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2021;2;II;cessazioni;media;1.2650532268795742;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2021;2;II;avviamenti;rapporti;257741.0;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2021;2;II;avviamenti;lavoratori;208147.0;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2021;2;II;avviamenti;media;1.2382643035931338;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2021;2;II;cessazioni;rapporti;209338.0;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2021;2;II;cessazioni;lavoratori;168018.0;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2021;2;II;cessazioni;media;1.2459260317346952;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2021;2;II;avviamenti;rapporti;48632.0;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2021;2;II;avviamenti;lavoratori;41939.0;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2021;2;II;avviamenti;media;1.1595889267746011;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2021;2;II;cessazioni;rapporti;44737.0;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2021;2;II;cessazioni;lavoratori;38115.0;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2021;2;II;cessazioni;media;1.1737373737373737;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2021;2;II;avviamenti;rapporti;420363.0;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2021;2;II;avviamenti;lavoratori;222352.0;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2021;2;II;avviamenti;media;1.8905294308124057;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2021;2;II;cessazioni;rapporti;427928.0;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2021;2;II;cessazioni;lavoratori;227462.0;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2021;2;II;cessazioni;media;1.8813164396690436;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2021;2;II;avviamenti;rapporti;73969.0;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2021;2;II;avviamenti;lavoratori;63092.0;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2021;2;II;avviamenti;media;1.1723990363279022;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2021;2;II;cessazioni;rapporti;54781.0;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2021;2;II;cessazioni;lavoratori;46168.0;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2021;2;II;cessazioni;media;1.1865577889447236;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2021;2;II;avviamenti;rapporti;401200.0;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2021;2;II;avviamenti;lavoratori;320470.0;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2021;2;II;avviamenti;media;1.251911255343714;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2021;2;II;cessazioni;rapporti;386777.0;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2021;2;II;cessazioni;lavoratori;306414.0;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2021;2;II;cessazioni;media;1.262269348006292;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2021;2;II;avviamenti;rapporti;77259.0;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2021;2;II;avviamenti;lavoratori;64657.0;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2021;2;II;avviamenti;media;1.1949054240066814;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2021;2;II;cessazioni;rapporti;62887.0;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2021;2;II;cessazioni;lavoratori;51607.0;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2021;2;II;cessazioni;media;1.2185749995155697;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2021;2;II;avviamenti;rapporti;12188.0;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2021;2;II;avviamenti;lavoratori;10273.0;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2021;2;II;avviamenti;media;1.1864109802394627;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2021;2;II;cessazioni;rapporti;9823.0;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2021;2;II;cessazioni;lavoratori;8023.0;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2021;2;II;cessazioni;media;1.2243549794341269;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2021;2;II;avviamenti;rapporti;753.0;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2021;2;II;avviamenti;lavoratori;731.0;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2021;2;II;avviamenti;media;1.0300957592339262;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2021;2;II;cessazioni;rapporti;563.0;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2021;2;II;cessazioni;lavoratori;531.0;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2021;2;II;cessazioni;media;1.0602636534839924;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2021;2;II;avviamenti;rapporti;132338.0;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2021;2;II;avviamenti;lavoratori;112298.0;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2021;2;II;avviamenti;media;1.178453756968067;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2021;2;II;cessazioni;rapporti;135131.0;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2021;2;II;cessazioni;lavoratori;114432.0;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2021;2;II;cessazioni;media;1.1808847175615214;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2021;2;II;avviamenti;rapporti;299543.0;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2021;2;II;avviamenti;lavoratori;217046.0;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2021;2;II;avviamenti;media;1.3800899348525197;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2021;2;II;cessazioni;rapporti;251360.0;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2021;2;II;cessazioni;lavoratori;177009.0;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2021;2;II;cessazioni;media;1.4200407888864408;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2021;2;II;avviamenti;rapporti;95770.0;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2021;2;II;avviamenti;lavoratori;81740.0;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2021;2;II;avviamenti;media;1.171641791044776;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2021;2;II;cessazioni;rapporti;63621.0;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2021;2;II;cessazioni;lavoratori;50982.0;Allegato-III-Trimestre-CO-2025.xlsx
