regione;anno;trimestre;trimestre_roman;flusso;variabile;valore;file_origine
Liguria;2018;4;IV;avviamenti;rapporti;54743.0;Allegato-IV-Trimestre-2022.xlsx
Liguria;2018;4;IV;avviamenti;lavoratori;45571.0;Allegato-IV-Trimestre-2022.xlsx
Liguria;2018;4;IV;avviamenti;media;1.2012683504860546;Allegato-IV-Trimestre-2022.xlsx
Liguria;2018;4;IV;cessazioni;rapporti;63604.0;Allegato-IV-Trimestre-2022.xlsx
Liguria;2018;4;IV;cessazioni;lavoratori;55299.0;Allegato-IV-Trimestre-2022.xlsx
Liguria;2018;4;IV;cessazioni;media;1.1501835476229227;Allegato-IV-Trimestre-2022.xlsx
Lombardia;2018;4;IV;avviamenti;rapporti;431276.0;Allegato-IV-Trimestre-2022.xlsx
Lombardia;2018;4;IV;avviamenti;lavoratori;324914.0;Allegato-IV-Trimestre-2022.xlsx
Lombardia;2018;4;IV;avviamenti;media;1.3273543152957399;Allegato-IV-Trimestre-2022.xlsx
Lombardia;2018;4;IV;cessazioni;rapporti;466074.0;Allegato-IV-Trimestre-2022.xlsx
Lombardia;2018;4;IV;cessazioni;lavoratori;359390.0;Allegato-IV-Trimestre-2022.xlsx
Lombardia;2018;4;IV;cessazioni;media;1.2968474359331088;Allegato-IV-Trimestre-2022.xlsx
Marche;2018;4;IV;avviamenti;rapporti;60857.0;Allegato-IV-Trimestre-2022.xlsx
Marche;2018;4;IV;avviamenti;lavoratori;48590.0;Allegato-IV-Trimestre-2022.xlsx
Marche;2018;4;IV;avviamenti;media;1.2524593537764972;Allegato-IV-Trimestre-2022.xlsx
Marche;2018;4;IV;cessazioni;rapporti;72221.0;Allegato-IV-Trimestre-2022.xlsx
Marche;2018;4;IV;cessazioni;lavoratori;59639.0;Allegato-IV-Trimestre-2022.xlsx
Marche;2018;4;IV;cessazioni;media;1.2109693321484263;Allegato-IV-Trimestre-2022.xlsx
Molise;2018;4;IV;avviamenti;rapporti;10223.0;Allegato-IV-Trimestre-2022.xlsx
Molise;2018;4;IV;avviamenti;lavoratori;8278.0;Allegato-IV-Trimestre-2022.xlsx
Molise;2018;4;IV;avviamenti;media;1.2349601352983812;Allegato-IV-Trimestre-2022.xlsx
Molise;2018;4;IV;cessazioni;rapporti;14623.0;Allegato-IV-Trimestre-2022.xlsx
Molise;2018;4;IV;cessazioni;lavoratori;12226.0;Allegato-IV-Trimestre-2022.xlsx
Molise;2018;4;IV;cessazioni;media;1.1960575822018649;Allegato-IV-Trimestre-2022.xlsx
N.D. (c );2018;4;IV;avviamenti;rapporti;1005.0;Allegato-IV-Trimestre-2022.xlsx
N.D. (c );2018;4;IV;avviamenti;lavoratori;891.0;Allegato-IV-Trimestre-2022.xlsx
N.D. (c );2018;4;IV;avviamenti;media;1.127946127946128;Allegato-IV-Trimestre-2022.xlsx
N.D. (c );2018;4;IV;cessazioni;rapporti;1359.0;Allegato-IV-Trimestre-2022.xlsx
N.D. (c );2018;4;IV;cessazioni;lavoratori;1231.0;Allegato-IV-Trimestre-2022.xlsx
N.D. (c );2018;4;IV;cessazioni;media;1.1039805036555645;Allegato-IV-Trimestre-2022.xlsx
Piemonte;2018;4;IV;avviamenti;rapporti;138974.0;Allegato-IV-Trimestre-2022.xlsx
Piemonte;2018;4;IV;avviamenti;lavoratori;117293.0;Allegato-IV-Trimestre-2022.xlsx
Piemonte;2018;4;IV;avviamenti;media;1.1848447903966988;Allegato-IV-Trimestre-2022.xlsx
Piemonte;2018;4;IV;cessazioni;rapporti;166794.0;Allegato-IV-Trimestre-2022.xlsx
Piemonte;2018;4;IV;cessazioni;lavoratori;143066.0;Allegato-IV-Trimestre-2022.xlsx
Piemonte;2018;4;IV;cessazioni;media;1.1658535221506159;Allegato-IV-Trimestre-2022.xlsx
Puglia;2018;4;IV;avviamenti;rapporti;241088.0;Allegato-IV-Trimestre-2022.xlsx
Puglia;2018;4;IV;avviamenti;lavoratori;172153.0;Allegato-IV-Trimestre-2022.xlsx
Puglia;2018;4;IV;avviamenti;media;1.4004286884341255;Allegato-IV-Trimestre-2022.xlsx
Puglia;2018;4;IV;cessazioni;rapporti;354934.0;Allegato-IV-Trimestre-2022.xlsx
Puglia;2018;4;IV;cessazioni;lavoratori;256503.0;Allegato-IV-Trimestre-2022.xlsx
Puglia;2018;4;IV;cessazioni;media;1.3837421004822557;Allegato-IV-Trimestre-2022.xlsx
Sardegna;2018;4;IV;avviamenti;rapporti;61075.0;Allegato-IV-Trimestre-2022.xlsx
Sardegna;2018;4;IV;avviamenti;lavoratori;47040.0;Allegato-IV-Trimestre-2022.xlsx
Sardegna;2018;4;IV;avviamenti;media;1.2983630952380953;Allegato-IV-Trimestre-2022.xlsx
Sardegna;2018;4;IV;cessazioni;rapporti;84784.0;Allegato-IV-Trimestre-2022.xlsx
Sardegna;2018;4;IV;cessazioni;lavoratori;70561.0;Allegato-IV-Trimestre-2022.xlsx
Sardegna;2018;4;IV;cessazioni;media;1.2015702725301511;Allegato-IV-Trimestre-2022.xlsx
Sicilia;2018;4;IV;avviamenti;rapporti;187403.0;Allegato-IV-Trimestre-2022.xlsx
Sicilia;2018;4;IV;avviamenti;lavoratori;143147.0;Allegato-IV-Trimestre-2022.xlsx
Sicilia;2018;4;IV;avviamenti;media;1.3091647048139325;Allegato-IV-Trimestre-2022.xlsx
Sicilia;2018;4;IV;cessazioni;rapporti;286458.0;Allegato-IV-Trimestre-2022.xlsx
Sicilia;2018;4;IV;cessazioni;lavoratori;236102.0;Allegato-IV-Trimestre-2022.xlsx
Sicilia;2018;4;IV;cessazioni;media;1.2132807007140982;Allegato-IV-Trimestre-2022.xlsx
Toscana;2018;4;IV;avviamenti;rapporti;160835.0;Allegato-IV-Trimestre-2022.xlsx
Toscana;2018;4;IV;avviamenti;lavoratori;127526.0;Allegato-IV-Trimestre-2022.xlsx
Toscana;2018;4;IV;avviamenti;media;1.2611937957749793;Allegato-IV-Trimestre-2022.xlsx
Toscana;2018;4;IV;cessazioni;rapporti;202071.0;Allegato-IV-Trimestre-2022.xlsx
Toscana;2018;4;IV;cessazioni;lavoratori;166585.0;Allegato-IV-Trimestre-2022.xlsx
Toscana;2018;4;IV;cessazioni;media;1.2130203799861932;Allegato-IV-Trimestre-2022.xlsx
Totale (d);2018;4;IV;avviamenti;rapporti;2703149.0;Allegato-IV-Trimestre-2022.xlsx
Totale (d);2018;4;IV;avviamenti;lavoratori;1965690.0;Allegato-IV-Trimestre-2022.xlsx
Totale (d);2018;4;IV;avviamenti;media;1.3751654635268022;Allegato-IV-Trimestre-2022.xlsx
Totale (d);2018;4;IV;cessazioni;rapporti;3387524.0;Allegato-IV-Trimestre-2022.xlsx
Totale (d);2018;4;IV;cessazioni;lavoratori;2577006.0;Allegato-IV-Trimestre-2022.xlsx
Totale (d);2018;4;IV;cessazioni;media;1.314519252186452;Allegato-IV-Trimestre-2022.xlsx
Trento;2018;4;IV;avviamenti;rapporti;37573.0;Allegato-IV-Trimestre-2022.xlsx
Trento;2018;4;IV;avviamenti;lavoratori;33331.0;Allegato-IV-Trimestre-2022.xlsx
Trento;2018;4;IV;avviamenti;media;1.1272689088236176;Allegato-IV-Trimestre-2022.xlsx
Trento;2018;4;IV;cessazioni;rapporti;42178.0;Allegato-IV-Trimestre-2022.xlsx
Trento;2018;4;IV;cessazioni;lavoratori;37909.0;Allegato-IV-Trimestre-2022.xlsx
Trento;2018;4;IV;cessazioni;media;1.1126117808435991;Allegato-IV-Trimestre-2022.xlsx
Umbria;2018;4;IV;avviamenti;rapporti;34883.0;Allegato-IV-Trimestre-2022.xlsx
Umbria;2018;4;IV;avviamenti;lavoratori;26269.0;Allegato-IV-Trimestre-2022.xlsx
Umbria;2018;4;IV;avviamenti;media;1.327915032928547;Allegato-IV-Trimestre-2022.xlsx
Umbria;2018;4;IV;cessazioni;rapporti;45623.0;Allegato-IV-Trimestre-2022.xlsx
Umbria;2018;4;IV;cessazioni;lavoratori;35957.0;Allegato-IV-Trimestre-2022.xlsx
Umbria;2018;4;IV;cessazioni;media;1.2688210918597214;Allegato-IV-Trimestre-2022.xlsx
Valle d’Aosta/Vallée d’Aoste;2018;4;IV;avviamenti;rapporti;10864.0;Allegato-IV-Trimestre-2022.xlsx
Valle d’Aosta/Vallée d’Aoste;2018;4;IV;avviamenti;lavoratori;9314.0;Allegato-IV-Trimestre-2022.xlsx
Valle d’Aosta/Vallée d’Aoste;2018;4;IV;avviamenti;media;1.1664161477345931;Allegato-IV-Trimestre-2022.xlsx
Valle d’Aosta/Vallée d’Aoste;2018;4;IV;cessazioni;rapporti;7165.0;Allegato-IV-Trimestre-2022.xlsx
Valle d’Aosta/Vallée d’Aoste;2018;4;IV;cessazioni;lavoratori;5946.0;Allegato-IV-Trimestre-2022.xlsx
Valle d’Aosta/Vallée d’Aoste;2018;4;IV;cessazioni;media;1.205011772620249;Allegato-IV-Trimestre-2022.xlsx
Veneto;2018;4;IV;avviamenti;rapporti;178012.0;Allegato-IV-Trimestre-2022.xlsx
Veneto;2018;4;IV;avviamenti;lavoratori;151068.0;Allegato-IV-Trimestre-2022.xlsx
Veneto;2018;4;IV;avviamenti;media;1.1783567664892631;Allegato-IV-Trimestre-2022.xlsx
Veneto;2018;4;IV;cessazioni;rapporti;216780.0;Allegato-IV-Trimestre-2022.xlsx
Veneto;2018;4;IV;cessazioni;lavoratori;188660.0;Allegato-IV-Trimestre-2022.xlsx
Veneto;2018;4;IV;cessazioni;media;1.1490512032227287;Allegato-IV-Trimestre-2022.xlsx
Abruzzo;2019;1;I;avviamenti;rapporti;57558.0;allegato-iv-trimestre-2023.xlsx
Abruzzo;2019;1;I;avviamenti;lavoratori;46646.0;allegato-iv-trimestre-2023.xlsx
Abruzzo;2019;1;I;avviamenti;media;1.2339321699609826;allegato-iv-trimestre-2023.xlsx
Abruzzo;2019;1;I;cessazioni;rapporti;42293.0;allegato-iv-trimestre-2023.xlsx
Abruzzo;2019;1;I;cessazioni;lavoratori;33097.0;allegato-iv-trimestre-2023.xlsx
Abruzzo;2019;1;I;cessazioni;media;1.2778499561893828;allegato-iv-trimestre-2023.xlsx
Basilicata;2019;1;I;avviamenti;rapporti;40050.0;allegato-iv-trimestre-2023.xlsx
Basilicata;2019;1;I;avviamenti;lavoratori;30928.0;allegato-iv-trimestre-2023.xlsx
Basilicata;2019;1;I;avviamenti;media;1.294943093636834;allegato-iv-trimestre-2023.xlsx
Basilicata;2019;1;I;cessazioni;rapporti;22647.0;allegato-iv-trimestre-2023.xlsx
Basilicata;2019;1;I;cessazioni;lavoratori;16896.0;allegato-iv-trimestre-2023.xlsx
Basilicata;2019;1;I;cessazioni;media;1.3403764204545454;allegato-iv-trimestre-2023.xlsx
Bolzano/Bolzen;2019;1;I;avviamenti;rapporti;29701.0;allegato-iv-trimestre-2023.xlsx
Bolzano/Bolzen;2019;1;I;avviamenti;lavoratori;27115.0;allegato-iv-trimestre-2023.xlsx
Bolzano/Bolzen;2019;1;I;avviamenti;media;1.0953715655541214;allegato-iv-trimestre-2023.xlsx
Bolzano/Bolzen;2019;1;I;cessazioni;rapporti;33053.0;allegato-iv-trimestre-2023.xlsx
Bolzano/Bolzen;2019;1;I;cessazioni;lavoratori;30720.0;allegato-iv-trimestre-2023.xlsx
Bolzano/Bolzen;2019;1;I;cessazioni;media;1.0759440104166667;allegato-iv-trimestre-2023.xlsx
Calabria;2019;1;I;avviamenti;rapporti;85464.0;allegato-iv-trimestre-2023.xlsx
Calabria;2019;1;I;avviamenti;lavoratori;69565.0;allegato-iv-trimestre-2023.xlsx
Calabria;2019;1;I;avviamenti;media;1.2285488392151225;allegato-iv-trimestre-2023.xlsx
Calabria;2019;1;I;cessazioni;rapporti;57973.0;allegato-iv-trimestre-2023.xlsx
Calabria;2019;1;I;cessazioni;lavoratori;44676.0;allegato-iv-trimestre-2023.xlsx
Calabria;2019;1;I;cessazioni;media;1.2976318381233771;allegato-iv-trimestre-2023.xlsx
Campania;2019;1;I;avviamenti;rapporti;221418.0;allegato-iv-trimestre-2023.xlsx
Campania;2019;1;I;avviamenti;lavoratori;172208.0;allegato-iv-trimestre-2023.xlsx
Campania;2019;1;I;avviamenti;media;1.2857590820403233;allegato-iv-trimestre-2023.xlsx
Campania;2019;1;I;cessazioni;rapporti;159166.0;allegato-iv-trimestre-2023.xlsx
Campania;2019;1;I;cessazioni;lavoratori;115339.0;allegato-iv-trimestre-2023.xlsx
Campania;2019;1;I;cessazioni;media;1.379984220428476;allegato-iv-trimestre-2023.xlsx
Emilia Romagna;2019;1;I;avviamenti;rapporti;250285.0;allegato-iv-trimestre-2023.xlsx
Emilia Romagna;2019;1;I;avviamenti;lavoratori;204831.0;allegato-iv-trimestre-2023.xlsx
Emilia Romagna;2019;1;I;avviamenti;media;1.2219097695173093;allegato-iv-trimestre-2023.xlsx
Emilia Romagna;2019;1;I;cessazioni;rapporti;160806.0;allegato-iv-trimestre-2023.xlsx
Emilia Romagna;2019;1;I;cessazioni;lavoratori;126513.0;allegato-iv-trimestre-2023.xlsx
Emilia Romagna;2019;1;I;cessazioni;media;1.2710630528088023;allegato-iv-trimestre-2023.xlsx
Friuli Venezia Giulia;2019;1;I;avviamenti;rapporti;47375.0;allegato-iv-trimestre-2023.xlsx
Friuli Venezia Giulia;2019;1;I;avviamenti;lavoratori;41168.0;allegato-iv-trimestre-2023.xlsx
Friuli Venezia Giulia;2019;1;I;avviamenti;media;1.1507724446171783;allegato-iv-trimestre-2023.xlsx
Friuli Venezia Giulia;2019;1;I;cessazioni;rapporti;32639.0;allegato-iv-trimestre-2023.xlsx
Friuli Venezia Giulia;2019;1;I;cessazioni;lavoratori;27702.0;allegato-iv-trimestre-2023.xlsx
Friuli Venezia Giulia;2019;1;I;cessazioni;media;1.178218179192838;allegato-iv-trimestre-2023.xlsx
Lazio;2019;1;I;avviamenti;rapporti;400251.0;allegato-iv-trimestre-2023.xlsx
Lazio;2019;1;I;avviamenti;lavoratori;234619.0;allegato-iv-trimestre-2023.xlsx
Lazio;2019;1;I;avviamenti;media;1.705961580264173;allegato-iv-trimestre-2023.xlsx
Lazio;2019;1;I;cessazioni;rapporti;334869.0;allegato-iv-trimestre-2023.xlsx
Lazio;2019;1;I;cessazioni;lavoratori;179809.0;allegato-iv-trimestre-2023.xlsx
Lazio;2019;1;I;cessazioni;media;1.862359503695588;allegato-iv-trimestre-2023.xlsx
Liguria;2019;1;I;avviamenti;rapporti;57823.0;allegato-iv-trimestre-2023.xlsx
Liguria;2019;1;I;avviamenti;lavoratori;49617.0;allegato-iv-trimestre-2023.xlsx
Liguria;2019;1;I;avviamenti;media;1.1653868633734406;allegato-iv-trimestre-2023.xlsx
Liguria;2019;1;I;cessazioni;rapporti;44337.0;allegato-iv-trimestre-2023.xlsx
Liguria;2019;1;I;cessazioni;lavoratori;37614.0;allegato-iv-trimestre-2023.xlsx
Liguria;2019;1;I;cessazioni;media;1.178736640612538;allegato-iv-trimestre-2023.xlsx
Lombardia;2019;1;I;avviamenti;rapporti;450982.0;allegato-iv-trimestre-2023.xlsx
Lombardia;2019;1;I;avviamenti;lavoratori;348508.0;allegato-iv-trimestre-2023.xlsx
Lombardia;2019;1;I;avviamenti;media;1.2940362918498285;allegato-iv-trimestre-2023.xlsx
Lombardia;2019;1;I;cessazioni;rapporti;344306.0;allegato-iv-trimestre-2023.xlsx
Lombardia;2019;1;I;cessazioni;lavoratori;257478.0;allegato-iv-trimestre-2023.xlsx
Lombardia;2019;1;I;cessazioni;media;1.3372249279550097;allegato-iv-trimestre-2023.xlsx
Marche;2019;1;I;avviamenti;rapporti;65784.0;allegato-iv-trimestre-2023.xlsx
Marche;2019;1;I;avviamenti;lavoratori;54342.0;allegato-iv-trimestre-2023.xlsx
Marche;2019;1;I;avviamenti;media;1.2105553715358286;allegato-iv-trimestre-2023.xlsx
Marche;2019;1;I;cessazioni;rapporti;45923.0;allegato-iv-trimestre-2023.xlsx
Marche;2019;1;I;cessazioni;lavoratori;36710.0;allegato-iv-trimestre-2023.xlsx
Marche;2019;1;I;cessazioni;media;1.2509670389539636;allegato-iv-trimestre-2023.xlsx
Molise;2019;1;I;avviamenti;rapporti;11223.0;allegato-iv-trimestre-2023.xlsx
Molise;2019;1;I;avviamenti;lavoratori;9092.0;allegato-iv-trimestre-2023.xlsx
Molise;2019;1;I;avviamenti;media;1.234381874175099;allegato-iv-trimestre-2023.xlsx
Molise;2019;1;I;cessazioni;rapporti;8172.0;allegato-iv-trimestre-2023.xlsx
Molise;2019;1;I;cessazioni;lavoratori;6415.0;allegato-iv-trimestre-2023.xlsx
Molise;2019;1;I;cessazioni;media;1.2738893219017926;allegato-iv-trimestre-2023.xlsx
N.D. (c );2019;1;I;avviamenti;rapporti;1064.0;allegato-iv-trimestre-2023.xlsx
N.D. (c );2019;1;I;avviamenti;lavoratori;989.0;allegato-iv-trimestre-2023.xlsx
N.D. (c );2019;1;I;avviamenti;media;1.075834175935288;allegato-iv-trimestre-2023.xlsx
N.D. (c );2019;1;I;cessazioni;rapporti;959.0;allegato-iv-trimestre-2023.xlsx
N.D. (c );2019;1;I;cessazioni;lavoratori;899.0;allegato-iv-trimestre-2023.xlsx
N.D. (c );2019;1;I;cessazioni;media;1.0667408231368187;allegato-iv-trimestre-2023.xlsx
Piemonte;2019;1;I;avviamenti;rapporti;147507.0;allegato-iv-trimestre-2023.xlsx
Piemonte;2019;1;I;avviamenti;lavoratori;124788.0;allegato-iv-trimestre-2023.xlsx
Piemonte;2019;1;I;avviamenti;media;1.1820607750745264;allegato-iv-trimestre-2023.xlsx
Piemonte;2019;1;I;cessazioni;rapporti;109374.0;allegato-iv-trimestre-2023.xlsx
Piemonte;2019;1;I;cessazioni;lavoratori;91336.0;allegato-iv-trimestre-2023.xlsx
Piemonte;2019;1;I;cessazioni;media;1.1974905842165193;allegato-iv-trimestre-2023.xlsx
Puglia;2019;1;I;avviamenti;rapporti;277783.0;allegato-iv-trimestre-2023.xlsx
Puglia;2019;1;I;avviamenti;lavoratori;200991.0;allegato-iv-trimestre-2023.xlsx
Puglia;2019;1;I;avviamenti;media;1.3820668587150668;allegato-iv-trimestre-2023.xlsx
Puglia;2019;1;I;cessazioni;rapporti;180480.0;allegato-iv-trimestre-2023.xlsx
Puglia;2019;1;I;cessazioni;lavoratori;123320.0;allegato-iv-trimestre-2023.xlsx
Puglia;2019;1;I;cessazioni;media;1.463509568602011;allegato-iv-trimestre-2023.xlsx
Sardegna;2019;1;I;avviamenti;rapporti;64430.0;allegato-iv-trimestre-2023.xlsx
Sardegna;2019;1;I;avviamenti;lavoratori;50880.0;allegato-iv-trimestre-2023.xlsx
Sardegna;2019;1;I;avviamenti;media;1.266312893081761;allegato-iv-trimestre-2023.xlsx
Sardegna;2019;1;I;cessazioni;rapporti;46037.0;allegato-iv-trimestre-2023.xlsx
Sardegna;2019;1;I;cessazioni;lavoratori;34395.0;allegato-iv-trimestre-2023.xlsx
Sardegna;2019;1;I;cessazioni;media;1.3384794301497311;allegato-iv-trimestre-2023.xlsx
Sicilia;2019;1;I;avviamenti;rapporti;206966.0;allegato-iv-trimestre-2023.xlsx
Sicilia;2019;1;I;avviamenti;lavoratori;163607.0;allegato-iv-trimestre-2023.xlsx
Sicilia;2019;1;I;avviamenti;media;1.265019222893886;allegato-iv-trimestre-2023.xlsx
Sicilia;2019;1;I;cessazioni;rapporti;131558.0;allegato-iv-trimestre-2023.xlsx
Sicilia;2019;1;I;cessazioni;lavoratori;93084.0;allegato-iv-trimestre-2023.xlsx
Sicilia;2019;1;I;cessazioni;media;1.413325598384255;allegato-iv-trimestre-2023.xlsx
Toscana;2019;1;I;avviamenti;rapporti;180666.0;allegato-iv-trimestre-2023.xlsx
Toscana;2019;1;I;avviamenti;lavoratori;145645.0;allegato-iv-trimestre-2023.xlsx
Toscana;2019;1;I;avviamenti;media;1.2404545298499776;allegato-iv-trimestre-2023.xlsx
Toscana;2019;1;I;cessazioni;rapporti;128468.0;allegato-iv-trimestre-2023.xlsx
Toscana;2019;1;I;cessazioni;lavoratori;99302.0;allegato-iv-trimestre-2023.xlsx
Toscana;2019;1;I;cessazioni;media;1.2937100964733843;allegato-iv-trimestre-2023.xlsx
Totale (d);2019;1;I;avviamenti;rapporti;2871775.0;allegato-iv-trimestre-2023.xlsx
Totale (d);2019;1;I;avviamenti;lavoratori;2166838.0;allegato-iv-trimestre-2023.xlsx
Totale (d);2019;1;I;avviamenti;media;1.3253298123809902;allegato-iv-trimestre-2023.xlsx
Totale (d);2019;1;I;cessazioni;rapporti;2094378.0;allegato-iv-trimestre-2023.xlsx
Totale (d);2019;1;I;cessazioni;lavoratori;1501017.0;allegato-iv-trimestre-2023.xlsx
Totale (d);2019;1;I;cessazioni;media;1.3953059825438352;allegato-iv-trimestre-2023.xlsx
Trento;2019;1;I;avviamenti;rapporti;25404.0;allegato-iv-trimestre-2023.xlsx
Trento;2019;1;I;avviamenti;lavoratori;21840.0;allegato-iv-trimestre-2023.xlsx
Trento;2019;1;I;avviamenti;media;1.1631868131868133;allegato-iv-trimestre-2023.xlsx
Trento;2019;1;I;cessazioni;rapporti;29517.0;allegato-iv-trimestre-2023.xlsx
Trento;2019;1;I;cessazioni;lavoratori;25873.0;allegato-iv-trimestre-2023.xlsx
Trento;2019;1;I;cessazioni;media;1.140841804197426;allegato-iv-trimestre-2023.xlsx
Umbria;2019;1;I;avviamenti;rapporti;39376.0;allegato-iv-trimestre-2023.xlsx
Umbria;2019;1;I;avviamenti;lavoratori;31103.0;allegato-iv-trimestre-2023.xlsx
Umbria;2019;1;I;avviamenti;media;1.2659872038067068;allegato-iv-trimestre-2023.xlsx
Umbria;2019;1;I;cessazioni;rapporti;27540.0;allegato-iv-trimestre-2023.xlsx
Umbria;2019;1;I;cessazioni;lavoratori;20591.0;allegato-iv-trimestre-2023.xlsx
Umbria;2019;1;I;cessazioni;media;1.3374775387305133;allegato-iv-trimestre-2023.xlsx
Valle d’Aosta/Vallée d’Aoste;2019;1;I;avviamenti;rapporti;6388.0;allegato-iv-trimestre-2023.xlsx
Valle d’Aosta/Vallée d’Aoste;2019;1;I;avviamenti;lavoratori;4530.0;allegato-iv-trimestre-2023.xlsx
Valle d’Aosta/Vallée d’Aoste;2019;1;I;avviamenti;media;1.4101545253863135;allegato-iv-trimestre-2023.xlsx
Valle d’Aosta/Vallée d’Aoste;2019;1;I;cessazioni;rapporti;6964.0;allegato-iv-trimestre-2023.xlsx
Valle d’Aosta/Vallée d’Aoste;2019;1;I;cessazioni;lavoratori;5072.0;allegato-iv-trimestre-2023.xlsx
Valle d’Aosta/Vallée d’Aoste;2019;1;I;cessazioni;media;1.3730283911671923;allegato-iv-trimestre-2023.xlsx
Veneto;2019;1;I;avviamenti;rapporti;204277.0;allegato-iv-trimestre-2023.xlsx
Veneto;2019;1;I;avviamenti;lavoratori;174332.0;allegato-iv-trimestre-2023.xlsx
Veneto;2019;1;I;avviamenti;media;1.171769956175573;allegato-iv-trimestre-2023.xlsx
Veneto;2019;1;I;cessazioni;rapporti;147297.0;allegato-iv-trimestre-2023.xlsx
Veneto;2019;1;I;cessazioni;lavoratori;123350.0;allegato-iv-trimestre-2023.xlsx
Veneto;2019;1;I;cessazioni;media;1.1941386299148764;allegato-iv-trimestre-2023.xlsx
Abruzzo;2019;2;II;avviamenti;rapporti;70722.0;allegato-iv-trimestre-2023.xlsx
Abruzzo;2019;2;II;avviamenti;lavoratori;56297.0;allegato-iv-trimestre-2023.xlsx
Abruzzo;2019;2;II;avviamenti;media;1.2562303497522072;allegato-iv-trimestre-2023.xlsx
Abruzzo;2019;2;II;cessazioni;rapporti;57357.0;allegato-iv-trimestre-2023.xlsx
Abruzzo;2019;2;II;cessazioni;lavoratori;44156.0;allegato-iv-trimestre-2023.xlsx
Abruzzo;2019;2;II;cessazioni;media;1.2989627683666998;allegato-iv-trimestre-2023.xlsx
Basilicata;2019;2;II;avviamenti;rapporti;49161.0;allegato-iv-trimestre-2023.xlsx
Basilicata;2019;2;II;avviamenti;lavoratori;34553.0;allegato-iv-trimestre-2023.xlsx
Basilicata;2019;2;II;avviamenti;media;1.4227708158481174;allegato-iv-trimestre-2023.xlsx
Basilicata;2019;2;II;cessazioni;rapporti;43327.0;allegato-iv-trimestre-2023.xlsx
Basilicata;2019;2;II;cessazioni;lavoratori;29060.0;allegato-iv-trimestre-2023.xlsx
Basilicata;2019;2;II;cessazioni;media;1.490949759119064;allegato-iv-trimestre-2023.xlsx
Bolzano/Bolzen;2019;2;II;avviamenti;rapporti;51109.0;allegato-iv-trimestre-2023.xlsx
Bolzano/Bolzen;2019;2;II;avviamenti;lavoratori;46191.0;allegato-iv-trimestre-2023.xlsx
Bolzano/Bolzen;2019;2;II;avviamenti;media;1.1064709575458422;allegato-iv-trimestre-2023.xlsx
Bolzano/Bolzen;2019;2;II;cessazioni;rapporti;32789.0;allegato-iv-trimestre-2023.xlsx
Bolzano/Bolzen;2019;2;II;cessazioni;lavoratori;29916.0;allegato-iv-trimestre-2023.xlsx
Bolzano/Bolzen;2019;2;II;cessazioni;media;1.0960355662521728;allegato-iv-trimestre-2023.xlsx
Calabria;2019;2;II;avviamenti;rapporti;92335.0;allegato-iv-trimestre-2023.xlsx
Calabria;2019;2;II;avviamenti;lavoratori;77133.0;allegato-iv-trimestre-2023.xlsx
Calabria;2019;2;II;avviamenti;media;1.1970881464483425;allegato-iv-trimestre-2023.xlsx
Calabria;2019;2;II;cessazioni;rapporti;67631.0;allegato-iv-trimestre-2023.xlsx
Calabria;2019;2;II;cessazioni;lavoratori;51497.0;allegato-iv-trimestre-2023.xlsx
Calabria;2019;2;II;cessazioni;media;1.3132998038720702;allegato-iv-trimestre-2023.xlsx
Campania;2019;2;II;avviamenti;rapporti;245364.0;allegato-iv-trimestre-2023.xlsx
Campania;2019;2;II;avviamenti;lavoratori;180779.0;allegato-iv-trimestre-2023.xlsx
Campania;2019;2;II;avviamenti;media;1.3572594161932525;allegato-iv-trimestre-2023.xlsx
Campania;2019;2;II;cessazioni;rapporti;216022.0;allegato-iv-trimestre-2023.xlsx
Campania;2019;2;II;cessazioni;lavoratori;149301.0;allegato-iv-trimestre-2023.xlsx
Campania;2019;2;II;cessazioni;media;1.4468891701997977;allegato-iv-trimestre-2023.xlsx
Emilia Romagna;2019;2;II;avviamenti;rapporti;269588.0;allegato-iv-trimestre-2023.xlsx
Emilia Romagna;2019;2;II;avviamenti;lavoratori;211931.0;allegato-iv-trimestre-2023.xlsx
Emilia Romagna;2019;2;II;avviamenti;media;1.2720555275065941;allegato-iv-trimestre-2023.xlsx
Emilia Romagna;2019;2;II;cessazioni;rapporti;225371.0;allegato-iv-trimestre-2023.xlsx
Emilia Romagna;2019;2;II;cessazioni;lavoratori;178214.0;allegato-iv-trimestre-2023.xlsx
Emilia Romagna;2019;2;II;cessazioni;media;1.2646088410562581;allegato-iv-trimestre-2023.xlsx
Friuli Venezia Giulia;2019;2;II;avviamenti;rapporti;49873.0;allegato-iv-trimestre-2023.xlsx
Friuli Venezia Giulia;2019;2;II;avviamenti;lavoratori;42550.0;allegato-iv-trimestre-2023.xlsx
Friuli Venezia Giulia;2019;2;II;avviamenti;media;1.1721034077555816;allegato-iv-trimestre-2023.xlsx
Friuli Venezia Giulia;2019;2;II;cessazioni;rapporti;44989.0;allegato-iv-trimestre-2023.xlsx
Friuli Venezia Giulia;2019;2;II;cessazioni;lavoratori;37910.0;allegato-iv-trimestre-2023.xlsx
Friuli Venezia Giulia;2019;2;II;cessazioni;media;1.186731733051965;allegato-iv-trimestre-2023.xlsx
Lazio;2019;2;II;avviamenti;rapporti;436201.0;allegato-iv-trimestre-2023.xlsx
