regione;anno;trimestre;trimestre_roman;flusso;rapporti;lavoratori;media;file_origine
Sicilia;2025;2;II;cessazioni;241941.0;182106.0;1.3285723699383876;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2025;2;II;avviamenti;227674.0;182350.0;1.2485549766931725;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2025;2;II;cessazioni;205317.0;161497.0;1.271336309652811;Allegato-III-Trimestre-CO-2025.xlsx
Totale (d);2025;2;II;avviamenti;3518668.0;2562301.0;1.3732453759335848;Allegato-III-Trimestre-CO-2025.xlsx
Totale (d);2025;2;II;cessazioni;3395798.0;2428983.0;1.398032839258241;Allegato-III-Trimestre-CO-2025.xlsx
Trento;2025;2;II;avviamenti;49954.0;44236.0;1.1292612351930553;Allegato-III-Trimestre-CO-2025.xlsx
Trento;2025;2;II;cessazioni;33444.0;29130.0;1.1480947476828012;Allegato-III-Trimestre-CO-2025.xlsx
Umbria;2025;2;II;avviamenti;38721.0;31285.0;1.2376857919130573;Allegato-III-Trimestre-CO-2025.xlsx
Umbria;2025;2;II;cessazioni;42460.0;33965.0;1.2501104077727072;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2025;2;II;avviamenti;10724.0;9288.0;1.1546080964685617;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2025;2;II;cessazioni;11575.0;10095.0;1.146607231302625;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2025;2;II;avviamenti;249868.0;210779.0;1.1854501634413295;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2025;2;II;cessazioni;240478.0;200746.0;1.1979217518655416;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2025;3;III;avviamenti;71893.0;61880.0;1.161813186813187;Allegato-III-Trimestre-CO-2025.xlsx
Abruzzo;2025;3;III;cessazioni;76312.0;66648.0;1.145000600168047;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2025;3;III;avviamenti;35096.0;27543.0;1.2742257560904766;Allegato-III-Trimestre-CO-2025.xlsx
Basilicata;2025;3;III;cessazioni;32309.0;26035.0;1.240983291722681;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2025;3;III;avviamenti;62969.0;54172.0;1.1623901646607104;Allegato-III-Trimestre-CO-2025.xlsx
Bolzano/Bolzen;2025;3;III;cessazioni;54621.0;48304.0;1.130775919178536;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2025;3;III;avviamenti;94365.0;84963.0;1.110659934324353;Allegato-III-Trimestre-CO-2025.xlsx
Calabria;2025;3;III;cessazioni;88453.0;79442.0;1.1134286649379421;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2025;3;III;avviamenti;269921.0;209549.0;1.2881044528964587;Allegato-III-Trimestre-CO-2025.xlsx
Campania;2025;3;III;cessazioni;256432.0;198478.0;1.2919920595733532;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2025;3;III;avviamenti;270788.0;232848.0;1.162938912938913;Allegato-III-Trimestre-CO-2025.xlsx
Emilia Romagna;2025;3;III;cessazioni;278170.0;241006.0;1.1542036297851506;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2025;3;III;avviamenti;60999.0;53284.0;1.1447901809173486;Allegato-III-Trimestre-CO-2025.xlsx
Friuli Venezia Giulia;2025;3;III;cessazioni;60996.0;54015.0;1.1292418772563177;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2025;3;III;avviamenti;416794.0;269233.0;1.5480791730582804;Allegato-III-Trimestre-CO-2025.xlsx
Lazio;2025;3;III;cessazioni;394612.0;252188.0;1.5647532792995702;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2025;3;III;avviamenti;69254.0;61152.0;1.1324895342752486;Allegato-III-Trimestre-CO-2025.xlsx
Liguria;2025;3;III;cessazioni;75644.0;67505.0;1.1205688467520925;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2025;3;III;avviamenti;526559.0;429757.0;1.2252482216694551;Allegato-III-Trimestre-CO-2025.xlsx
Lombardia;2025;3;III;cessazioni;474832.0;385771.0;1.2308649431916863;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2025;3;III;avviamenti;85930.0;72912.0;1.178543998244459;Allegato-III-Trimestre-CO-2025.xlsx
Marche;2025;3;III;cessazioni;88800.0;76492.0;1.1609057156303928;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2025;3;III;avviamenti;14406.0;12061.0;1.1944283226929773;Allegato-III-Trimestre-CO-2025.xlsx
Molise;2025;3;III;cessazioni;14240.0;12207.0;1.166543786352093;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2025;3;III;avviamenti;633.0;556.0;1.1384892086330936;Allegato-III-Trimestre-CO-2025.xlsx
N.D. (c );2025;3;III;cessazioni;698.0;623.0;1.1203852327447834;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2025;3;III;avviamenti;184659.0;163856.0;1.1269590372033982;Allegato-III-Trimestre-CO-2025.xlsx
Piemonte;2025;3;III;cessazioni;155854.0;138648.0;1.1240984363279671;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2025;3;III;avviamenti;300709.0;218032.0;1.3791966316870918;Allegato-III-Trimestre-CO-2025.xlsx
Puglia;2025;3;III;cessazioni;301843.0;221450.0;1.3630300293519981;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2025;3;III;avviamenti;85072.0;73584.0;1.1561208958469233;Allegato-III-Trimestre-CO-2025.xlsx
Sardegna;2025;3;III;cessazioni;104280.0;91990.0;1.1336014784215676;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2025;3;III;avviamenti;232504.0;192448.0;1.208139341536415;Allegato-III-Trimestre-CO-2025.xlsx
Sicilia;2025;3;III;cessazioni;212316.0;174957.0;1.213532467977846;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2025;3;III;avviamenti;195364.0;165819.0;1.1781762041744313;Allegato-III-Trimestre-CO-2025.xlsx
Toscana;2025;3;III;cessazioni;199479.0;171754.0;1.16142273251278;Allegato-III-Trimestre-CO-2025.xlsx
Totale (d);2025;3;III;avviamenti;3335078.0;2639634.0;1.263462283028632;Allegato-III-Trimestre-CO-2025.xlsx
Totale (d);2025;3;III;cessazioni;3221169.0;2563243.0;1.256677185893027;Allegato-III-Trimestre-CO-2025.xlsx
Trento;2025;3;III;avviamenti;55239.0;49246.0;1.1216951630589287;Allegato-III-Trimestre-CO-2025.xlsx
Trento;2025;3;III;cessazioni;58331.0;52898.0;1.102707096676623;Allegato-III-Trimestre-CO-2025.xlsx
Umbria;2025;3;III;avviamenti;43063.0;36887.0;1.1674302599831918;Allegato-III-Trimestre-CO-2025.xlsx
Umbria;2025;3;III;cessazioni;36011.0;31091.0;1.158245151329967;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2025;3;III;avviamenti;9075.0;8131.0;1.1160988808264667;Allegato-III-Trimestre-CO-2025.xlsx
Valle d’Aosta/Vallée d’Aoste;2025;3;III;cessazioni;11055.0;10195.0;1.0843550760176557;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2025;3;III;avviamenti;249786.0;219997.0;1.135406391905344;Allegato-III-Trimestre-CO-2025.xlsx
Veneto;2025;3;III;cessazioni;245881.0;218409.0;1.125782362448434;Allegato-III-Trimestre-CO-2025.xlsx
