regione;anno;trimestre;trimestre_roman;flusso;rapporti;lavoratori;media;file_origine
Abruzzo;2017;1;I;avviamenti;48519.0;40644.0;1.1937555358724534;Allegato-IV-Trimestre-2021.xlsx
Abruzzo;2017;1;I;cessazioni;34400.0;27914.0;1.2323565236082252;Allegato-IV-Trimestre-2021.xlsx
Basilicata;2017;1;I;avviamenti;34160.0;27866.0;1.225866647527453;Allegato-IV-Trimestre-2021.xlsx
Basilicata;2017;1;I;cessazioni;16853.0;13761.0;1.2246929728944118;Allegato-IV-Trimestre-2021.xlsx
Bolzano/Bolzen;2017;1;I;avviamenti;25483.0;23263.0;1.0954305119718006;Allegato-IV-Trimestre-2021.xlsx
Bolzano/Bolzen;2017;1;I;cessazioni;26839.0;24941.0;1.0760995950443046;Allegato-IV-Trimestre-2021.xlsx
Calabria;2017;1;I;avviamenti;78233.0;65257.0;1.1988445683987925;Allegato-IV-Trimestre-2021.xlsx
Calabria;2017;1;I;cessazioni;51758.0;41306.0;1.2530382995206508;Allegato-IV-Trimestre-2021.xlsx
Campania;2017;1;I;avviamenti;184358.0;148192.0;1.2440482617145325;Allegato-IV-Trimestre-2021.xlsx
Campania;2017;1;I;cessazioni;128683.0;96974.0;1.3269845525604802;Allegato-IV-Trimestre-2021.xlsx
Emilia Romagna;2017;1;I;avviamenti;210985.0;174928.0;1.2061248056343181;Allegato-IV-Trimestre-2021.xlsx
Emilia Romagna;2017;1;I;cessazioni;129316.0;103649.0;1.2476338411369141;Allegato-IV-Trimestre-2021.xlsx
Friuli Venezia Giulia;2017;1;I;avviamenti;37437.0;32960.0;1.1358313106796116;Allegato-IV-Trimestre-2021.xlsx
Friuli Venezia Giulia;2017;1;I;cessazioni;25105.0;21646.0;1.1597985771043149;Allegato-IV-Trimestre-2021.xlsx
Lazio;2017;1;I;avviamenti;351951.0;197777.0;1.779534526259373;Allegato-IV-Trimestre-2021.xlsx
Lazio;2017;1;I;cessazioni;299553.0;154786.0;1.9352719238173994;Allegato-IV-Trimestre-2021.xlsx
Liguria;2017;1;I;avviamenti;48008.0;41388.0;1.1599497438871171;Allegato-IV-Trimestre-2021.xlsx
Liguria;2017;1;I;cessazioni;36344.0;30919.0;1.1754584559655874;Allegato-IV-Trimestre-2021.xlsx
Lombardia;2017;1;I;avviamenti;367707.0;286925.0;1.2815439574801777;Allegato-IV-Trimestre-2021.xlsx
Lombardia;2017;1;I;cessazioni;288758.0;219435.0;1.315915874860437;Allegato-IV-Trimestre-2021.xlsx
Marche;2017;1;I;avviamenti;52578.0;45221.0;1.1626899007098472;Allegato-IV-Trimestre-2021.xlsx
Marche;2017;1;I;cessazioni;33703.0;28308.0;1.190582167585135;Allegato-IV-Trimestre-2021.xlsx
Molise;2017;1;I;avviamenti;9209.0;8005.0;1.1504059962523423;Allegato-IV-Trimestre-2021.xlsx
Molise;2017;1;I;cessazioni;5853.0;4978.0;1.1757734029730815;Allegato-IV-Trimestre-2021.xlsx
N.D. (c );2017;1;I;avviamenti;1065.0;999.0;1.0660660660660661;Allegato-IV-Trimestre-2021.xlsx
N.D. (c );2017;1;I;cessazioni;849.0;792.0;1.071969696969697;Allegato-IV-Trimestre-2021.xlsx
Piemonte;2017;1;I;avviamenti;119083.0;102482.0;1.1619894225327374;Allegato-IV-Trimestre-2021.xlsx
Piemonte;2017;1;I;cessazioni;86158.0;73318.0;1.1751275266646664;Allegato-IV-Trimestre-2021.xlsx
Puglia;2017;1;I;avviamenti;248635.0;181285.0;1.3715144661720495;Allegato-IV-Trimestre-2021.xlsx
Puglia;2017;1;I;cessazioni;155685.0;108856.0;1.4301921804953333;Allegato-IV-Trimestre-2021.xlsx
Sardegna;2017;1;I;avviamenti;54446.0;44681.0;1.2185492715024284;Allegato-IV-Trimestre-2021.xlsx
Sardegna;2017;1;I;cessazioni;37827.0;29523.0;1.28127222843207;Allegato-IV-Trimestre-2021.xlsx
Sicilia;2017;1;I;avviamenti;181402.0;146895.0;1.2349092889478879;Allegato-IV-Trimestre-2021.xlsx
Sicilia;2017;1;I;cessazioni;115234.0;85796.0;1.3431162291948342;Allegato-IV-Trimestre-2021.xlsx
Toscana;2017;1;I;avviamenti;150162.0;123002.0;1.220809417733045;Allegato-IV-Trimestre-2021.xlsx
Toscana;2017;1;I;cessazioni;103808.0;81739.0;1.2699935159470999;Allegato-IV-Trimestre-2021.xlsx
Totale (d);2017;1;I;avviamenti;2428038.0;1852801.0;1.310468852294445;Allegato-IV-Trimestre-2021.xlsx
Totale (d);2017;1;I;cessazioni;1745009.0;1268692.0;1.375439428955176;Allegato-IV-Trimestre-2021.xlsx
Trento;2017;1;I;avviamenti;22057.0;18694.0;1.179897293249171;Allegato-IV-Trimestre-2021.xlsx
Trento;2017;1;I;cessazioni;24858.0;21640.0;1.148706099815157;Allegato-IV-Trimestre-2021.xlsx
Umbria;2017;1;I;avviamenti;31943.0;25822.0;1.2370459298272791;Allegato-IV-Trimestre-2021.xlsx
Umbria;2017;1;I;cessazioni;21430.0;16919.0;1.2666233228914239;Allegato-IV-Trimestre-2021.xlsx
Valle d’Aosta/Vallée d’Aoste;2017;1;I;avviamenti;4611.0;3810.0;1.2102362204724408;Allegato-IV-Trimestre-2021.xlsx
Valle d’Aosta/Vallée d’Aoste;2017;1;I;cessazioni;4837.0;4036.0;1.1984638255698712;Allegato-IV-Trimestre-2021.xlsx
Veneto;2017;1;I;avviamenti;166006.0;142375.0;1.1659771729587358;Allegato-IV-Trimestre-2021.xlsx
Veneto;2017;1;I;cessazioni;117158.0;98482.0;1.1896387157043926;Allegato-IV-Trimestre-2021.xlsx
Abruzzo;2017;2;II;avviamenti;70850.0;55286.0;1.281517924971964;Allegato-IV-Trimestre-2021.xlsx
Abruzzo;2017;2;II;cessazioni;55019.0;41432.0;1.327934929523074;Allegato-IV-Trimestre-2021.xlsx
Basilicata;2017;2;II;avviamenti;47261.0;34884.0;1.354804494897374;Allegato-IV-Trimestre-2021.xlsx
Basilicata;2017;2;II;cessazioni;40520.0;28122.0;1.4408648033568026;Allegato-IV-Trimestre-2021.xlsx
Bolzano/Bolzen;2017;2;II;avviamenti;47311.0;42537.0;1.1122317041634342;Allegato-IV-Trimestre-2021.xlsx
Bolzano/Bolzen;2017;2;II;cessazioni;30726.0;27873.0;1.1023571197933484;Allegato-IV-Trimestre-2021.xlsx
Calabria;2017;2;II;avviamenti;91924.0;76796.0;1.196989426532632;Allegato-IV-Trimestre-2021.xlsx
Calabria;2017;2;II;cessazioni;65735.0;49273.0;1.3340977817465955;Allegato-IV-Trimestre-2021.xlsx
Campania;2017;2;II;avviamenti;223936.0;167920.0;1.333587422582182;Allegato-IV-Trimestre-2021.xlsx
Campania;2017;2;II;cessazioni;192396.0;134581.0;1.4295925873637438;Allegato-IV-Trimestre-2021.xlsx
Emilia Romagna;2017;2;II;avviamenti;260751.0;208751.0;1.2491006031108833;Allegato-IV-Trimestre-2021.xlsx
Emilia Romagna;2017;2;II;cessazioni;198609.0;158430.0;1.2536072713501232;Allegato-IV-Trimestre-2021.xlsx
Friuli Venezia Giulia;2017;2;II;avviamenti;46445.0;40547.0;1.1454608232421635;Allegato-IV-Trimestre-2021.xlsx
Friuli Venezia Giulia;2017;2;II;cessazioni;37246.0;31823.0;1.170411337711718;Allegato-IV-Trimestre-2021.xlsx
Lazio;2017;2;II;avviamenti;382794.0;213596.0;1.7921403022528513;Allegato-IV-Trimestre-2021.xlsx
Lazio;2017;2;II;cessazioni;369227.0;199436.0;1.8513558234220502;Allegato-IV-Trimestre-2021.xlsx
Liguria;2017;2;II;avviamenti;71239.0;58717.0;1.2132602142480031;Allegato-IV-Trimestre-2021.xlsx
Liguria;2017;2;II;cessazioni;53214.0;43270.0;1.2298128033279407;Allegato-IV-Trimestre-2021.xlsx
Lombardia;2017;2;II;avviamenti;395166.0;299643.0;1.3187893593376117;Allegato-IV-Trimestre-2021.xlsx
Lombardia;2017;2;II;cessazioni;370943.0;275844.0;1.344756456547904;Allegato-IV-Trimestre-2021.xlsx
Marche;2017;2;II;avviamenti;76044.0;61700.0;1.232479740680713;Allegato-IV-Trimestre-2021.xlsx
Marche;2017;2;II;cessazioni;57146.0;45350.0;1.2601102535832414;Allegato-IV-Trimestre-2021.xlsx
Molise;2017;2;II;avviamenti;11986.0;9819.0;1.2206945717486506;Allegato-IV-Trimestre-2021.xlsx
Molise;2017;2;II;cessazioni;9626.0;7665.0;1.2558382257012395;Allegato-IV-Trimestre-2021.xlsx
N.D. (c );2017;2;II;avviamenti;943.0;887.0;1.0631341600901916;Allegato-IV-Trimestre-2021.xlsx
N.D. (c );2017;2;II;cessazioni;1002.0;942.0;1.0636942675159236;Allegato-IV-Trimestre-2021.xlsx
Piemonte;2017;2;II;avviamenti;127948.0;107992.0;1.1847914660345211;Allegato-IV-Trimestre-2021.xlsx
Piemonte;2017;2;II;cessazioni;119154.0;98863.0;1.2052436199589331;Allegato-IV-Trimestre-2021.xlsx
Puglia;2017;2;II;avviamenti;335872.0;223966.0;1.4996561978157399;Allegato-IV-Trimestre-2021.xlsx
Puglia;2017;2;II;cessazioni;284869.0;184763.0;1.5418076129961085;Allegato-IV-Trimestre-2021.xlsx
Sardegna;2017;2;II;avviamenti;97052.0;81645.0;1.1887072080347847;Allegato-IV-Trimestre-2021.xlsx
Sardegna;2017;2;II;cessazioni;61962.0;48719.0;1.271824134321312;Allegato-IV-Trimestre-2021.xlsx
Sicilia;2017;2;II;avviamenti;218119.0;168305.0;1.2959745699771248;Allegato-IV-Trimestre-2021.xlsx
Sicilia;2017;2;II;cessazioni;184025.0;134861.0;1.3645531324845581;Allegato-IV-Trimestre-2021.xlsx
Toscana;2017;2;II;avviamenti;193699.0;155805.0;1.2432142742530727;Allegato-IV-Trimestre-2021.xlsx
Toscana;2017;2;II;cessazioni;148548.0;115282.0;1.2885619611040753;Allegato-IV-Trimestre-2021.xlsx
Totale (d);2017;2;II;avviamenti;2992358.0;2211077.0;1.3533486169862017;Allegato-IV-Trimestre-2021.xlsx
Totale (d);2017;2;II;cessazioni;2509293.0;1779555.0;1.410067685460691;Allegato-IV-Trimestre-2021.xlsx
Trento;2017;2;II;avviamenti;35492.0;31070.0;1.1423237850016092;Allegato-IV-Trimestre-2021.xlsx
Trento;2017;2;II;cessazioni;26003.0;22324.0;1.1648002150152303;Allegato-IV-Trimestre-2021.xlsx
Umbria;2017;2;II;avviamenti;35373.0;27338.0;1.2939132343258468;Allegato-IV-Trimestre-2021.xlsx
Umbria;2017;2;II;cessazioni;31046.0;22920.0;1.3545375218150086;Allegato-IV-Trimestre-2021.xlsx
Valle d’Aosta/Vallée d’Aoste;2017;2;II;avviamenti;8234.0;6775.0;1.2153505535055351;Allegato-IV-Trimestre-2021.xlsx
Valle d’Aosta/Vallée d’Aoste;2017;2;II;cessazioni;8549.0;7099.0;1.2042541202986337;Allegato-IV-Trimestre-2021.xlsx
Veneto;2017;2;II;avviamenti;213919.0;182515.0;1.1720625701997096;Allegato-IV-Trimestre-2021.xlsx
Veneto;2017;2;II;cessazioni;163728.0;136542.0;1.1991035725271344;Allegato-IV-Trimestre-2021.xlsx
Abruzzo;2017;3;III;avviamenti;63634.0;52193.0;1.219205640603146;Allegato-IV-Trimestre-2021.xlsx
Abruzzo;2017;3;III;cessazioni;67548.0;57078.0;1.1834331966782299;Allegato-IV-Trimestre-2021.xlsx
Basilicata;2017;3;III;avviamenti;38958.0;29177.0;1.3352298042979058;Allegato-IV-Trimestre-2021.xlsx
Basilicata;2017;3;III;cessazioni;39585.0;29743.0;1.3309013885620147;Allegato-IV-Trimestre-2021.xlsx
Bolzano/Bolzen;2017;3;III;avviamenti;53672.0;47172.0;1.137793606376664;Allegato-IV-Trimestre-2021.xlsx
Bolzano/Bolzen;2017;3;III;cessazioni;44810.0;40325.0;1.1112213267203968;Allegato-IV-Trimestre-2021.xlsx
Calabria;2017;3;III;avviamenti;99127.0;88468.0;1.1204842428900845;Allegato-IV-Trimestre-2021.xlsx
Calabria;2017;3;III;cessazioni;82161.0;71949.0;1.141933869824459;Allegato-IV-Trimestre-2021.xlsx
Campania;2017;3;III;avviamenti;203281.0;158891.0;1.2793739104165749;Allegato-IV-Trimestre-2021.xlsx
Campania;2017;3;III;cessazioni;197280.0;154493.0;1.2769510592712938;Allegato-IV-Trimestre-2021.xlsx
Emilia Romagna;2017;3;III;avviamenti;228789.0;194006.0;1.179288269434966;Allegato-IV-Trimestre-2021.xlsx
Emilia Romagna;2017;3;III;cessazioni;244013.0;211014.0;1.1563829888064299;Allegato-IV-Trimestre-2021.xlsx
Friuli Venezia Giulia;2017;3;III;avviamenti;45930.0;40626.0;1.1305567862944912;Allegato-IV-Trimestre-2021.xlsx
Friuli Venezia Giulia;2017;3;III;cessazioni;46682.0;42568.0;1.0966453674121406;Allegato-IV-Trimestre-2021.xlsx
Lazio;2017;3;III;avviamenti;341284.0;209866.0;1.6261995749668836;Allegato-IV-Trimestre-2021.xlsx
Lazio;2017;3;III;cessazioni;338318.0;211742.0;1.5977840957391543;Allegato-IV-Trimestre-2021.xlsx
Liguria;2017;3;III;avviamenti;54920.0;47084.0;1.166425962110271;Allegato-IV-Trimestre-2021.xlsx
Liguria;2017;3;III;cessazioni;62787.0;55347.0;1.13442463006125;Allegato-IV-Trimestre-2021.xlsx
Lombardia;2017;3;III;avviamenti;398011.0;317946.0;1.2518194913601681;Allegato-IV-Trimestre-2021.xlsx
Lombardia;2017;3;III;cessazioni;365504.0;295778.0;1.2357376140213268;Allegato-IV-Trimestre-2021.xlsx
Marche;2017;3;III;avviamenti;65621.0;53885.0;1.2177971606198386;Allegato-IV-Trimestre-2021.xlsx
Marche;2017;3;III;cessazioni;74096.0;62792.0;1.1800229328576888;Allegato-IV-Trimestre-2021.xlsx
Molise;2017;3;III;avviamenti;13759.0;11099.0;1.2396612307415082;Allegato-IV-Trimestre-2021.xlsx
Molise;2017;3;III;cessazioni;13334.0;11004.0;1.2117411850236277;Allegato-IV-Trimestre-2021.xlsx
N.D. (c );2017;3;III;avviamenti;983.0;914.0;1.075492341356674;Allegato-IV-Trimestre-2021.xlsx
N.D. (c );2017;3;III;cessazioni;976.0;921.0;1.0597176981541803;Allegato-IV-Trimestre-2021.xlsx
Piemonte;2017;3;III;avviamenti;146062.0;127165.0;1.1486022097275195;Allegato-IV-Trimestre-2021.xlsx
Piemonte;2017;3;III;cessazioni;127675.0;113318.0;1.1266965530630615;Allegato-IV-Trimestre-2021.xlsx
Puglia;2017;3;III;avviamenti;317484.0;215393.0;1.473975477383202;Allegato-IV-Trimestre-2021.xlsx
Puglia;2017;3;III;cessazioni;324293.0;223055.0;1.4538701217188585;Allegato-IV-Trimestre-2021.xlsx
Sardegna;2017;3;III;avviamenti;69471.0;59226.0;1.1729814608448992;Allegato-IV-Trimestre-2021.xlsx
Sardegna;2017;3;III;cessazioni;88634.0;77792.0;1.1393716577540107;Allegato-IV-Trimestre-2021.xlsx
Sicilia;2017;3;III;avviamenti;209103.0;167119.0;1.2512221829953507;Allegato-IV-Trimestre-2021.xlsx
Sicilia;2017;3;III;cessazioni;191874.0;151944.0;1.262794187332175;Allegato-IV-Trimestre-2021.xlsx
Toscana;2017;3;III;avviamenti;158104.0;133007.0;1.188689317103611;Allegato-IV-Trimestre-2021.xlsx
Toscana;2017;3;III;cessazioni;167828.0;144738.0;1.1595296328538462;Allegato-IV-Trimestre-2021.xlsx
Totale (d);2017;3;III;avviamenti;2788327.0;2155607.0;1.2935228916959354;Allegato-IV-Trimestre-2021.xlsx
Totale (d);2017;3;III;cessazioni;2759375.0;2167136.0;1.273281879863562;Allegato-IV-Trimestre-2021.xlsx
Trento;2017;3;III;avviamenti;39046.0;35418.0;1.1024337907278785;Allegato-IV-Trimestre-2021.xlsx
Trento;2017;3;III;cessazioni;41312.0;38099.0;1.0843329221239402;Allegato-IV-Trimestre-2021.xlsx
Umbria;2017;3;III;avviamenti;34718.0;27562.0;1.2596328278064002;Allegato-IV-Trimestre-2021.xlsx
Umbria;2017;3;III;cessazioni;31365.0;25512.0;1.2294214487300095;Allegato-IV-Trimestre-2021.xlsx
Valle d’Aosta/Vallée d’Aoste;2017;3;III;avviamenti;7663.0;6476.0;1.183292155651637;Allegato-IV-Trimestre-2021.xlsx
Valle d’Aosta/Vallée d’Aoste;2017;3;III;cessazioni;8653.0;7586.0;1.1406538360137095;Allegato-IV-Trimestre-2021.xlsx
Veneto;2017;3;III;avviamenti;198707.0;173100.0;1.1479318313113807;Allegato-IV-Trimestre-2021.xlsx
Veneto;2017;3;III;cessazioni;200647.0;178266.0;1.125548337877105;Allegato-IV-Trimestre-2021.xlsx
Abruzzo;2017;4;IV;avviamenti;56709.0;44398.0;1.2772872651921259;Allegato-IV-Trimestre-2021.xlsx
Abruzzo;2017;4;IV;cessazioni;72948.0;59301.0;1.2301310264582386;Allegato-IV-Trimestre-2021.xlsx
Basilicata;2017;4;IV;avviamenti;29165.0;22046.0;1.3229157216728658;Allegato-IV-Trimestre-2021.xlsx
Basilicata;2017;4;IV;cessazioni;49432.0;38551.0;1.2822494876916293;Allegato-IV-Trimestre-2021.xlsx
Bolzano/Bolzen;2017;4;IV;avviamenti;43322.0;39745.0;1.0899987419801234;Allegato-IV-Trimestre-2021.xlsx
Bolzano/Bolzen;2017;4;IV;cessazioni;55769.0;50508.0;1.1041617169557298;Allegato-IV-Trimestre-2021.xlsx
Calabria;2017;4;IV;avviamenti;85703.0;69266.0;1.2373025726907863;Allegato-IV-Trimestre-2021.xlsx
Calabria;2017;4;IV;cessazioni;149659.0;131385.0;1.139087414849488;Allegato-IV-Trimestre-2021.xlsx
Campania;2017;4;IV;avviamenti;185644.0;139336.0;1.332347706263995;Allegato-IV-Trimestre-2021.xlsx
Campania;2017;4;IV;cessazioni;248967.0;200663.0;1.2407220065482925;Allegato-IV-Trimestre-2021.xlsx
Emilia Romagna;2017;4;IV;avviamenti;181357.0;146878.0;1.2347458434891543;Allegato-IV-Trimestre-2021.xlsx
Emilia Romagna;2017;4;IV;cessazioni;245597.0;202887.0;1.2105112698201461;Allegato-IV-Trimestre-2021.xlsx
Friuli Venezia Giulia;2017;4;IV;avviamenti;40650.0;35089.0;1.1584827153808885;Allegato-IV-Trimestre-2021.xlsx
Friuli Venezia Giulia;2017;4;IV;cessazioni;46860.0;41720.0;1.1232023010546501;Allegato-IV-Trimestre-2021.xlsx
Lazio;2017;4;IV;avviamenti;412449.0;215709.0;1.91206208364046;Allegato-IV-Trimestre-2021.xlsx
Lazio;2017;4;IV;cessazioni;442346.0;242909.0;1.8210358611661157;Allegato-IV-Trimestre-2021.xlsx
Liguria;2017;4;IV;avviamenti;52370.0;43438.0;1.2056264100557117;Allegato-IV-Trimestre-2021.xlsx
Liguria;2017;4;IV;cessazioni;59271.0;51011.0;1.1619258591284234;Allegato-IV-Trimestre-2021.xlsx
Lombardia;2017;4;IV;avviamenti;395174.0;298433.0;1.3241632125133616;Allegato-IV-Trimestre-2021.xlsx
Lombardia;2017;4;IV;cessazioni;428397.0;331670.0;1.291636264962161;Allegato-IV-Trimestre-2021.xlsx
Marche;2017;4;IV;avviamenti;56697.0;45628.0;1.242592267905672;Allegato-IV-Trimestre-2021.xlsx
Marche;2017;4;IV;cessazioni;68030.0;56660.0;1.2006706671373102;Allegato-IV-Trimestre-2021.xlsx
Molise;2017;4;IV;avviamenti;10193.0;8099.0;1.2585504383257193;Allegato-IV-Trimestre-2021.xlsx
Molise;2017;4;IV;cessazioni;14472.0;11859.0;1.2203389830508475;Allegato-IV-Trimestre-2021.xlsx
N.D. (c );2017;4;IV;avviamenti;1088.0;999.0;1.0890890890890892;Allegato-IV-Trimestre-2021.xlsx
N.D. (c );2017;4;IV;cessazioni;1347.0;1240.0;1.086290322580645;Allegato-IV-Trimestre-2021.xlsx
Piemonte;2017;4;IV;avviamenti;127967.0;107703.0;1.1881470339730555;Allegato-IV-Trimestre-2021.xlsx
Piemonte;2017;4;IV;cessazioni;150656.0;129437.0;1.1639330330585536;Allegato-IV-Trimestre-2021.xlsx
Puglia;2017;4;IV;avviamenti;245171.0;172971.0;1.4174110110943452;Allegato-IV-Trimestre-2021.xlsx
Puglia;2017;4;IV;cessazioni;351101.0;247001.0;1.4214557835798236;Allegato-IV-Trimestre-2021.xlsx
Sardegna;2017;4;IV;avviamenti;55638.0;43187.0;1.2883043508463194;Allegato-IV-Trimestre-2021.xlsx
Sardegna;2017;4;IV;cessazioni;78838.0;66109.0;1.1925456443146925;Allegato-IV-Trimestre-2021.xlsx
Sicilia;2017;4;IV;avviamenti;174024.0;134329.0;1.2955058103611283;Allegato-IV-Trimestre-2021.xlsx
Sicilia;2017;4;IV;cessazioni;277234.0;231563.0;1.1972292637424804;Allegato-IV-Trimestre-2021.xlsx
Toscana;2017;4;IV;avviamenti;149716.0;118233.0;1.266279295966439;Allegato-IV-Trimestre-2021.xlsx
Toscana;2017;4;IV;cessazioni;188433.0;155304.0;1.213317107093185;Allegato-IV-Trimestre-2021.xlsx
Totale (d);2017;4;IV;avviamenti;2556530.0;1860304.0;1.3742538853864745;Allegato-IV-Trimestre-2021.xlsx
Totale (d);2017;4;IV;cessazioni;3218294.0;2448366.0;1.3144660561370318;Allegato-IV-Trimestre-2021.xlsx
Trento;2017;4;IV;avviamenti;35356.0;30996.0;1.1406633113950186;Allegato-IV-Trimestre-2021.xlsx
Trento;2017;4;IV;cessazioni;32351.0;28945.0;1.1176714458455692;Allegato-IV-Trimestre-2021.xlsx
Umbria;2017;4;IV;avviamenti;32358.0;24776.0;1.3060219567323217;Allegato-IV-Trimestre-2021.xlsx
Umbria;2017;4;IV;cessazioni;42527.0;33933.0;1.2532637845165473;Allegato-IV-Trimestre-2021.xlsx
Valle d’Aosta/Vallée d’Aoste;2017;4;IV;avviamenti;10509.0;9135.0;1.1504105090311987;Allegato-IV-Trimestre-2021.xlsx
Valle d’Aosta/Vallée d’Aoste;2017;4;IV;cessazioni;6699.0;5681.0;1.1791938039077627;Allegato-IV-Trimestre-2021.xlsx
Veneto;2017;4;IV;avviamenti;175270.0;147690.0;1.1867425011849144;Allegato-IV-Trimestre-2021.xlsx
Veneto;2017;4;IV;cessazioni;207360.0;180111.0;1.1512900378100173;Allegato-IV-Trimestre-2021.xlsx
Abruzzo;2018;1;I;avviamenti;57896.0;46936.0;1.2335094596897904;Allegato-IV-Trimestre-2022.xlsx
Abruzzo;2018;1;I;cessazioni;43131.0;33735.0;1.278523788350378;Allegato-IV-Trimestre-2022.xlsx
Basilicata;2018;1;I;avviamenti;38019.0;29729.0;1.2788522991018871;Allegato-IV-Trimestre-2022.xlsx
Basilicata;2018;1;I;cessazioni;20568.0;15202.0;1.3529798710695962;Allegato-IV-Trimestre-2022.xlsx
Bolzano/Bolzen;2018;1;I;avviamenti;32131.0;29324.0;1.09572363933979;Allegato-IV-Trimestre-2022.xlsx
Bolzano/Bolzen;2018;1;I;cessazioni;26922.0;24640.0;1.0926136363636363;Allegato-IV-Trimestre-2022.xlsx
Calabria;2018;1;I;avviamenti;86793.0;72261.0;1.2011043301365882;Allegato-IV-Trimestre-2022.xlsx
Calabria;2018;1;I;cessazioni;56382.0;43850.0;1.2857924743443558;Allegato-IV-Trimestre-2022.xlsx
Campania;2018;1;I;avviamenti;205723.0;161272.0;1.275627511285282;Allegato-IV-Trimestre-2022.xlsx
Campania;2018;1;I;cessazioni;149320.0;109317.0;1.3659357647941308;Allegato-IV-Trimestre-2022.xlsx
Emilia Romagna;2018;1;I;avviamenti;244040.0;201482.0;1.2112248240537615;Allegato-IV-Trimestre-2022.xlsx
Emilia Romagna;2018;1;I;cessazioni;152709.0;122000.0;1.2517131147540983;Allegato-IV-Trimestre-2022.xlsx
Friuli Venezia Giulia;2018;1;I;avviamenti;44973.0;39272.0;1.1451670401303728;Allegato-IV-Trimestre-2022.xlsx
Friuli Venezia Giulia;2018;1;I;cessazioni;31163.0;26595.0;1.1717616093250611;Allegato-IV-Trimestre-2022.xlsx
Lazio;2018;1;I;avviamenti;376543.0;223575.0;1.6841909873644192;Allegato-IV-Trimestre-2022.xlsx
Lazio;2018;1;I;cessazioni;310769.0;167622.0;1.853986946820823;Allegato-IV-Trimestre-2022.xlsx
Liguria;2018;1;I;avviamenti;56494.0;48589.0;1.16269114408611;Allegato-IV-Trimestre-2022.xlsx
Liguria;2018;1;I;cessazioni;42179.0;35672.0;1.1824119757793228;Allegato-IV-Trimestre-2022.xlsx
Lombardia;2018;1;I;avviamenti;424186.0;334357.0;1.2686619391847636;Allegato-IV-Trimestre-2022.xlsx
Lombardia;2018;1;I;cessazioni;324365.0;246692.0;1.314858203752047;Allegato-IV-Trimestre-2022.xlsx
Marche;2018;1;I;avviamenti;65216.0;54454.0;1.1976347008484225;Allegato-IV-Trimestre-2022.xlsx
Marche;2018;1;I;cessazioni;44675.0;36226.0;1.2332302765969194;Allegato-IV-Trimestre-2022.xlsx
Molise;2018;1;I;avviamenti;10581.0;8656.0;1.2223890942698705;Allegato-IV-Trimestre-2022.xlsx
Molise;2018;1;I;cessazioni;7606.0;6025.0;1.2624066390041493;Allegato-IV-Trimestre-2022.xlsx
N.D. (c );2018;1;I;avviamenti;1114.0;1038.0;1.0732177263969171;Allegato-IV-Trimestre-2022.xlsx
N.D. (c );2018;1;I;cessazioni;846.0;786.0;1.0763358778625953;Allegato-IV-Trimestre-2022.xlsx
Piemonte;2018;1;I;avviamenti;137646.0;117844.0;1.1680357082244324;Allegato-IV-Trimestre-2022.xlsx
Piemonte;2018;1;I;cessazioni;100656.0;84612.0;1.1896184938306624;Allegato-IV-Trimestre-2022.xlsx
Puglia;2018;1;I;avviamenti;279363.0;196035.0;1.425066952329941;Allegato-IV-Trimestre-2022.xlsx
Puglia;2018;1;I;cessazioni;188242.0;127091.0;1.4811591694140418;Allegato-IV-Trimestre-2022.xlsx
Sardegna;2018;1;I;avviamenti;62201.0;49875.0;1.2471378446115289;Allegato-IV-Trimestre-2022.xlsx
Sardegna;2018;1;I;cessazioni;44619.0;33913.0;1.315690148320703;Allegato-IV-Trimestre-2022.xlsx
Sicilia;2018;1;I;avviamenti;195851.0;157212.0;1.2457764038368573;Allegato-IV-Trimestre-2022.xlsx
Sicilia;2018;1;I;cessazioni;124842.0;90972.0;1.372312359846986;Allegato-IV-Trimestre-2022.xlsx
Toscana;2018;1;I;avviamenti;174888.0;142622.0;1.2262343817924304;Allegato-IV-Trimestre-2022.xlsx
Toscana;2018;1;I;cessazioni;122378.0;95638.0;1.2795959764946987;Allegato-IV-Trimestre-2022.xlsx
Totale (d);2018;1;I;avviamenti;2761916.0;2105359.0;1.311850378011541;Allegato-IV-Trimestre-2022.xlsx
Totale (d);2018;1;I;cessazioni;1989791.0;1439711.0;1.3820766806671616;Allegato-IV-Trimestre-2022.xlsx
Trento;2018;1;I;avviamenti;26032.0;22062.0;1.1799474209047232;Allegato-IV-Trimestre-2022.xlsx
Trento;2018;1;I;cessazioni;25132.0;21529.0;1.1673556598077013;Allegato-IV-Trimestre-2022.xlsx
Umbria;2018;1;I;avviamenti;38091.0;30131.0;1.2641797484318475;Allegato-IV-Trimestre-2022.xlsx
Umbria;2018;1;I;cessazioni;26689.0;20051.0;1.3310558076903896;Allegato-IV-Trimestre-2022.xlsx
Valle d’Aosta/Vallée d’Aoste;2018;1;I;avviamenti;5201.0;4102.0;1.2679180887372015;Allegato-IV-Trimestre-2022.xlsx
Valle d’Aosta/Vallée d’Aoste;2018;1;I;cessazioni;5175.0;4112.0;1.258511673151751;Allegato-IV-Trimestre-2022.xlsx
Veneto;2018;1;I;avviamenti;198934.0;171198.0;1.1620112384490473;Allegato-IV-Trimestre-2022.xlsx
